Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,AVG
87,Tyler Boyd,,,WR36,82,102,109,94,,91.2
88,Ronald Jones,II,,RB33,121,83,127,72,,91.8
89,Laviska Shenault Jr.,BUF,7,WR37,83,96,145,95,,91.8
90,Brandin Cooks,NO,6,WR38,77,94,100,100,,92.8
91,Michael Carter,ARI,12,RB34,134,95,107,82,,93.4
92,Ryan Tannehill,,,QB11,98,98,93,85,,93.4
93,Antonio Brown ,,,WR39,104,97,110,92,,94.6
94,Corey Davis ,,,WR40,94,105,135,84,,95.6
95,Jalen Hurts,PHI,14,QB12,97,107,86,99,,97
96,Dallas Goedert,PHI,14,TE10,99,85,97,105,,99.2
97,James Conner,ARI,12,RB35,107,101,121,96,,100.8
98,DJ Chark Jr. ,,,WR41,111,79,117,106,,102
99,Jarvis Landry,,,WR42,101,91,124,111,,103.4
100,Tampa Bay Buccaneers,DST,9,DST1,74,92,72,144,,105.4
101,A.J. Dillon,PHI,14,RB36,113,112,142,101,,105.8
102,Michael Pittman Jr.,IND,14,WR43,129,111,104,97,,106.4
103,Kenyan Drake ,,,RB37,102,104,140,107,,106.4
104,Zack Moss,CIN,10,RB38,123,110,120,83,,106.6
105,Jaylen Waddle,MIA,14,WR44,110,87,133,108,,107.4
106,Los Angeles Rams,DST,11,DST2,115,99,60,131,,107.8
107,William Fuller,V,,WR45,85,116,106,112,,109.8
108,Mike Gesicki,CIN,10,TE11,109,90,114,113,,109.8
109,Pittsburgh Steelers,DST,7,DST3,95,114,65,128,,111.2
110,Joe Burrow,CIN,10,QB13,122,113,108,110,,111.2
111,Tyler Higbee,LAR,11,TE12,125,108,151,109,,112
112,Devin Singletary,NYG,10,RB39,128,117,146,104,,112.4
113,Jamaal Williams,,,RB40,124,134,160,98,,116.4
114,Sony Michel,,,RB41,90,151,182,93,,117.8
115,Michael Gallup,WAS,9,WR46,86,122,132,119,,118
116,Curtis Samuel,BUF,7,WR47,119,120,111,115,,118.2
117,Washington Commanders,DST,9,DST4,108,109,75,141,,120
118,Marvin Jones Jr.,,,WR48,106,148,112,129,,122.4
119,Marquez Callaway,,,WR49,131,130,176,103,,123
120,Mike Williams,LAC,7,WR50,116,115,131,133,,123
121,Jonnu Smith,MIA,14,TE13,91,142,116,118,,123
122,Marquise Brown,KC,12,WR51,105,118,136,120,,123.2
123,Baltimore Ravens,DST,8,DST5,96,106,74,143,,123.8
124,Nyheim Hines,,,RB42,132,127,184,102,,124
125,Rob Gronkowski,,,TE14,114,86,101,145,,125.6
126,Harrison Butker,KC,12,K1,84,131,89,154,,127.8
127,Justin Tucker,,,K2,100,129,71,146,,127.8
128,Trevor Lawrence,JAC,7,QB14,135,100,122,130,,128
129,Darnell Mooney,ATL,6,WR52,152,124,137,122,,128.6
130,Henry Ruggs III ,,,WR53,117,135,170,127,,129
131,David Johnson,,,RB43,140,121,130,125,,129.8
132,Tony Pollard,TEN,13,RB44,158,144,148,117,,132.6
133,Mecole Hardman Jr.,GB,13,WR54,144,125,164,140,,132.8
134,DeVante Parker,,,WR55,146,149,,116,,134.2
135,San Francisco 49ers,DST,6,DST6,118,123,119,156,,136.8
136,Baker Mayfield,TB,9,QB15,126,126,143,153,,138.6
137,Buffalo Bills,DST,7,DST7,112,119,125,160,,139
138,J.D. McKissic,,,RB45,157,162,196,114,,139.8
139,Justin Fields,NYJ,6,QB16,147,128,149,139,,140.8
140,Matt Ryan,,,QB17,153,158,161,126,,141.8
141,Younghoe Koo,ATL,6,K3,130,132,62,171,,143.2
142,Cole Beasley,,,WR56,133,159,169,138,,143.8
143,Jakobi Meyers,LV,8,WR57,136,152,219,132,,145
144,Elijah Moore,BUF,7,WR58,160,136,167,149,,145.6
145,Phillip Lindsay,,,RB46,155,143,154,123,,146.2
146,Russell Gage Jr.,SF,6,WR59,172,155,188,136,,148.8
147,Trey Lance,LAC,7,QB18,166,146,168,148,,149
148,James White ,,,RB47,150,179,197,135,,151.8
149,Indianapolis Colts,DST,14,DST8,148,150,91,161,,151.8
150,Hunter Henry,NE,14,TE15,156,141,172,124,,153.2
151,Alexander Mattison,MIA,14,RB48,164,170,192,142,,154.2
152,Tyler Bass,BUF,7,K4,162,133,102,166,,155
153,Kirk Cousins,ATL,6,QB19,176,163,165,137,,157.8
154,Tua Tagovailoa,MIA,14,QB20,145,193,152,163,,158.6
155,New England Patriots,DST,14,DST9,154,156,150,167,,158.8
156,Evan Engram,DEN,11,TE16,170,164,159,151,,159.8
157,Denver Broncos,DST,11,DST10,138,138,173,175,,163.2
158,Jason Sanders,MIA,14,K5,141,140,123,190,,163.4
159,Ben Roethlisberger,,,QB21,159,181,166,164,,165
160,Zach Ertz,WAS,9,TE17,169,161,155,169,,165.2
161,Jared Cook,,,TE18,178,160,157,158,,165.4
162,Ryan Succop,,,K6,179,139,126,182,,165.8
163,Tevin Coleman,,,RB49,197,185,199,121,,167.8
164,Jameis Winston,NYG,10,QB22,167,175,181,170,,168.2
165,Rhamondre Stevenson,NE,14,RB50,181,177,233,134,,169
166,Sterling Shepard,TB,9,WR60,185,184,189,152,,172.4
167,Austin Hooper,NE,14,TE19,139,166,174,159,,174.2
168,Cleveland Browns,DST,13,DST11,149,137,163,203,,174.4
169,Giovani Bernard,,,RB51,189,192,229,155,,174.4
170,Nelson Agholor,,,WR61,175,167,205,174,,176.2
171,Chuba Hubbard,CAR,13,RB52,210,154,259,168,,176.6
172,Mac Jones,SF,6,QB23,168,176,194,197,,177
173,Rondale Moore,MIN,7,WR62,198,165,286,186,,177
174,Rodrigo Blankenship,,,K7,187,145,68,185,,177.6
175,Greg Zuerlein,,,K8,163,153,105,183,,177.6
176,Kenneth Gainwell,PIT,7,RB53,,195,178,165,,177.8
177,Gerald Everett,,,TE20,204,190,139,157,,179.6
178,Ryan Fitzpatrick ,,,QB24,182,197,190,184,,182.8
179,Daniel Carlson,LV,8,K9,,202,103,210,,183.6
180,Kansas City Chiefs,DST,12,DST12,191,178,141,187,,186.4
181,Derek Carr,,,QB25,184,213,180,179,,186.4
182,Jalen Reagor,LAC,7,WR63,151,196,246,162,,187.4
183,Cole Kmet,CHI,10,TE21,174,186,187,188,,187.4
184,Tyrell Williams,,,WR64,161,206,,201,,188.4
185,New Orleans Saints,DST,6,DST13,180,203,129,207,,189.2
186,Rashaad Penny,,,RB54,,211,248,180,,190.6
187,Terrace Marshall Jr.,PHI,14,WR65,194,183,241,173,,191
188,Miami Dolphins,DST,14,DST14,199,182,98,204,,191.6
189,Zach Wilson,MIA,14,QB26,186,194,207,192,,192.4
190,Jason Myers,SEA,9,K10,127,147,147,218,,193.4
191,Latavius Murray,,,RB55,227,169,208,172,,194.2
192,Mason Crosby,,,K11,195,157,156,224,,195
193,Emmanuel Sanders,,,WR66,203,209,201,189,,195.4
194,A.J. Green,,,WR67,177,187,204,214,,197
195,Ty'Son Williams,,,RB56,193,225,258,147,,198.6
196,Randall Cobb,,,WR68,173,174,213,233,,199.6
197,Gabe Davis,,,WR69,224,208,191,220,,204.6
198,Matt Prater,,,K12,190,168,206,208,,207.2
199,Daniel Jones,IND,14,QB27,196,221,236,202,,207.2
200,Green Bay Packers,DST,13,DST15,192,229,153,232,,207.4
201,Bryan Edwards,,,WR70,214,191,262,191,,207.4
202,Matt Gay,WAS,9,K13,142,,250,205,,209
203,Deshaun Watson,CLE,13,QB28,200,171,144,256,,209.2
204,Pat Freiermuth,PIT,7,TE22,201,180,225,230,,210.4
205,Sam Darnold,SEA,9,QB29,218,216,238,194,,212
206,Darrel Williams,,,RB57,,239,240,196,,213.2
207,Anthony Firkser,,,TE23,209,220,264,195,,215.4
208,Brandon McManus,GB,13,K14,143,,177,238,,195.5
209,Eric Ebron,,,TE24,171,212,185,225,,217.2
210,Blake Jarwin,,,TE25,217,218,202,236,,219
211,Amon-Ra St. Brown,DET,9,WR71,,189,203,211,,198.5
212,Mark Ingram,II,,RB58,220,234,214,193,,221.6
213,Seattle Seahawks,DST,9,DST16,207,233,179,287,,222.6
214,Parris Campbell,DAL,7,WR72,165,214,293,234,,223.6
215,Tarik Cohen,,,RB59,,254,186,209,,206.5
216,Tony Jones Jr.,,,RB60,,,300,150,,207
217,Chicago Bears,DST,10,DST17,202,227,183,231,,226.4
218,Adam Trautman,DEN,11,TE26,,200,220,242,,207.5
219,Robbie Gould,,,K15,205,188,210,235,,227.8
220,Christian Kirk,HOU,10,WR73,,219,255,181,,209.3
221,Jamison Crowder,,,WR74,230,222,247,266,,228.2
222,Ty Johnson,BUF,7,RB61,,232,,216,,210.5
223,T.Y. Hilton,,,WR75,,199,162,285,,210.5
224,Damien Williams,,,RB62,,210,276,176,,211.5
225,Tennessee Titans,DST,13,DST18,225,241,218,293,,230.4
226,Minnesota Vikings,DST,7,DST19,183,201,215,251,,232.4
227,Carson Wentz,,,QB30,211,242,224,177,,231.8
228,Rashod Bateman,BAL,8,WR76,,173,266,253,,214.3
229,Tre'Quan Smith,,,WR77,,215,281,198,,215.8
230,Malcolm Brown,,,RB63,188,246,,222,,218.3
231,Marlon Mack,,,RB64,,217,251,226,,223.5
232,Graham Gano,NYG,10,K16,137,,217,240,,229.5
233,Devontae Booker,,,RB65,,198,,199,,200
234,Arizona Cardinals,DST,12,DST20,222,,158,296,,227
235,Allen Lazard,NYJ,6,WR78,,244,226,223,,227.8
236,Wil Lutz,DEN,11,K17,,247,138,,,204.3
237,Los Angeles Chargers,DST,7,DST21,228,230,223,237,,245.6
238,Marquez Valdes-Scantling,SEA,9,WR79,,205,245,219,,230
239,Carolina Panthers,DST,13,DST22,232,226,231,252,,245.8
240,Le'Veon Bell,,,RB66,216,238,263,212,,232.3
241,Cam Newton,,,QB31,229,258,198,,,234.8
242,Chris Boswell,PIT,7,K18,215,,193,229,,239.5
243,Jerick McKinnon,,,RB67,,237,269,178,,235.5
244,Sammy Watkins,,,WR80,,207,237,239,,236
245,Jared Goff,DET,9,QB32,208,,244,279,,238
246,Boston Scott,,,RB68,,204,297,206,,238.8
247,Cam Akers,,,RB69,226,,134,,,271.7
248,O.J. Howard,,,TE27,221,243,270,278,,254.8
249,Kadarius Toney,,,WR81,,224,261,249,,243.8
250,Todd Gurley,II,,RB70,,,212,241,,225.3
251,Teddy Bridgewater,,,QB33,206,,239,263,,248.8
252,Evan McPherson,CIN,10,K19,219,,273,254,,248.8
253,Carlos Hyde ,,,RB71,,228,278,213,,249.5
254,Amari Rodgers,,,WR82,,249,257,200,,259.5
255,Darrynton Evans,BUF,7,RB72,,260,,215,,238
256,Nico Collins,HOU,10,WR83,,252,,257,,241
257,Tim Tebow,,,TE28,,223,260,,,244.3
258,Benny Snell Jr.,,,RB73,,,280,228,,244.7
259,Dallas Cowboys,DST,7,DST23,,,195,274,,245.7
260,Joshua Palmer,BUF,7,WR84,,235,,227,,246
261,Hayden Hurst,,,TE29,,,235,295,,246.7
262,Hunter Renfrow,CAR,13,WR85,,245,277,255,,260.8
263,Taysom Hill,NO,6,TE30,,,234,298,,247
264,Cordarrelle Patterson,PIT,7,RB74,,231,,258,,248.3
265,Josh Lambo,,,K20,231,,274,245,,273.5
266,Salvon Ahmed,IND,14,RB75,,255,,259,,250.3
267,J.J. Taylor,HOU,10,RB76,,,295,248,,251.3
268,Justin Jackson,,,RB77,,,,217,,235
269,Cairo Santos,CHI,10,K21,,,171,,,249.5
270,Jimmy Graham,,,TE31,,,230,286,,260.3
271,Donovan Peoples-Jones,NO,6,WR86,,236,284,283,,271.3
272,Jimmy Garoppolo,LAR,11,QB34,,,228,267,,262.3
273,Jordan Akins,,,TE32,,,,,,186
274,John Brown,,,WR87,,264,227,,,273.7
275,New York Giants,DST,10,DST24,,,209,292,,272.3
276,Dustin Hopkins,CLE,13,K22,,,256,246,,286.3
277,Giovanni Ricci,,,TE33,,,200,,,200
278,Dalton Schultz,HOU,10,TE34,,,242,262,,269
279,Wayne Gallman Jr.,,,RB78,,,,221,,252.5
280,Jeff Wilson Jr.,,,RB79,,,,272,,252.5
281,Javian Hawkins,TEN,13,RB80,,265,,,,253.5
282,Austin Seibert ,,,K23,,,211,,,211
283,Chase McLaughlin,TB,9,K24,212,,,,,284
284,Juwan Johnson,NO,6,TE35,,,,273,,259
285,Dawson Knox,BUF,7,TE36,,,254,264,,274
286,Michael Badgley,,,K25,,,216,,,280.5
287,Philadelphia Eagles,DST,14,DST25,,,222,297,,289
288,Elijah Mitchell,KC,12,RB81,,,,,,219
289,Denzel Mims,,,WR88,,,,260,,261.5
290,Ka'imi Fairbairn,HOU,10,K26,,,221,,,281.5
291,Tyler Kroft,,,TE37,,,,284,,265
292,Sam Ficken,,,K27,,,,,,229
293,Byron Pringle,,,WR89,,,,244,,267
294,Jake Elliott,PHI,14,K28,,,232,,,286
295,Jacksonville Jaguars,DST,7,DST26,,,287,250,,291
296,DeSean Jackson,,,WR90,,,267,300,,280.3
297,Anthony McFarland Jr.,,,RB82,,,,,,236
298,Andy Dalton,CAR,13,QB35,,,,,,238
299,Joshua Kelley,,,RB83,,,,243,,270.5
300,Dan Arnold,,,TE38,,,,289,,270.5
301,Larry Rountree,III,,RB84,,,,247,,271
302,Jake Funk,,,RB85,,,,,,240
303,Xavier Jones,,,RB86,,240,,,,347
304,Las Vegas Raiders,DST,8,DST27,,,243,,,243
305,Royce Freeman,,,RB87,,,,,,244
306,Detrez Newsome,,,RB88,,248,,,,248
307,Stephen Gostkowski,,,K29,,,249,,,249
308,Paul McRoberts,,,WR91,,250,,,,250
309,Jonathan Brown,,,K30,,251,,,,251
310,Jaret Patterson,LAC,7,RB89,,,,268,,277
311,Nick Folk,,,K31,,,252,,,295
312,Nick Tiano,,,QB36,,253,,,,253
313,Joey Slye,TEN,13,K32,,,253,,,300
314,Demarcus Robinson,SF,6,WR92,,,288,,,278.5
315,La'Mical Perine,,,RB90,,,,,,255
316,Kent Taylor,,,TE39,,256,,,,256
317,Anthony Miller,BAL,8,WR93,,,,276,,279.5
318,Stevan Ridley,,,RB91,,257,,,,257
319,Breshad Perriman,,,WR94,,,,,,257
320,KJ Hamler,BUF,7,WR95,,,285,275,,288.7
321,Austin MacGinnis,,,K33,,,,,,259
322,Juwan Green,,,WR96,,259,,,,259
323,Justice Hill,BAL,8,RB92,,,,,,260
324,Van Jefferson,TEN,13,WR97,,261,,,,294
325,Donald Parham Jr.,PIT,7,TE40,,,,261,,312.5
326,Taywan Taylor,,,WR98,,262,,,,262
327,Samaje Perine,CIN,10,RB93,,,,265,,282.5
328,Tyler Davis,,,WR99,,263,,,,263
329,David Njoku,CLE,13,TE41,,,265,,,324
330,Josh Hammond,,,WR100,,266,,,,266
331,Austin Traylor,,,TE42,,267,,,,267
332,Brian Hill,,,RB94,,,,,,267
333,Larry Fitzgerald,,,WR101,,,268,,,268
334,Jarvion Franklin,,,RB95,,268,,,,268
335,Manasseh Bailey,,,WR102,,269,,,,269
336,Chris Herndon,IV,,TE43,,,,269,,292
337,Alex Collins,,,RB96,,,,270,,270
338,Quinton Flowers,,,QB37,,270,,,,270
339,Darius Slayton,NYG,10,WR103,,,,302,,286.5
340,Darrin Hall,,,RB97,,271,,,,271
341,Mekhi Sargent,,,RB98,,,,271,,271
342,Josh Adams,,,RB99,,272,,,,272
343,Pooka Williams Jr.,,,RB100,,,,,,272
344,Kyle Juszczyk,SF,6,RB101,,,272,,,353.5
345,Qadree Ollison,,,RB102,,,,,,273
346,Phillip Andersen,,,K34,,273,,,,273
347,Jamal Robinson,,,WR104,,274,,,,274
348,Mike White,BUF,7,QB38,,275,,,,275
349,Jeremy Kerley,,,WR105,,276,,,,276
350,Tyrod Taylor,NYJ,6,QB39,,,,294,,289.5
351,Dalton Crossan,,,RB103,,277,,,,277
352,Keke Coutee,,,WR106,,,,,,277
353,JaMycal Hasty,,,RB104,,,,277,,277
354,Ralph Webb,,,RB105,,278,,,,278
355,Mike Boone,,,RB106,,,,,,278
356,Taylor Russolino,,,K35,,279,,,,279
357,Quez Watkins,ARI,12,WR107,,,,301,,291
358,Detroit Lions,DST,9,DST28,,,279,,,321
359,Brandon Wilds,,,RB107,,280,,,,280
360,Chris Evans,,,RB108,,,,280,,297
361,Daniel Crawford,,,TE44,,281,,,,281
362,Tyler Conklin,LAC,7,TE45,,,,281,,339.5
363,Josh Reynolds,NYJ,6,WR108,,,,282,,302.5
364,Atlanta Falcons,DST,6,DST29,,,282,,,314
365,Randy Bullock,,,K36,,,283,,,326.5
366,Dyami Brown,JAC,7,WR109,,,,288,,304
367,Scotty Miller,PIT,7,WR110,,,298,,,296
368,Adrian Peterson ,,,RB109,,,289,,,349.5
369,Cincinnati Bengals,DST,10,DST30,,,290,,,290
370,C.J. Uzomah,,,TE46,,,,290,,308
371,Mo Alie-Cox,IND,14,TE47,,,,,,291
372,Kendrick Bourne,NE,14,WR111,,,,291,,320.5
373,Houston Texans,DST,10,DST31,,,291,,,326
374,Trace McSorley,,,QB40,,,292,,,292
375,New York Jets,DST,6,DST32,,,294,,,316.5
376,Drew Lock,SEA,9,QB41,,,,,,296
377,Rashard Higgins,,,WR112,,,296,,,313.5
378,Jalen Richard,,,RB110,,,,,,297
379,Eno Benjamin,,,RB111,,,,,,299
380,Cody Parkey,,,K37,,,299,,,316
381,Jack Doyle,,,TE48,,,,299,,344.5
382,Travis Fulgham,,,WR113,,,,,,302
383,Olamide Zaccheaus,CHI,10,WR114,,,,,,307
384,Quintez Cephus,LAR,11,WR115,,,,,,308
385,Adam Humphries,,,WR116,,,,,,309
386,Dee Eskridge,MIA,14,WR117,,,,,,311
387,Ke'Shawn Vaughn,,,RB112,,,,,,313
388,Tim Patrick,DET,9,WR118,,,,,,317
389,Kalen Ballage,,,RB113,,,,,,318
390,Chris Conley,,,WR119,,,,,,319
391,De'Angelo Henderson Sr.,,,RB114,,,,,,322
392,Deonte Harty,,,WR120,,,,,,325
393,David Moore,CAR,13,WR121,,,,,,329
394,Kerryon Johnson,,,RB115,,,,,,334
395,D'Onta Foreman,,,RB116,,,,,,335
396,Ito Smith,,,RB117,,,,,,337
397,Zach Pascal,NYG,10,WR122,,,,,,341
398,Ameer Abdullah,,,RB118,,,,,,343
399,Devin Funchess,,,WR123,,,,,,349
400,Keelan Cole Sr.,,,WR124,,,,,,351
401,Marquise Goodwin,,,WR125,,,,,,352
402,Jonathan Williams,,,RB119,,,,,,353
403,Terry Godwin,,,WR126,,,,,,354
404,Stephen Anderson,,,TE49,,,,,,355
405,Case Cookus,,,QB42,,,,,,358
406,Marcus Mariota,WAS,9,QB43,,,,,,359
407,Matt Breida,,,RB120,,,,,,360
408,Tylan Wallace,BAL,8,WR127,,,,,,362
409,Antonio Gandy-Golden,,,WR128,,,,,,365
410,James Washington,,,WR129,,,,,,366
411,N'Keal Harry,,,WR130,,,,,,368
412,Tucker McCann,,,K38,,,,,,369
413,Tutu Atwell,LAR,11,WR131,,,,,,371
414,Preston Williams,,,WR132,,,,,,372
415,Jalen Guyton,,,WR133,,,,,,373
416,Mohamed Sanu Sr.,,,WR134,,,,,,374
417,Cam Sims,,,WR135,,,,,,375
418,Shi Smith,,,WR136,,,,,,376
419,Damiere Byrd,,,WR137,,,,,,377
420,Mitchell Trubisky,BUF,7,QB44,,,,,,378
421,Albert Wilson,,,WR138,,,,,,379
422,Sam Ehlinger,DEN,11,QB45,,,,,,380
423,Anthony Schwartz,,,WR139,,,,,,381
424,Antonio Williams,,,RB121,,,,,,384
425,Tyler Johnson,NYJ,6,WR140,,,,,,385
426,Antonio Callaway,,,WR141,,,,,,386
427,Dez Fitzpatrick,LAC,7,WR142,,,,,,387
428,Jordan Love,GB,13,QB46,,,,,,388
429,Foster Moreau,NO,6,TE50,,,,,,389
430,Ty Montgomery,II,,RB122,,,,,,391
431,James O'Shaughnessy,,,TE51,,,,,,392
432,Tyron Billy-Johnson,,,WR143,,,,,,393
433,Matt Ammendola,,,K39,,,,,,394
434,Jacob Eason,,,QB47,,,,,,395
435,Jermar Jefferson,,,RB123,,,,,,396
436,Jaylen Samuels,,,RB124,,,,,,397
437,Colin Kaepernick,,,QB48,,,,,,399
438,Ryan Santoso,,,K40,,,,,,400
439,Johnny Manziel,,,QB49,,,,,,401
440,Albert Okwuegbunam Jr.,IND,14,TE52,,,,,,402
441,Ray Rice,,,RB125,,,,,,403
442,Kylin Hill ,,,RB126,,,,,,404
443,Greg Ward,,,WR144,,,,,,405
444,Easop Winston Jr.,,,WR145,,,,,,406
445,Michael Strachan,WAS,9,WR146,,,,,,407
446,Devin Smith,,,WR147,,,,,,408
447,Riley Ridley,,,WR148,,,,,,409
448,Aldrick Rosas,,,K41,,,,,,411
449,Dazz Newsome,,,WR149,,,,,,412
450,Jody Fortson Jr. ,,,TE53,,,,,,413
451,Dede Westbrook,,,WR150,,,,,,414
452,Tony Romo,,,QB50,,,,,,415
453,Andy Isabella,,,WR151,,,,,,416
454,Zay Jones,ARI,12,WR152,,,,,,417
455,DeeJay Dallas,ARI,12,RB127,,,,,,418
456,Corey Clement,,,RB128,,,,,,419
457,Demetric Felton Jr.,WAS,9,RB129,,,,,,420
458,Will Dissly,LAC,7,TE54,,,,,,421
459,Tom Kennedy,DET,9,WR153,,,,,,422
460,Kylen Granson,PHI,14,TE55,,,,,,423
461,Devin Duvernay,CHI,10,WR154,,,,,,424
462,Noah Gray,KC,12,TE56,,,,,,425
463,Gerrid Doaks,,,RB130,,,,,,426
464,Simi Fehoko,ARI,12,WR155,,,,,,427
465,Damoun Patterson,,,WR156,,,,,,428
466,Charlie Woerner,ATL,6,TE57,,,,,,429
467,Greg Joseph,SF,6,K42,,,,,,430
468,Pharoh Cooper,,,WR157,,,,,,431
469,Kyle Rudolph,,,TE58,,,,,,432
470,Jeremy McNichols,WAS,9,RB131,,,,,,433
471,Brandon Dillon,,,TE59,,,,,,434
472,Chad Beebe,,,WR158,,,,,,436
473,Taylor Heinicke,LAC,7,QB51,,,,,,437
474,Trent Sherfield Sr.,DEN,11,WR159,,,,,,438
475,Davis Mills,HOU,10,QB52,,,,,,439
476,Durham Smythe,CHI,10,TE60,,,,,,440
477,Chad Henne,,,QB53,,,,,,441
478,Eddy Pineiro,,,K43,,,,,,442
