Ovr,Name,Team,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
28.3,Alec Ingold,MIA,0.8,0.2,4.4,0,6.3,,3.4,5.2,0,,,0,3.5,0,0,0.4,0,4.1
0,Khari Blasingame,PHI,0,,,,,0,,,,,,,,0,,0,,
132.2,Travis Etienne Jr.,JAX,13.9,14.8,12.5,7,12,-0.1,,,5,5.3,6.3,,8.8,11,12.5,5.7,8.5,9
0.7,Reggie Gilliam,BUF,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0.3,0.4
0,Grover Stewart,IND,,,,,,,,,,,0,,,,,,,
56,Dare Ogunbowale,HST,1.3,4.3,4.8,15.4,14.7,0.8,0.6,0.4,-0.1,1.1,2.1,0,0,,3.5,0,2.8,4.3
74.9,Raheem Mostert,MIA,3.9,,,,11.8,,5,16,10.8,5.4,-0.2,1.2,5.4,,5.1,6.6,3.9,0
28.7,Jaylen Wright,MIA,,0.4,1.7,3.2,8.6,,3.3,1.8,1.8,0.3,1.6,2.8,0,3.3,0.3,,0,-0.4
0,Evan Hull,IND,,,,,,,0,,,,,,,,,,,
96,Emanuel Wilson,GB,6.8,0.9,16.5,2.7,2.5,8.3,1.1,2.3,9.9,,1.7,4.1,2,0.7,0.9,12.6,8.9,14.1
91.7,Ty Johnson,BUF,0.7,4.2,13.6,6.3,1.5,3.4,7.4,0,2.3,6.2,1.8,,4.7,13.5,17.3,3,3.5,2.3
3.1,Rasheen Ali,BLT,,,,,,,,,,,,,,,3.2,0.2,-0.3,0
29.1,Kendre Miller,NO,,,,,,,5.7,1.6,,,,,,9.2,4.6,5.1,2.9,
299.9,De'Von Achane,MIA,23,29.5,8.8,5.9,2.7,,10.5,26.7,32.1,10.2,20.5,20.6,21,18.9,14.6,31,5.8,18.1
37.1,Jamaal Williams,NO,12.1,3.9,0.9,3.9,0.9,0.7,1.7,0.4,,,,,1.7,3.5,0,0.8,3.4,3.2
0,DeForest Buckner,IND,,,,,,,,,,,0,,,,,,,
201.8,Rico Dowdle,DAL,4.2,9.9,8.6,13.1,19.4,10.5,,,21.7,8.6,5.4,12.8,21.3,15.1,14.9,8.1,11.8,16.4
2,Myles Gaskin,MIN,-0.3,,,,2.3,,,,,,,,,,,,,
0,Dante Miller,NYG,,,,,0,,,,,,,,,,,,,
181.2,Kenneth Walker III,SEA,18.9,,,33.6,14.6,20.9,23.3,8.5,13.7,,13.9,13.3,6.6,,,13.9,,
0,Keilan Robinson,JAX,,,,,,,,,,,,,,0,,,0,0
35.2,Pierre Strong Jr.,CLV,5,1.5,,,0.2,9.8,2.5,1.3,0.8,,0.5,,,2.9,0,2.9,7.8,
155.4,Kareem Hunt,KC,,,,10.5,18.7,,22.3,13.3,18.7,17,6,11.7,3.5,3.9,5.9,15.9,8,
59.5,Ezekiel Elliott,DAL,12.9,5.2,2.2,3.4,1.7,1.7,,10.8,,2.2,5.4,0.6,0.4,1.6,5.1,6.1,0.2,
39.5,Cordarrelle Patterson,PIT,1.3,0.3,7.8,8.2,,,,,,1.4,1,-0.2,8.3,1.1,1.8,8.2,0.2,0.1
96.2,Isaac Guerendo,SF,0,0,1.9,0,2.2,9.9,1.7,19.2,,0,0,,8.6,26.8,11.5,,13.9,0.5
113.6,Tyjae Spears,TEN,7.2,5.1,10.1,11.9,,2.7,,,,8.1,2.8,,0.3,3.3,27.2,21.6,13.3,
299.1,Josh Jacobs,GB,12.4,15.1,5.8,11.8,16.4,12,20.2,25.5,12.8,,23.4,28.6,21.7,24.6,23.6,20.7,12.9,11.6
4.9,Jacob Kibodi,CLV,,,,,,,,,,,,,,,,,,4.9
64.1,Gus Edwards,LAC,3.8,5.9,0.9,1.9,,,,,,5.5,2.7,7.1,4.3,9.6,2.3,20.1,,
351.3,Saquon Barkley,PHI,33.2,15.6,31.6,13.6,,7.4,26.7,12.1,34.9,8.8,33.8,46.2,19.7,12.4,9.4,27,18.9,
204.6,Najee Harris,PIT,8.9,8.4,13.6,10.3,9.7,20.2,16.2,16.1,,11.3,13.3,7.4,24.9,11.3,3.1,4.2,10.1,15.6
34.8,Hassan Haskins,LAC,,1.1,,0,,0.5,0.2,0,,6.4,0.1,0.3,0,0,0,11.9,5,9.3
13.3,Julius Chestnut,TEN,,0,,,,0.2,3.4,3.2,2.2,,,1.5,0,0,,,1.7,1.1
28.8,JaMycal Hasty,NE,,0.2,0.5,1.5,0,3.1,15.7,,0.7,3.4,0.2,3.5,0,,0,,,
54.7,Emari Demercado,ARZ,4.6,4.6,0.7,3.4,1,11.4,1.4,0,16,2.2,,1.4,2.5,5.5,,,,
99.2,Jaleel McLaughlin,DEN,7.8,0.6,8.4,5.6,11.5,4.5,3.5,12.6,5,1.2,1.9,4.4,9.4,,6.4,,9.6,6.8
219.6,David Montgomery,DET,16.3,17,21.2,15,,21,10,10.8,12.6,12.6,24.5,16.3,15.4,19.4,7.5,,,
3.3,Blake Watson,DEN,,,,,0,,,,,,,,,,,3.3,,
3.2,Jase McClellan,ATL,,,,,,,1.7,,,,1.5,,,,,,,
29.3,Michael Burton,DEN,1.3,1.1,0,1.3,1.5,0,0,3.8,-0.1,0,1,2.1,6.1,,0,10.9,0,0.3
131,Tank Bigsby,JAX,7.3,,0.9,9,25.9,2.4,23.8,10.6,2.2,0.4,,,4.5,13.2,4.2,12.1,3.3,11.2
95.2,Cam Akers,MIN,,4.5,9.9,5.3,12.7,-0.1,,,7.3,5.7,11.6,3.5,2.2,3.7,8.4,0.3,11.3,8.9
251.8,James Conner,ARZ,17.3,19.4,3.5,18.3,12,8.6,17.2,14.9,14.9,22.3,,9.9,11.1,22.2,30.8,26.6,2.8,
50.7,Audric Estime,DEN,1.4,,,,,1.3,2.9,0.4,3.5,5.3,5.5,1.5,1.2,,2.8,10.8,4.7,9.4
0.2,British Brooks,HST,,,0.2,0,,,,,,,,,,,,,,
2.2,Jonathan Ward,PIT,,,,,0.9,1.3,,0,,,,,,,,,,
191.8,J.K. Dobbins,LAC,22.9,20.1,8.4,9.2,,18.2,9.6,16.8,24.5,8.5,18.9,8.9,,,,,15.3,10.5
62.6,Kenneth Gainwell,PHI,2.2,0.6,3.2,0.9,,2.3,7.7,1.9,2,4.9,5.9,8.2,0,5.3,9,2.3,1.9,4.3
161.9,Javonte Williams,DEN,3.3,11.5,8.1,10,16.1,6.6,26.1,9.2,10.4,2.7,18.7,2.4,7.4,,4.3,12.3,2,10.8
44.4,Tyler Goodson,IND,,1.2,0,0,8.7,10.5,11.1,0,0,8.9,0,,0,,0.3,2.2,0,1.5
61.8,Jeremy McNichols,WAS,,0,0.1,20.4,10.4,0.9,4.2,-0.1,2,6.7,1.6,2.2,3.2,,1.4,5.8,3,0
278.1,Kyren Williams,LA,14.4,15.2,31.6,20.4,17.5,,19.6,22.6,10.5,13.2,8.6,13.2,18.3,23.7,13.2,19.9,16.2,
163.8,Brian Robinson,WAS,17.9,14.6,10.7,20.3,13.8,,13.1,8.6,,,14.2,3.4,17.9,,11.7,6.1,8.9,2.6
32.7,Kimani Vidal,LAC,,,,,,13.1,2.9,1.6,0.7,,,,2,3.4,4.2,2.4,2.4,0
1.8,Chris Collier,LV,,,,,,,,,0,,,,,,,,0.6,1.2
177.9,Rhamondre Stevenson,NE,21.6,17,2.3,10.2,19.2,,4.5,21.5,22.4,8.7,12.9,1.3,12.4,,9.5,14.3,0.1,
1.9,George Holani,SEA,,,,,,,,,,,,,,0.9,1,,,
68.7,Sean Tucker,TB,0,,0.4,2.7,,34.2,4.8,2.5,2.7,,,8,,4.7,1.7,,5.4,1.6
10.6,Jeff Wilson Jr.,MIA,2.6,3.2,1.4,0,,,,,,,,,0,2.1,,1.2,0.5,-0.4
34.6,D'Onta Foreman,CLV,0,6.1,0.5,1.7,7,6.7,0.5,2.6,,,,,,,,0.1,4.9,4.5
266.7,James Cook,BUF,13.3,28.5,18.7,5.8,17.9,,9.2,28.3,11.9,15.5,19.7,,19,4.9,26.3,27.6,11.3,8.8
240.9,Breece Hall,NYJ,20.3,24.4,18.3,3.8,6.7,21.9,26.1,9.9,10.5,12.3,31.1,,6,,13.1,14,6.3,16.2
85.2,Braelon Allen,NYJ,2.7,19.6,9.8,5.6,3.8,0.8,1.6,9.2,0.9,4.4,0.6,,4.7,12.1,0.5,2,2.6,4.3
83.9,Zack Moss,CIN,14.1,5.7,20.7,17.8,8.2,2.5,7,7.9,,,,,,,,,,
265.3,Alvin Kamara,NO,22,44,15.7,24.9,12.6,17.4,8.4,18.2,27.5,15.9,12.9,,15.9,12.9,17,,,
31.5,Khalil Herbert,CIN,0.4,8.7,0.9,,0,0,,,,0,0,,1.4,2.1,0.4,0,2.3,15.3
0,Adam Prentice,NO,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
6.8,Scott Matlock,LAC,0,0,0,1.7,,0,,1.9,0,0,0,0,1.2,0,0,2,0,0
77.4,Roschon Johnson,CHI,,,10.2,8.6,14.5,5.3,,6.6,4.1,1.1,11.1,8.2,0,,,0.3,0.5,6.9
11.8,Deuce Vaughn,DAL,0.4,2.7,2.3,0,,,,,,,2.7,,,,,,,3.7
104.2,Tyler Allgeier,ATL,2.1,7.5,3.2,10,5.5,17.8,5.5,3.3,7.8,5.9,0.9,,3.2,12.3,4.3,4.1,1.9,8.9
33.3,Zamir White,LV,6.6,6.8,3.4,5,,,3.7,-0.1,7,,0.9,,,,,,,
28.4,Ty Chandler,MIN,7.2,8.2,1.3,2.3,5.9,,0.4,0,,1.8,0,,0.2,,0.4,,0.7,
100.6,Devin Singletary,NYG,9.2,16.5,20.8,4.8,,,3.1,4.3,3.3,5.5,,9,2.3,0.8,13.1,1.2,4,2.7
6.4,J.J. Taylor,HST,,,2.3,1.8,,,,,2.3,0,,,,,,,,
26.1,Jordan Mims,NO,1.1,0,0,,,3.8,,,4.8,2.4,0.3,,,,,8.2,,5.5
183.7,Zach Charbonnet,SEA,12.1,17.9,25.7,10.4,6,4.5,1.9,11.4,5.3,,2.5,2.2,12.1,38.3,13.6,3.3,10.6,5.9
338.4,Derrick Henry,BLT,10.6,16.6,30.4,35.9,16.6,25.2,25.2,14.7,26.3,14.1,12.5,14,14.1,,6.7,20.9,24.5,30.1
127.2,Ameer Abdullah,LV,,2.2,3.3,,14.1,6.8,0,2.1,5.6,,10.7,17.5,7.3,0.8,19.6,19.5,17.7,
1.7,Aaron Shampklin,PIT,,,,0.5,1.4,-0.2,,,,,,,,,,,,
3.3,Terrell Jennings,NE,,,,,,1.3,,,,,,,,,,,,2
42.2,Chris Brooks,GB,,,0.3,,,2.1,0,2.7,7.1,,3.3,3.6,4.9,0.3,2.5,9.5,0,5.9
0,Rodney McLeod,CLV,,,,,,,,,,,,,,,,,,0
127.1,Justice Hill,BLT,11.5,5.2,7.4,21.6,3.5,1.4,13.8,2.9,8.8,1.8,8.1,14.2,6.1,,17.8,3,,
8.1,Sione Vaki,DET,0,2.7,0,,,0.5,,0,,,0.9,0,,,,4,0,
8,Raheem Blackshear,CAR,,,0,,0,,,,0,0,,0,0,,,1.3,2,4.7
0,Leo Chenal,KC,,0,0,,,,,,,,,,,,,,,
1,Ben VanSumeren,PHI,,,,0,,,0,0,1,0,,0,,,,,,
49.8,Christian McCaffrey,SF,,,,,,,,,,16.7,14.6,9.8,8.7,,,,,
4,Dalvin Cook,DAL,,,,,,,,3.2,0.8,,,,,,,,,
0.2,Joshua Kelley,TEN,,,,,,,,,,,,0,,,,,,0.2
240.5,Joe Mixon,HST,26.8,8,,,,27.2,26.4,23.4,16.6,17,35.3,9.5,21.9,,10.6,8.1,5.9,3.8
205.6,Rachaad White,TB,16.6,3.3,8.5,10.4,9.6,,29.1,17.7,12.5,19,,11.7,8.8,24.9,16.1,13,4.4,0
6.8,Keaton Mitchell,BLT,,,,,,,,,,0,0,,,,,,5.8,1
56.9,Isiah Pacheco,KC,15.8,16.1,,,,,,,,,,,5.9,8.1,5.7,3.5,1.8,
27.9,Carson Steele,KC,0.3,2.4,8.4,1.6,1.2,,1.7,2.4,0.9,0.3,1.7,2.3,0,0,0,0,,4.7
59.6,Kyle Juszczyk,SF,6,4.9,1.6,2.2,0,10.6,1.4,1.7,,0,3.2,2.4,-0.1,1.3,0,3.6,7.9,12.9
2.9,Velus Jones Jr.,CAR,2.9,,,,,,,,,,,,,,,,0,
15,DeeJay Dallas,ARZ,,,,,,,,,0.2,1,,,,,1.5,7.1,1.5,3.7
0,Pat Surtain II,DEN,,,,0,0,,,,,,,,,,,,,
11.4,Tyler Badie,DEN,,2.8,7,1.6,,,,,,,,,,,,,,
33.5,Blake Corum,LA,,2.8,,,4.3,,1.1,2.8,-0.1,2.5,3.8,0.5,4.2,3.4,4,1.4,-0.4,3.2
255,Chase Brown,CIN,5.3,3.1,8.9,23.2,14.4,14.4,7.3,11.4,26.7,24.4,19.3,,19,24.3,26.3,13.9,13.1,
1.9,Cody Schrader,LA,,,,,,,,,,,,,,,,,,1.9
20.9,Craig Reynolds,DET,,0,0,0,,2.1,0,0.3,0,,2.1,0.6,,0,,3.3,8.6,3.9
35.9,D'Ernest Johnson,JAX,,2.6,1.2,0,3,6.4,10,3.3,0.6,0,0.3,,,,,1.8,3.1,3.6
29.8,Patrick Taylor,SF,,,,,,3.8,,0.9,,,,,,8.5,0,3.5,0,13.1
27.2,Sincere McCormick,LV,,,,,,,,,,,,3.3,8.5,10.9,4.5,,,
186.3,Tyrone Tracy,NYG,1.7,0.2,6,3.1,14,22.7,6.2,23,7.9,17.4,,11,14.5,19.3,4.5,16.9,9.3,8.6
