Ovr,Name,Team,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
2.7,Hendon Hooker,DET,,,,,,0.7,,0.2,,,1.8,,,,,,,
83.7,Deshaun Watson,CLV,12.7,15.4,18.4,13.2,10.4,8.4,5.1,,,,,,,,,,,
9,Bailey Zappe,CLV,,,,,,,,,,,,,,,,,,9
102.1,Mac Jones,JAX,,,0.9,,,0.2,,,,9.2,5.2,,18,7.1,20.7,13.9,17.2,9.7
328,Sam Darnold,MIN,15.6,20.9,23.2,23.5,7.3,,17.3,18.2,23,9.4,25.6,21.1,19.6,34.6,12.2,22.9,25.8,7.6
23.8,Dorian Thompson-Robinson,CLV,,,,,,,5.7,,,,0,0,,,1.3,9.2,6.8,0.8
118.6,Cooper Rush,DAL,-0.1,0.2,,,,1,,,9,2,17.4,18,11.8,14.8,21.1,15.3,8.1,
4.7,Carson Wentz,KC,,,,,,,0,,,,,,,,0.8,,,3.9
0.2,Sam Howell,SEA,,,,,,,0,,,,,,,,0.2,,,
34.8,Joshua Dobbs,SF,,,,,,,,,,,,,,,,,8.1,26.7
15.3,Mitch Trubisky,BUF,,-0.2,0,0.1,0,,,-0.3,,-0.1,,,-0.1,,,,6.7,9.2
314.2,Kyler Murray,ARZ,16.2,28.5,15.8,10,25.1,14,21.2,22.2,6.8,28.7,,11.3,17.2,18,10.1,23.4,18,27.9
9.6,Davis Mills,HST,,,3.2,,,0,,,,,,,,,,,0.2,6.2
292.8,Patrick Mahomes,KC,14.9,14.9,17.4,14,14.4,,14.1,19.2,24.5,16.5,17.8,28.8,16.6,14.1,15.8,23.7,26,
20.9,Jimmy Garoppolo,LA,,,,,,,,,,,,,,,,,,20.9
27.9,Desmond Ridder,LV,,,,,,,,,7.2,,,2.9,,4.3,13.1,,,0.4
104.8,Mason Rudolph,TEN,,,,3.4,,,12.9,21.5,18.5,,,,,,16.8,15.4,13,3.3
208,Bryce Young,CAR,11.6,3,,,3.1,,-0.2,15.6,10.7,12,,16.5,23.6,13.5,18,27.1,16.9,36.4
148.7,Trevor Lawrence,JAX,11.3,13.3,10.4,15.3,22.2,18.1,13,26.3,17.6,,,,1.2,,,,,
14.2,Jake Haener,NO,0,-0.3,,,1.8,,5.5,5.9,,,-0.2,,,-0.1,1.7,,,
326.8,Jared Goff,DET,12.4,10.8,15.6,19.5,,25.1,18.8,15.5,9.6,12.8,34.6,10.8,16.9,23,41.1,25.3,23.8,11.2
238.9,Jordan Love,GB,17.4,,,29.2,17,26.6,18.8,6.7,9.9,,21.2,14.7,19,14.5,17.6,11.5,12,2.8
0.5,Jarrett Stidham,DEN,,,,,,,-0.2,,,,0,,,,,,,0.7
358.8,Jayden Daniels,WAS,28.2,13.4,28.1,23,20.7,21,5.2,22.2,19.9,8.6,12.4,30.4,28.6,,23.6,36.4,32.8,4.2
281,Geno Smith,SEA,18.8,17.9,13.4,22.6,22.6,14.5,17.8,9.1,25.1,,16.7,13.4,12.4,13.3,5.5,23.4,8.3,26.3
139.1,Jameis Winston,CLV,,0.4,0.1,,0.3,0,6.7,25.6,13.1,,24.6,14.5,34,17.3,2.6,,,
13.5,Tommy DeVito,NYG,,,,,,,,,,,,10.8,,0,2.7,,,
185.8,Russell Wilson,PIT,,,,,,,24.9,15.8,,19.1,7.3,15.8,27.9,16,10.4,18.4,18.7,11.5
-0.2,Kyle Trask,TB,-0.2,,,,,,,,,,,,0.2,,0,,-0.2,
-0.1,Clayton Tune,ARZ,,-0.6,,,,,0.2,,0,-0.1,,,,,0.2,,,0.2
146.3,Daniel Jones,NYG,6.9,18.3,19.4,10.5,22.1,12.8,6,9.7,26.4,14.2,,,,,,,,
7.9,Skylar Thompson,MIA,,3.6,4.3,,,,,,,,,0,,,,,,
188.6,Tua Tagovailoa,MIA,18.6,8.5,,,,,,14.7,17.5,11.2,23.5,28.5,23.2,21.5,8.8,12.5,,
0.8,Kyle Allen,PIT,,,,,0.8,,,,,,,,,,,,,
267.6,Aaron Rodgers,NYJ,9.6,15.1,21,11.6,14.8,18.8,13,17.3,20.3,6,16.1,,15,17.6,28.1,14.8,2.5,26
-0.2,Jake Browning,CIN,,,,,,,,0,-0.1,,,,,,,-0.1,,
0.8,Josh Johnson,BLT,,,,0,,,0,,0.2,,,,,,-0.1,,0.6,0
391.8,Joe Burrow,CIN,8.1,19.2,25.4,17.3,34.8,19.8,14.9,13.9,30.1,33.7,29,,24.3,25.6,20.8,24,37,14
226.6,Matthew Stafford,LA,15.7,8.6,12.8,7.9,13.4,,5,25.8,18.9,10.7,27.8,19.2,15.6,20.8,8.2,7,9.2,
0.5,Chris Oladokun,KC,,,,,,,,,,,,,,,,,,0.5
87.1,Drew Lock,NYG,,,,,,,1.5,,,,,0.1,17.8,14,,10.5,34.4,8.8
284.9,Brock Purdy,SF,10.3,17,27.8,15.6,15.1,24.1,20.2,26,,23.8,19.4,,4.2,22.1,5,22.1,32.3,
383.8,Baker Mayfield,TB,29.7,19.8,9.5,28.9,23.4,28.9,27,24.3,18,8.9,,20.7,12.2,23,29,23.3,34.6,22.6
10.4,Brandon Allen,SF,-0.1,,,,,,,,,,,11.5,,-1,,,,
53.8,Malik Willis,GB,0,13,25.4,,,,,8.5,,,,0,,,,1.2,,5.7
114,Joe Flacco,IND,,,,15,28.6,14.7,,0,6.1,15.9,,,,,,,19.3,14.6
47.1,Michael Penix Jr.,ATL,,,,,,,0.6,,,,1,,,,,7.4,12.2,26
196.1,Kirk Cousins,ATL,8.2,17.5,12.1,8.5,35.4,12.5,11.2,28.4,19.8,11.2,5.9,,6.1,11.8,7.5,,,
286.4,Justin Herbert,LAC,10.4,14,9,11.2,,13.7,14.8,24.1,19.5,19.8,26.4,17.6,6,13.7,14.8,21.2,24.4,26
0,Jeff Driskel,WAS,,0,,,,,,,,,,,,,,,,
240.4,C.J. Stroud,HST,18.7,14.3,11.8,23.5,18.9,19.4,5.3,14.4,13.5,11.8,11.9,17.7,14.4,,13.6,18.1,7.1,6
18.1,Tyrod Taylor,NYJ,6.1,,,,,,,,,,,,,,,,11.9,
153.9,Derek Carr,NO,21.3,22.8,9,9.1,13.6,,,,13.4,20.5,18.7,,12.6,13,,,,
14.9,Tim Boyle,NYG,,,3.8,,,,3.4,,,,,,,,7.8,,,
1.1,Mike White,BUF,,,,,,,,,,,,,,,,,,1.1
3.1,Taylor Heinicke,LAC,,,1,,,,,,,,,,,1.2,0.2,,0.8,
