Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,AVG
44,Calvin Ridley,TEN,4,WR17,40,,,49,,43
45,Robert Woods,PIT,4,WR18,45,,,51,,46
46,Courtland Sutton,DEN,5,WR19,39,,,48,,46.5
47,Keenan Allen,,,WR20,52,,,54,,50.5
48,Tyler Lockett,TEN,4,WR21,42,,,64,,51
49,DK Metcalf,PIT,4,WR22,54,,,47,,51.3
50,Devin Singletary,NYG,11,RB22,66,,,41,,53.8
51,Dak Prescott,DAL,10,QB3,49,,,55,,53.8
52,DJ Chark Jr.,,,WR23,60,,,57,,54.3
53,Raheem Mostert,LV,6,RB23,65,,,39,,54.8
54,Cam Akers,,,RB24,56,,,44,,54.8
55,Mark Ingram,II,,RB25,64,,,52,,55
56,Terry McLaurin,WAS,8,WR24,57,,,60,,56.8
57,T.Y. Hilton,,,WR25,55,,,63,,57
58,Darren Waller,,,TE5,53,,,61,,57.3
59,Kareem Hunt,KC,10,RB26,58,,,53,,58
60,Kyler Murray,ARI,8,QB4,50,,,59,,58.5
61,Deshaun Watson,CLE,9,QB5,35,,,67,,59
62,Leonard Fournette,,,RB27,68,,,50,,59.3
63,Russell Wilson,NYG,11,QB6,47,,,65,,59.5
64,DeVante Parker,,,WR26,71,,,62,,62.3
65,Stefon Diggs,NE,5,WR27,63,,,69,,63
66,David Montgomery,DET,5,RB28,73,,,58,,63.8
67,D'Andre Swift,CHI,11,RB29,69,,,66,,65.8
68,Marquise Brown,KC,10,WR28,75,,,68,,69.8
69,A.J. Green,,,WR29,70,,,79,,70
70,Jarvis Landry,,,WR30,59,,,80,,73
71,Evan Engram,DEN,5,TE6,62,,,77,,73.5
72,Tyler Boyd,,,WR31,78,,,70,,73.8
73,Michael Gallup,WAS,8,WR32,72,,,78,,74.8
74,William Fuller V ,,,WR33,80,,,72,,75.5
75,Julian Edelman,,,WR34,79,,,75,,76
76,Rob Gronkowski,,,TE7,67,,,81,,78.8
77,James White,,,RB30,101,,,71,,80.8
78,Tom Brady,,,QB7,61,,,82,,81.5
79,Tyler Higbee,LAR,9,TE8,74,,,89,,83.5
80,Drew Brees,,,QB8,76,,,97,,83.8
81,Matt Ryan,,,QB9,82,,,87,,84.8
82,Deebo Samuel Sr.,WAS,8,WR35,85,,,93,,85.3
83,J.K. Dobbins,,,RB31,99,,,73,,85.8
84,Hunter Henry,NE,5,TE9,91,,,86,,86.5
85,Tarik Cohen ,,,RB32,87,,,76,,86.5
86,Brandin Cooks,NO,6,WR36,92,,,91,,87.5
87,Ronald Jones,II,,RB33,97,,,94,,88.5
88,Phillip Lindsay,,,RB34,94,,,85,,88.8
89,Marvin Jones Jr.,,,WR37,88,,,90,,90
90,Jordan Howard,,,RB35,103,,,74,,91.3
91,Josh Allen,BUF,11,QB10,98,,,99,,93.8
92,Aaron Rodgers,,,QB11,93,,,109,,97.5
93,Marlon Mack ,,,RB36,130,,,83,,99.3
94,Kerryon Johnson,,,RB37,96,,,108,,99.8
95,Matt Breida,,,RB38,114,,,100,,100.5
96,Diontae Johnson,CLE,9,WR38,102,,,92,,100.5
97,Antonio Gibson,NE,5,RB39,77,,,56,,101
98,Christian Kirk,HOU,8,WR39,112,,,95,,102.5
99,Zack Moss,CIN,9,RB40,109,,,84,,103.5
100,CeeDee Lamb,DAL,10,WR40,113,,,101,,104.5
101,Jamison Crowder,,,WR41,110,,,111,,104.8
102,Carson Wentz,,,QB12,104,,,105,,105.3
103,Jared Cook,,,TE10,86,,,123,,105.5
104,Sterling Shepard,TB,13,WR42,95,,,117,,105.5
105,Hayden Hurst,,,TE11,115,,,96,,106.3
106,Emmanuel Sanders,,,WR43,116,,,104,,106.5
107,San Francisco 49ers,DST,11,DST1,83,,,112,,107.5
108,Latavius Murray,,,RB41,131,,,88,,107.5
109,Matthew Stafford,LAR,9,QB13,117,,,107,,110.5
110,Sony Michel,,,RB42,148,,,98,,112.3
111,Tevin Coleman,,,RB43,127,,,106,,113.5
112,Jerry Jeudy,CLE,9,WR44,118,,,118,,114.8
113,Darius Slayton,NYG,11,WR45,129,,,113,,115
114,Noah Fant,SEA,6,TE12,108,,,115,,115
115,Pittsburgh Steelers,DST,4,DST2,81,,,122,,115.3
116,Henry Ruggs,III,,WR46,111,,,119,,116.5
117,John Brown,,,WR47,126,,,102,,117
118,Alexander Mattison,MIA,7,RB44,135,,,121,,121.8
119,Austin Hooper,NE,5,TE13,136,,,124,,122
120,Baltimore Ravens,DST,7,DST3,100,,,125,,123.8
121,Justin Jefferson,MIN,7,WR48,145,,,114,,125
122,Preston Williams,,,WR49,121,,,132,,128.3
123,Buffalo Bills,DST,11,DST4,84,,,139,,128.5
124,Darrell Henderson Jr.,,,RB45,124,,,150,,128.8
125,Daniel Jones,IND,7,QB14,141,,,127,,131.3
126,Duke Johnson Jr.,,,RB46,138,,,128,,131.5
127,Mecole Hardman Jr.,GB,5,WR50,139,,,134,,133
128,Ben Roethlisberger,,,QB15,142,,,130,,133.8
129,Justin Tucker,,,K1,90,,,135,,134
130,T.J. Hockenson,MIN,7,TE14,125,,,137,,134.8
131,Boston Scott,,,RB47,169,,,116,,135
132,Harrison Butker,KC,10,K2,89,,,141,,135.8
133,Tony Pollard,TEN,4,RB48,154,,,131,,136.5
134,Golden Tate,,,WR51,122,,,156,,137.3
135,Robbie Chosen,,,WR52,128,,,129,,138.8
136,Anthony Miller,BAL,7,WR53,162,,,146,,139.3
137,Mike Gesicki,CIN,9,TE15,143,,,140,,139.3
138,Chase Edmonds,,,RB49,164,,,126,,139.8
139,DeSean Jackson,,,WR54,137,,,147,,141.5
140,New England Patriots,DST,5,DST5,107,,,149,,142
141,Jared Goff,DET,5,QB16,153,,,136,,143.5
142,Chicago Bears,DST,11,DST6,123,,,155,,146.3
143,Baker Mayfield,TB,13,QB17,165,,,145,,148.3
144,Wil Lutz,DEN,5,K3,105,,,152,,149
145,Nyheim Hines,,,RB50,170,,,142,,149.5
146,Joe Burrow,CIN,9,QB18,146,,,166,,149.5
147,Mike Williams,LAC,6,WR55,149,,,164,,149.8
148,Sammy Watkins,,,WR56,156,,,177,,153.5
149,Ryquell Armstead ,,,RB51,202,,,103,,156.8
150,Ryan Tannehill,,,QB19,163,,,165,,157.5
151,Cam Newton,,,QB20,106,,,133,,159.5
152,Minnesota Vikings,DST,7,DST7,133,,,168,,160
153,Jonnu Smith,MIA,7,TE16,185,,,154,,160.3
154,Jalen Reagor,LAC,6,WR57,198,,,172,,160.5
155,Greg Zuerlein,,,K4,132,,,160,,161.5
156,Jack Doyle,,,TE17,166,,,161,,161.5
157,Chris Herndon,IV,,TE18,159,,,153,,161.8
158,N'Keal Harry,,,WR58,147,,,187,,163.3
159,Jimmy Garoppolo,LAR,9,QB21,152,,,169,,163.5
160,Allen Lazard,NYJ,10,WR59,183,,,163,,165.3
161,Blake Jarwin ,,,TE19,184,,,158,,165.5
162,Breshad Perriman,,,WR60,151,,,193,,166.8
163,Brandon Aiyuk,SF,11,WR61,192,,,148,,167.5
164,Michael Pittman Jr.,IND,7,WR62,205,,,157,,168
165,Justin Jackson,,,RB52,188,,,159,,168.3
166,Adrian Peterson,,,RB53,194,,,199,,168.5
167,A.J. Dillon,PHI,9,RB54,217,,,173,,169.5
168,Damien Harris,,,RB55,181,,,151,,170.8
169,New Orleans Saints,DST,6,DST8,144,,,167,,172.8
170,Robbie Gould,,,K5,134,,,174,,174
171,Chris Thompson,,,RB56,155,,,110,,174.5
172,Darrel Williams,,,RB57,207,,,144,,174.5
173,Philip Rivers,,,QB22,190,,,191,,177.3
174,Parris Campbell,DAL,10,WR63,174,,,178,,177.8
175,Gardner Minshew II,KC,10,QB23,187,,,183,,181
176,Drew Lock,SEA,6,QB24,180,,,184,,181.8
177,Larry Fitzgerald,,,WR64,161,,,211,,182.8
178,Kansas City Chiefs,DST,10,DST9,176,,,179,,183.8
179,Zane Gonzalez,,,K6,158,,,170,,185.3
180,Los Angeles Chargers,DST,6,DST10,179,,,190,,187.5
181,Los Angeles Rams,DST,9,DST11,197,,,175,,189.5
182,Matt Prater,,,K7,120,,,221,,189.8
183,Indianapolis Colts,DST,7,DST12,119,,,200,,194
184,Tampa Bay Buccaneers,DST,13,DST13,160,,,213,,202.5
185,Younghoe Koo,ATL,10,K8,175,,,182,,204.5
186,Jake Elliott,PHI,9,K9,168,,,217,,206.3
187,Eric Ebron,,,TE20,167,,,120,,146
188,Matt Gay,WAS,8,K10,195,,,242,,208
189,Dallas Goedert,PHI,9,TE21,178,,,138,,149
190,Philadelphia Eagles,DST,9,DST14,199,,,215,,210
191,Seattle Seahawks,DST,6,DST15,172,,,249,,210.8
192,Benny Snell Jr.,,,RB58,219,,,201,,213
193,Chris Boswell,PIT,4,K11,140,,,238,,214.5
194,Curtis Samuel,BUF,11,WR65,157,,,162,,158.3
195,Dan Bailey,,,K12,209,,,195,,216.8
196,Ke'Shawn Vaughn,,,RB59,,,,226,,162.3
197,Jerick McKinnon,,,RB60,224,,,196,,220.3
198,Ka'imi Fairbairn,HOU,8,K13,213,,,234,,220.8
199,Kirk Cousins,ATL,10,QB25,173,,,180,,166.7
200,Alshon Jeffery,,,WR66,196,,,186,,167
201,Bryan Edwards,,,WR67,379,,,194,,239.8
202,Teddy Bridgewater,,,QB26,191,,,204,,191.3
203,Joshua Kelley,,,RB61,,,,185,,193.7
204,Ryan Succop,,,K14,212,,,206,,243.3
205,Denver Broncos,DST,5,DST16,150,,,220,,197
206,Bryce Love,,,RB62,,,,143,,199.7
207,Randall Cobb,,,WR68,186,,,208,,202.7
208,Greg Olsen,,,TE22,200,,,209,,202.7
209,Derek Carr,,,QB27,204,,,198,,203.3
210,Irv Smith Jr.,HOU,8,TE23,211,,,218,,206.3
211,Carlos Hyde,,,RB63,,,,188,,209
212,.J. Howard,O,,TE24,214,,,203,,209
213,Cole Beasley,,,WR69,220,,,205,,211.3
214,Kyle Rudolph,,,TE25,193,,,236,,212
215,LeSean McCoy,,,RB64,221,,,241,,214
216,Tennessee Titans,DST,4,DST17,182,,,223,,214.3
217,Devonta Freeman,,,RB65,229,,,192,,214.3
218,Sam Darnold,SEA,6,QB28,241,,,244,,218.3
219,Dallas Cowboys,DST,10,DST18,171,,,229,,218.7
220,Mason Crosby,,,K15,189,,,231,,223.3
221,Antonio Brown,,,WR70,243,,,266,,224.3
222,Jason Myers,SEA,6,K16,230,,,210,,239.7
223,Brandon McManus,GB,5,K17,216,,,246,,240.7
224,Jimmy Graham,,,TE26,203,,,262,,241
225,Hunter Renfrow,CAR,13,WR71,,,,181,,168
226,Washington Commanders,DST,8,DST19,226,,,273,,243.7
227,James Robinson,,,RB66,215,,,171,,245.7
228,Jamaal Williams,,,RB67,,,,176,,174
229,Stephen Gostkowski,,,K18,208,,,237,,247.7
230,Will Dissly,LAC,6,TE27,231,,,250,,247.7
231,Green Bay Packers,DST,5,DST20,218,,,280,,250.3
232,Devine Ozigbo,,,RB68,206,,,202,,250.7
233,Denzel Mims,,,WR72,,,,189,,181
234,Tua Tagovailoa,MIA,7,QB29,201,,,268,,254.3
235,Ian Thomas,LV,6,TE28,,,,222,,191.5
236,Dwayne Haskins,,,QB30,236,,,275,,261.3
237,Josh Lambo ,,,K19,223,,,257,,261.7
238,Tee Higgins,CIN,9,WR73,,,,214,,201.5
239,Rodrigo Blankenship,,,K20,177,,,245,,266
240,Darrynton Evans,BUF,11,RB69,,,,212,,204
241,Tyler Eifert,,,TE29,232,,,263,,268
242,James Washington,,,WR74,,,,230,,211.5
243,Dede Westbrook ,,,WR75,,,,259,,212
244,Corey Davis,,,WR76,,,,243,,213
245,Devin Asiasi,,,TE30,292,,,271,,272.7
246,Houston Texans,DST,8,DST21,234,,,286,,273
247,Jace Sternberger,,,TE31,298,,,270,,273
248,Rashaad Penny,,,RB70,,,,255,,218
249,Jalen Richard,,,RB71,,,,197,,221.5
250,Laviska Shenault Jr.,BUF,11,WR77,,,,219,,221.5
251,Mitchell Trubisky,BUF,11,QB31,235,,,281,,278.3
252,Brian Hill,,,RB72,,,,216,,222.5
253,Cole Kmet,CHI,11,TE32,237,,,288,,281
254,Anthony McFarland Jr.,,,RB73,,,,235,,226.5
255,Malcolm Brown,,,RB74,,,,239,,229
256,Atlanta Falcons,DST,10,DST22,244,,,,,229.5
257,Kenny Stills,,,WR78,,,,256,,230.5
258,Giovani Bernard,,,RB75,,,,265,,234.5
259,Chase Claypool,,,WR79,,,,227,,235.5
260,Jacksonville Jaguars,DST,8,DST23,262,,,279,,288
261,Dion Lewis,,,RB76,,,,232,,238.5
262,Ito Smith,,,RB77,,,,207,,239
263,Austin Seibert,,,K21,222,,,,,241.5
264,Jaylen Samuels,,,RB78,,,,240,,243.5
265,Dawson Knox,BUF,11,TE33,,,,261,,244.5
266,Jalen Hurts,PHI,9,QB32,265,,,,,245.5
267,Tyrod Taylor,NYJ,10,QB33,,,,254,,247.5
268,Lynn Bowden Jr.,,,WR80,,,,282,,251
269,David Njoku,CLE,9,TE34,252,,,,,253
270,Ryan Fitzpatrick,,,QB34,,,,272,,253.5
271,Royce Freeman,,,RB79,,,,278,,255.5
272,Peyton Barber,,,RB80,,,,225,,259
273,Rex Burkhead ,,,RB81,,,,233,,259.5
274,Detroit Lions,DST,5,DST24,,,,284,,260
275,Joey Slye,TEN,4,K22,,,,253,,262.5
276,New York Jets,DST,10,DST25,,,,292,,263
277,C.J. Uzomah ,,,TE35,,,,289,,263
278,Frank Gore,,,RB82,,,,251,,264
279,Cleveland Browns,DST,9,DST26,429,,,267,,319.7
280,Vance McDonald,,,TE36,253,,,,,267
281,Tre'Quan Smith,,,WR81,,,,269,,268.5
282,Stephen Hauschka,,,K23,255,,,,,272.5
283,Steven Sims Jr.,SEA,6,WR82,,,,248,,274
284,Gerald Everett,,,TE37,,,,283,,276.5
285,Tyler Bass,BUF,11,K24,333,,,252,,315
286,Josh Gordon,,,WR83,356,,,,,278.5
287,Dustin Hopkins,CLE,9,K25,228,,,,,278.5
288,La'Mical Perine,,,RB83,,,,264,,280
289,Michael Badgley,,,K26,322,,,,,282
290,Jason Sanders,MIA,7,K27,263,,,,,282
291,Nelson Agholor,,,WR84,,,,276,,285.5
292,Kendrick Bourne,NE,5,WR85,419,,,260,,330
293,John Ross,,,WR86,,,,,,182
294,J.D. McKissic,,,RB84,,,,224,,287
295,Jameis Winston,NYG,11,QB35,233,,,,,287.5
296,Marquez Valdes-Scantling,SEA,6,WR87,,,,258,,287.5
297,Auden Tate ,,,WR88,,,,287,,288
298,Darwin Thompson,,,RB85,,,,290,,291
299,Lamar Miller,,,RB86,,,,,,195
300,Taysom Hill,NO,6,TE38,210,,,,,294
301,Daniel Carlson,LV,6,K28,254,,,,,294.5
302,Arizona Cardinals,DST,8,DST27,247,,,,,296
303,Cameron Brate,,,TE39,281,,,,,296.5
304,Russell Gage Jr.,SF,11,WR89,,,,285,,296.5
305,Carolina Panthers,DST,13,DST28,227,,,,,297.5
306,Scotty Miller,PIT,4,WR90,,,,247,,297.5
307,Justice Hill,BAL,7,RB87,,,,,,206
308,Mike Davis,,,RB88,,,,228,,299
309,Eddy Pineiro,,,K29,266,,,,,299
310,Sam Ficken,,,K30,277,,,,,299.5
311,Cincinnati Bengals,DST,9,DST29,,,,,,211
312,Jason Witten,,,TE40,238,,,,,301
313,New York Giants,DST,11,DST30,240,,,,,301
314,Devin Duvernay,CHI,11,WR91,,,,,,213
315,Van Jefferson,TEN,4,WR92,,,,274,,302
316,Willie Snead,IV,,WR93,,,,,,217
317,Jordan Reed,,,TE41,261,,,,,304
318,Darren Fells,,,TE42,,,,291,,305.5
319,Mohamed Sanu Sr.,,,WR94,,,,,,223
320,Colin Kaepernick,,,QB36,225,,,,,225
321,J.J. Arcega-Whiteside,,,WR95,,,,293,,308.5
322,Dan Arnold,,,TE43,,,,277,,310
323,Jacob Hollister,,,TE44,308,,,,,312
324,Nick Foles,,,QB37,324,,,,,313.5
325,Mike Thomas,,,WR96,239,,,,,239
326,Las Vegas Raiders,DST,6,DST31,242,,,,,242
327,Marshawn Lynch,,,RB89,245,,,,,245
328,Kyle Juszczyk,SF,11,RB90,297,,,,,318
329,Justin Rohrwasser,,,K31,246,,,,,246
330,Danny Amendola,,,WR97,,,,,,248
331,Nick Folk,,,K32,249,,,,,249
332,Adam Vinatieri,,,K33,250,,,,,250
333,Max McCaffrey,,,WR98,251,,,,,251
334,Andy Isabella,,,WR99,,,,,,252
335,Andrew Luck,,,QB38,256,,,,,256
336,Josh Reynolds,NYJ,10,WR100,,,,,,257
337,Patrick Ricard,BAL,7,RB91,257,,,,,257
338,Isaiah Wright,,,WR101,258,,,,,258
339,Mark Sanchez,,,QB39,259,,,,,259
340,Jake Butt,,,TE45,260,,,,,260
341,Javon Leake,,,RB92,264,,,,,264
342,Nathan Peterman,,,QB40,267,,,,,267
343,Malik Taylor,DET,5,WR102,268,,,,,268
344,John Wolford,JAC,8,QB41,269,,,,,269
345,Sebastian Janikowski,,,K34,270,,,,,270
346,Nick Boyle ,,,TE46,272,,,,,272
347,Tyre Brady,,,WR103,273,,,,,273
348,Cody Parkey,,,K35,274,,,,,274
349,Robert Griffin,III,,QB42,275,,,,,275
350,Chris Conley,,,WR104,,,,,,275
351,Gus Edwards,,,RB93,,,,,,276
352,Noah Togiai,,,TE47,276,,,,,276
353,Jordan Love,GB,5,QB43,305,,,,,334
354,Graham Gano,NYG,11,K36,310,,,,,334
355,KJ Hamler,BUF,11,WR105,,,,,,278
356,Cole McDonald,,,QB44,278,,,,,278
357,Matt Barkley,,,QB45,279,,,,,279
358,Kai Forbath,LAR,9,K37,280,,,,,280
359,Derek Watt,,,RB94,282,,,,,282
360,Justin Watson,HOU,8,WR106,293,,,,,336.5
361,Anthony Gordon,,,QB46,283,,,,,283
362,Eno Benjamin,,,RB95,,,,,,283
363,Miles Boykin,CHI,11,WR107,,,,,,284
364,Randy Bullock,,,K38,,,,,,285
365,Jared Pinkney,,,TE48,285,,,,,285
366,Mike Nugent,,,K39,286,,,,,286
367,Jarrett Stidham,DEN,5,QB47,,,,,,287
368,J.J. Taylor,HOU,8,RB96,287,,,,,287
369,J.J. Jones,JAC,8,WR108,288,,,,,288
370,Justin Herbert,LAC,6,QB48,,,,,,288
371,Xavier Jones,,,RB97,289,,,,,289
372,Dez Bryant,,,WR109,290,,,,,290
373,Zach Pascal,NYG,11,WR110,,,,,,291
374,Will Hastings,,,WR111,291,,,,,291
375,Rico Dowdle,CAR,13,RB98,295,,,,,295
376,Sean McKeon,IND,7,TE49,296,,,,,296
377,Cordarrelle Patterson,PIT,4,RB99,312,,,,,343.5
378,Derrius Guice,,,RB100,299,,,,,344
379,David Moore,CAR,13,WR112,300,,,,,300
380,Anthony Sherman,,,RB101,301,,,,,301
381,Josh Hill,,,TE50,302,,,,,302
382,Darius Anderson,,,RB102,303,,,,,303
383,Matt Bryant,,,K40,304,,,,,304
384,Terry Godwin,,,WR113,306,,,,,306
385,Mason Rudolph,PIT,4,QB49,363,,,,,348.5
386,Adam Humphries,,,WR114,,,,,,307
387,Ricky Seals-Jones,,,TE51,307,,,,,307
388,Jamaal Charles,,,RB103,309,,,,,309
389,Phillip Dorsett,II,,WR115,,,,,,310
390,Tyree Jackson,WAS,8,TE52,311,,,,,311
391,Trishton Jackson,ARI,8,WR116,313,,,,,313
392,Adrian Killins Jr.,,,RB104,314,,,,,314
393,Sam Sloman,,,K41,,,,,,314
394,Rashard Higgins,,,WR117,334,,,,,352.5
395,Blake Bell,,,TE53,315,,,,,315
396,Patrick Laird,,,RB105,469,,,,,392
397,Andy Dalton,CAR,13,QB50,316,,,,,316
398,Aldrick Rosas,,,K42,376,,,,,353.5
399,Thaddeus Moss,,,TE54,317,,,,,317
400,Delanie Walker,,,TE55,318,,,,,318
401,Dan Chisena,CAR,13,WR118,319,,,,,319
402,Sam Bradford,,,QB51,320,,,,,320
403,Albert kwuegbunam Jr.,IND,7 O,TE56,327,,,,,355.5
404,Deonte Harty,,,WR119,329,,,,,355.5
405,Marcedes Lewis,,,TE57,321,,,,,321
406,Demarcus Robinson,SF,11,WR120,,,,,,321
407,Lil'Jordan Humphrey,NYG,11,WR121,323,,,,,323
408,Joe Flacco,CLE,9,QB52,325,,,,,325
409,Dare Ogunbowale,HOU,8,RB106,,,,,,325
410,Brandon Marshall,,,WR122,326,,,,,326
411,Mike Boone,,,RB107,,,,,,326
412,Marcus Mariota,WAS,8,QB53,,,,,,327
413,Tajae Sharpe,,,WR123,,,,,,328
414,Carson Meier,,,TE58,328,,,,,328
415,Jeff Thomas,,,WR124,330,,,,,330
416,KJ Hill Jr.,,,WR125,331,,,,,331
417,Jordan Chunn,,,RB108,332,,,,,332
418,Logan Thomas,,,TE59,,,,,,333
419,Jon Hilliman,,,RB109,335,,,,,335
420,Jordy Nelson,,,WR126,336,,,,,336
421,Antonio Gandy-Golden,,,WR127,,,,,,336
422,Dalton Schultz,HOU,8,TE60,337,,,,,337
423,Jakobi Meyers,LV,6,WR128,,,,,,337
424,Byron Pringle,,,WR129,338,,,,,338
425,Kaden Smith,,,TE61,427,,,,,382.5
426,Harrison Bryant,PHI,9,TE62,339,,,,,339
427,Adam Trautman,DEN,5,TE63,369,,,,,365
428,Greg Ward,,,WR130,,,,,,340
429,Donovan Peoples-Jones,NO,6,WR131,340,,,,,340
430,Miami Dolphins,DST,7,DST32,,,,,,341
431,Reggie Begelton,,,WR132,341,,,,,341
432,Jesse James,,,TE64,342,,,,,342
433,Jake Fromm,,,QB54,343,,,,,343
434,Riley Ridley,,,WR133,344,,,,,344
435,Demetrius Harris,,,TE65,352,,,,,367.5
436,T.J. Yeldon,,,RB110,382,,,,,367.5
437,Colt McCoy,,,QB55,345,,,,,345
438,Phil Dawson,,,K43,346,,,,,346
439,Elliott,Fry,,K44,,,,,,346
440,Jeremy Sprinkle,,,TE66,347,,,,,347
441,Cairo Santos,CHI,11,K45,348,,,,,348
442,Quincy Adeboyejo,,,WR134,349,,,,,349
443,Drew Sample,CIN,9,TE67,465,,,,,407
444,Tommy Stevens,,,QB56,350,,,,,350
445,Alex Smith,,,QB57,351,,,,,351
446,Bisi Johnson,,,WR135,437,,,,,394.5
447,Nate Stanley,,,QB58,353,,,,,353
448,Robert Tonyan,KC,10,TE68,354,,,,,354
449,Bo Scarbrough ,,,RB111,,,,,,354
450,Wayne Gallman Jr.,,,RB112,,,,,,355
451,Trent Taylor,SF,11,WR136,,,,,,356
452,Giorgio Tavecchio,,,K46,357,,,,,357
453,J.J. Nelson,,,WR137,358,,,,,358
454,Luke Willson,,,TE69,359,,,,,359
455,Josiah Deguara,ARI,8,TE70,428,,,,,393.5
456,Blake Bortles,,,QB59,360,,,,,360
457,Ray-Ray McCloud III,ATL,10,WR138,361,,,,,361
458,Bradley Sowell,,,OL1,362,,,,,362
459,Salvon Ahmed,IND,7,RB113,364,,,,,364
460,Jauan Jennings,SF,11,WR139,365,,,,,365
461,Dante Pettis,NO,6,WR140,431,,,,,398
462,LeGarrette Blount,,,RB114,366,,,,,366
463,Kyle Allen,DET,5,QB60,401,,,,,383.5
464,Damiere Byrd,,,WR141,,,,,,367
465,Matt McCrane,,,K47,367,,,,,367
466,Davion Davis,,,WR142,368,,,,,368
467,Ted Ginn Jr.,,,WR143,,,,,,369
468,P.J. Walker,,,QB61,370,,,,,370
469,Reggie Gilliam,BUF,11,RB115,371,,,,,371
470,Kirk Merritt,,,WR144,372,,,,,372
471,Hakeem Butler,,,WR145,473,,,,,422.5
472,Quintez Cephus,LAR,9,WR146,,,,,,373
473,JaMycal Hasty ,,,RB116,373,,,,,373
474,Jaeden Graham,,,TE71,374,,,,,374
475,DeeJay Dallas,ARI,8,RB117,,,,,,374
476,Dalton Keene,,,DT1,375,,,,,375
477,Matthew Slater,,,WR147,377,,,,,377
478,Equanimeous St. Brown,,,WR148,,,,,,377
479,Geno Smith,LV,6,QB62,378,,,,,378
480,Ty Montgomery,II,,RB118,,,,,,379
481,Jazz Ferguson,,,WR149,380,,,,,380
482,Corey Clement,,,RB119,,,,,,381
483,David Blough,,,QB63,383,,,,,383
484,Pharoh Cooper,,,WR150,384,,,,,384
485,Tim Tebow,,,TE72,,,,,,385
486,Ryan Griffin,,,TE73,385,,,,,385
487,Nick Fitzgerald,,,QB64,387,,,,,387
488,Blaine Gabbert,,,QB65,388,,,,,388
489,Cedrick Wilson Jr.,NO,6,WR151,389,,,,,389
490,Tim Patrick,DET,5,WR152,390,,,,,390
491,Chandler,Cox,,RB120,391,,,,,391
492,Michael Crabtree,,,WR153,392,,,,,392
493,Nick Vannett,,,TE74,393,,,,,393
494,Ameer Abdullah,,,RB121,394,,,,,394
495,Brett Maher,,,K48,395,,,,,395
496,Joshua Dobbs,NE,5,QB66,396,,,,,396
497,Charles Jones,,,TE75,397,,,,,397
498,Deon Yelder,,,TE76,398,,,,,398
499,Marcus Kemp,,,WR154,399,,,,,399
500,Foster Moreau,NO,6,TE77,400,,,,,400
501,DeAndrew White,,,WR155,402,,,,,402
502,Chris Manhertz,NYG,11,TE78,403,,,,,403
503,C.J. Ham,MIN,7,RB122,404,,,,,404
