Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Mike Glennon,NYG,1,7,1,2.2%,1,7,1,4.3%,0,0,0,.0%,All Mike Glennon red zone rushing plays,GlenMi00
Chris Godwin,TAM,1,2,1,1.4%,1,2,1,2.0%,1,2,1,5.0%,All Chris Godwin red zone rushing plays,GodwCh00
Marquise Goodwin,CHI,1,1,0,1.2%,1,1,0,2.1%,0,0,0,.0%,All Marquise Goodwin red zone rushing plays,GoodMa00
Mecole Hardman,KAN,1,3,0,1.3%,1,3,0,2.3%,1,3,0,4.5%,All Mecole Hardman red zone rushing plays,HardMe00
Deonte Harty,NOR,1,6,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Deonte Harty red zone rushing plays,HarrDe07
Jason Huntley,PHI,1,1,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Jason Huntley red zone rushing plays,HuntJa01
Godwin Igwebuike,DET,1,6,0,1.9%,1,6,0,3.4%,0,0,0,.0%,All Godwin Igwebuike red zone rushing plays,IgweGo00
Alec Ingold,LVR,1,0,0,1.4%,1,0,0,2.7%,1,0,0,5.0%,All Alec Ingold red zone rushing plays,IngoAl01
Justin Jefferson,MIN,1,4,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Justin Jefferson red zone rushing plays,JeffJu00
Josh Johnson,BAL,1,4,0,1.5%,1,4,0,2.6%,0,0,0,.0%,All Josh Johnson red zone rushing plays,JohnJo05
Cole Kmet,CHI,1,0,0,1.2%,1,0,0,2.1%,1,0,0,4.8%,All Cole Kmet red zone rushing plays,KmetCo00
Cooper Kupp,LAR,1,-5,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Cooper Kupp red zone rushing plays,KuppCo00
Braden Mann,NYJ,1,4,0,1.4%,1,4,0,2.2%,0,0,0,.0%,All Braden Mann red zone rushing plays,MannBr01
Ray-Ray McCloud,PIT,1,10,0,2.4%,0,0,0,.0%,0,0,0,.0%,All Ray-Ray McCloud red zone rushing plays,McClRa00
Dax Milne,WAS,1,1,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Dax Milne red zone rushing plays,MilnDa00
Stanley Morgan,CIN,1,3,0,1.7%,0,0,0,.0%,0,0,0,.0%,All Stanley Morgan red zone rushing plays,MorgSt02
Zach Pascal,IND,1,12,0,.9%,0,0,0,.0%,0,0,0,.0%,All Zach Pascal red zone rushing plays,PascZa00
Scottie Phillips,HOU,1,1,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Scottie Phillips red zone rushing plays,PhilSc01
Michael Pittman,IND,1,8,0,.9%,0,0,0,.0%,0,0,0,.0%,All Michael Pittman red zone rushing plays,PittMi01
Andre Roberts,LAC,1,6,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Andre Roberts red zone rushing plays,RobeAn00
Mason Rudolph,PIT,1,11,0,2.4%,0,0,0,.0%,0,0,0,.0%,All Mason Rudolph red zone rushing plays,RudoMa00
Henry Ruggs,LVR,1,2,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Henry Ruggs red zone rushing plays,RuggHe00
Trey Sermon,SFO,1,1,1,1.7%,1,1,1,2.6%,1,1,1,7.1%,All Trey Sermon red zone rushing plays,SermTr00
Laviska Shenault,JAX,1,-4,0,1.8%,0,0,0,.0%,0,0,0,.0%,All Laviska Shenault red zone rushing plays,ShenLa00
Geno Smith,SEA,1,1,1,1.7%,1,1,1,3.3%,1,1,1,5.3%,All Geno Smith red zone rushing plays,SmitGe00
Ito Smith,DAL,1,4,1,1.4%,1,4,1,3.1%,1,4,1,5.0%,All Ito Smith red zone rushing plays,SmitIt00
JuJu Smith-Schuster,PIT,1,3,1,2.4%,1,3,1,4.3%,1,3,1,6.7%,All JuJu Smith-Schuster red zone rushing plays,SmitJu00
Keith Smith,ATL,1,0,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Keith Smith red zone rushing plays,SmitKe03
Tremon Smith,HOU,1,7,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Tremon Smith red zone rushing plays,SmitTr04
Durham Smythe,MIA,1,2,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Durham Smythe red zone rushing plays,SmytDu00
Benny Snell,PIT,1,-1,0,2.4%,0,0,0,.0%,0,0,0,.0%,All Benny Snell red zone rushing plays,SnelBe00
Johnny Stanton,CLE,1,0,0,1.1%,1,0,0,2.3%,1,0,0,5.3%,All Johnny Stanton red zone rushing plays,StanJo02
Kadarius Toney,NYG,1,7,0,2.2%,1,7,0,4.3%,0,0,0,.0%,All Kadarius Toney red zone rushing plays,ToneKa00
Mitchell Trubisky,BUF,1,4,1,1.0%,1,4,1,1.8%,1,4,1,5.0%,All Mitchell Trubisky red zone rushing plays,TrubMi00
Jaylen Waddle,MIA,1,1,1,1.5%,1,1,1,2.3%,1,1,1,4.5%,All Jaylen Waddle red zone rushing plays,WaddJa00
