Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Mike Boone,MIN,6,13,1,6.0%,5,8,1,7.7%,4,4,1,11.8%,All Mike Boone red zone rushing plays,BoonMi00
Devonta Freeman,NYG,6,11,1,12.2%,2,3,1,8.3%,1,4,1,5.6%,All Devonta Freeman red zone rushing plays,FreeDe00
Jalen Hurts,PHI,6,20,3,10.0%,5,17,3,13.2%,1,-2,0,8.3%,All Jalen Hurts red zone rushing plays,HurtJa00
Dion Lewis,NYG,6,25,2,12.2%,4,7,2,16.7%,3,3,2,16.7%,All Dion Lewis red zone rushing plays,LewiDi00
Dak Prescott,DAL,6,25,3,8.7%,4,2,3,9.5%,4,2,3,13.3%,All Dak Prescott red zone rushing plays,PresDa01
Ben Roethlisberger,PIT,6,-3,0,9.4%,5,-3,0,11.6%,1,-2,0,3.8%,All Ben Roethlisberger red zone rushing plays,RoetBe00
Matthew Stafford,DET,6,23,0,9.0%,0,0,0,.0%,0,0,0,.0%,All Matthew Stafford red zone rushing plays,StafMa00
Josh Adams,NYJ,5,4,2,10.6%,4,3,2,19.0%,4,3,2,28.6%,All Josh Adams red zone rushing plays,AdamJo03
Corey Clement,PHI,5,16,1,8.3%,3,8,1,7.9%,0,0,0,.0%,All Corey Clement red zone rushing plays,ClemCo00
Darrynton Evans,TEN,5,15,0,5.7%,4,6,0,7.7%,2,-2,0,8.3%,All Darrynton Evans red zone rushing plays,EvanDa02
Jamycal Hasty,SFO,5,3,1,7.1%,3,5,1,7.5%,2,2,1,8.7%,All Jamycal Hasty red zone rushing plays,HastJa02
Justin Jackson,LAC,5,21,0,6.0%,0,0,0,.0%,0,0,0,.0%,All Justin Jackson red zone rushing plays,JackJu01
Duke Johnson,HOU,5,7,1,11.1%,3,6,1,11.1%,1,1,1,5.0%,All Duke Johnson red zone rushing plays,JohnDu00
Alfred Morris,NYG,5,23,1,10.2%,2,7,1,8.3%,1,4,1,5.6%,All Alfred Morris red zone rushing plays,MorrAl00
Russell Wilson,SEA,5,5,2,8.2%,3,6,2,8.8%,3,6,2,16.7%,All Russell Wilson red zone rushing plays,WilsRu00
Chase Claypool,PIT,4,6,2,6.3%,3,2,2,7.0%,2,5,2,7.7%,All Chase Claypool red zone rushing plays,ClayCh01
AJ Dillon,GNB,4,16,1,5.3%,2,9,1,5.1%,0,0,0,.0%,All AJ Dillon red zone rushing plays,DillAJ00
C.J. Ham,MIN,4,18,0,4.0%,2,6,0,3.1%,0,0,0,.0%,All C.J. Ham red zone rushing plays,HamxC.00
Daniel Jones,NYG,4,25,0,8.2%,1,4,0,4.2%,0,0,0,.0%,All Daniel Jones red zone rushing plays,JoneDa05
Kyle Juszczyk,SFO,4,14,2,5.7%,4,14,2,10.0%,2,4,1,8.7%,All Kyle Juszczyk red zone rushing plays,JuszKy00
Aaron Rodgers,GNB,4,23,3,5.3%,4,23,3,10.3%,0,0,0,.0%,All Aaron Rodgers red zone rushing plays,RodgAa00
J.J. Taylor,NWE,4,13,0,4.1%,1,5,0,1.7%,0,0,0,.0%,All J.J. Taylor red zone rushing plays,TaylJJ01
James White,NWE,4,16,2,4.1%,3,9,2,5.0%,1,1,1,3.8%,All James White red zone rushing plays,WhitJa02
Darrel Williams,KAN,4,17,1,6.3%,0,0,0,.0%,0,0,0,.0%,All Darrel Williams red zone rushing plays,WillDa10
Robert Woods,LAR,4,16,2,4.2%,2,9,2,3.1%,1,4,1,3.1%,All Robert Woods red zone rushing plays,WoodRo02
Saquon Barkley,NYG,3,10,0,6.1%,1,1,0,4.2%,1,1,0,5.6%,All Saquon Barkley red zone rushing plays,BarkSa00
Lynn Bowden,MIA,3,0,0,3.0%,1,-7,0,1.7%,0,0,0,.0%,All Lynn Bowden red zone rushing plays,BowdLy00
Drew Brees,NOR,3,3,2,2.9%,2,2,2,3.2%,2,2,2,7.4%,All Drew Brees red zone rushing plays,BreeDr00
Jacoby Brissett,IND,3,4,3,3.4%,3,4,3,6.4%,3,4,3,12.5%,All Jacoby Brissett red zone rushing plays,BrisJa00
Tevin Coleman,SFO,3,0,0,4.3%,2,0,0,5.0%,1,-2,0,4.3%,All Tevin Coleman red zone rushing plays,ColeTe01
Evan Engram,NYG,3,5,1,6.1%,1,3,1,4.2%,1,3,1,5.6%,All Evan Engram red zone rushing plays,EngrEv00
Tyler Ervin,GNB,3,18,0,4.0%,1,2,0,2.6%,1,2,0,6.7%,All Tyler Ervin red zone rushing plays,ErviTy00
Royce Freeman,DEN,3,4,0,6.3%,1,0,0,3.7%,1,0,0,7.7%,All Royce Freeman red zone rushing plays,FreeRo00
Tyreek Hill,KAN,3,21,1,4.8%,2,13,1,5.9%,0,0,0,.0%,All Tyreek Hill red zone rushing plays,HillTy00
Marcus Mariota,LVR,3,11,1,3.1%,1,2,1,2.1%,1,2,1,4.3%,All Marcus Mariota red zone rushing plays,MariMa01
Dare Ogunbowale,JAX,3,11,0,7.7%,1,3,0,6.3%,1,3,0,16.7%,All Dare Ogunbowale red zone rushing plays,OgunDa00
C.J. Prosise,HOU,3,1,0,6.7%,2,0,0,7.4%,1,-1,0,5.0%,All C.J. Prosise red zone rushing plays,ProsC.00
Jaylen Samuels,PIT,3,8,0,4.7%,0,0,0,.0%,0,0,0,.0%,All Jaylen Samuels red zone rushing plays,SamuJa00
Darwin Thompson,KAN,3,7,1,4.8%,1,1,1,2.9%,1,1,1,5.9%,All Darwin Thompson red zone rushing plays,ThomDa06
Ke'Shawn Vaughn,TAM,3,12,0,4.8%,2,3,0,4.9%,0,0,0,.0%,All Ke'Shawn Vaughn red zone rushing plays,VaugKe00
Antonio Williams,BUF,3,23,2,3.8%,2,5,1,4.8%,1,2,1,4.2%,All Antonio Williams red zone rushing plays,WillAn03
Kyle Allen,WAS,2,7,1,2.9%,2,7,1,5.0%,1,0,0,4.0%,All Kyle Allen red zone rushing plays,AlleKy00
Alex Armah,CAR,2,3,0,2.1%,2,3,0,4.2%,1,1,0,5.0%,All Alex Armah red zone rushing plays,ArmaAl00
Cameron Batson,TEN,2,9,0,2.3%,1,4,0,1.9%,0,0,0,.0%,All Cameron Batson red zone rushing plays,BatsCa00
Tim Boyle,GNB,2,0,0,2.7%,0,0,0,.0%,0,0,0,.0%,All Tim Boyle red zone rushing plays,BoylTi00
Trey Burton,IND,2,3,2,2.3%,2,3,2,4.3%,2,3,2,8.3%,All Trey Burton red zone rushing plays,BurtTr01
Andy Dalton,DAL,2,1,0,2.9%,1,-1,0,2.4%,1,-1,0,3.3%,All Andy Dalton red zone rushing plays,DaltAn00
Ryan Finley,CIN,2,8,0,3.3%,0,0,0,.0%,0,0,0,.0%,All Ryan Finley red zone rushing plays,FinlRy00
Nick Foles,CHI,2,1,1,3.0%,2,1,1,5.6%,1,1,1,6.3%,All Nick Foles red zone rushing plays,FoleNi00
Russell Gage,ATL,2,9,0,2.5%,0,0,0,.0%,0,0,0,.0%,All Russell Gage red zone rushing plays,GageRu00
Deonte Harty,NOR,2,2,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Deonte Harty red zone rushing plays,HarrDe07
Chad Henne,KAN,2,1,1,3.2%,2,1,1,5.9%,2,1,1,11.8%,All Chad Henne red zone rushing plays,HennCh01
Dontrell Hilliard,CLE,2,13,0,2.2%,0,0,0,.0%,0,0,0,.0%,All Dontrell Hilliard red zone rushing plays,HillDo00
Justice Hill,BAL,2,6,0,2.1%,2,6,0,3.7%,2,6,0,9.5%,All Justice Hill red zone rushing plays,HillJu00
Travis Homer,SEA,2,1,0,3.3%,2,1,0,5.9%,1,1,0,5.6%,All Travis Homer red zone rushing plays,HomeTr00
Jarvis Landry,CLE,2,8,1,2.2%,1,3,1,2.0%,1,3,1,4.3%,All Jarvis Landry red zone rushing plays,LandJa00
Isaiah McKenzie,BUF,2,0,0,2.5%,0,0,0,.0%,0,0,0,.0%,All Isaiah McKenzie red zone rushing plays,McKeIs00
Gardner Minshew,JAX,2,6,1,5.1%,1,6,1,6.3%,0,0,0,.0%,All Gardner Minshew red zone rushing plays,MinsGa00
Ty Montgomery,NOR,2,-1,0,1.9%,1,-4,0,1.6%,0,0,0,.0%,All Ty Montgomery red zone rushing plays,MontTy01
David Moore,SEA,2,13,0,3.3%,0,0,0,.0%,0,0,0,.0%,All David Moore red zone rushing plays,MoorDa03
Rashaad Penny,SEA,2,1,0,3.3%,1,1,0,2.9%,0,0,0,.0%,All Rashaad Penny red zone rushing plays,PennRa00
Jalen Richard,LVR,2,4,0,2.0%,2,4,0,4.2%,0,0,0,.0%,All Jalen Richard red zone rushing plays,RichJa01
Calvin Ridley,ATL,2,-7,0,2.5%,0,0,0,.0%,0,0,0,.0%,All Calvin Ridley red zone rushing plays,RidlCa00
Deebo Samuel,SFO,2,4,0,2.9%,1,3,0,2.5%,0,0,0,.0%,All Deebo Samuel red zone rushing plays,SamuDe00
Laviska Shenault,JAX,2,4,0,5.1%,0,0,0,.0%,0,0,0,.0%,All Laviska Shenault red zone rushing plays,ShenLa00
Jarrett Stidham,NWE,2,-2,0,2.1%,0,0,0,.0%,0,0,0,.0%,All Jarrett Stidham red zone rushing plays,StidJa00
Logan Woodside,TEN,2,-4,0,2.3%,0,0,0,.0%,0,0,0,.0%,All Logan Woodside red zone rushing plays,WoodLo00
Ameer Abdullah,MIN,1,4,0,1.0%,1,4,0,1.5%,0,0,0,.0%,All Ameer Abdullah red zone rushing plays,AbduAm00
Brandon Aiyuk,SFO,1,19,1,1.4%,0,0,0,.0%,0,0,0,.0%,All Brandon Aiyuk red zone rushing plays,AiyuBr00
Blake Bell,DAL,1,2,0,1.4%,1,2,0,2.4%,0,0,0,.0%,All Blake Bell red zone rushing plays,BellBl00
Reggie Bonnafon,CAR,1,3,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Reggie Bonnafon red zone rushing plays,BonnRe00
Michael Burton,NOR,1,1,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Michael Burton red zone rushing plays,BurtMi00
Tarik Cohen,CHI,1,1,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Tarik Cohen red zone rushing plays,CoheTa00
Sam Darnold,NYJ,1,4,1,2.1%,1,4,1,4.8%,1,4,1,7.1%,All Sam Darnold red zone rushing plays,DarnSa00
Gabriel Davis,BUF,1,0,0,1.3%,1,0,0,2.4%,0,0,0,.0%,All Gabriel Davis red zone rushing plays,DaviGa01
Rico Dowdle,DAL,1,2,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Rico Dowdle red zone rushing plays,DowdRi01
Jeff Driskel,DEN,1,9,0,2.1%,0,0,0,.0%,0,0,0,.0%,All Jeff Driskel red zone rushing plays,DrisJe00
Alex Erickson,CIN,1,0,0,1.7%,0,0,0,.0%,0,0,0,.0%,All Alex Erickson red zone rushing plays,EricAl01
Gerald Everett,LAR,1,2,1,1.1%,1,2,1,1.5%,1,2,1,3.1%,All Gerald Everett red zone rushing plays,EverGe00
Joe Flacco,NYJ,1,5,0,2.1%,0,0,0,.0%,0,0,0,.0%,All Joe Flacco red zone rushing plays,FlacJo00
D'Onta Foreman,TEN,1,3,0,1.1%,0,0,0,.0%,0,0,0,.0%,All D'Onta Foreman red zone rushing plays,ForeDO00
Robert Griffin,BAL,1,11,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Robert Griffin red zone rushing plays,GrifRo01
Mecole Hardman,KAN,1,-5,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Mecole Hardman red zone rushing plays,HardMe00
Buddy Howell,HOU,1,2,0,2.2%,0,0,0,.0%,0,0,0,.0%,All Buddy Howell red zone rushing plays,HoweGr00
Alec Ingold,LVR,1,2,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Alec Ingold red zone rushing plays,IngoAl01
Andy Janovich,CLE,1,2,0,1.1%,1,2,0,2.0%,0,0,0,.0%,All Andy Janovich red zone rushing plays,JanoAn00
Diontae Johnson,PIT,1,9,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Diontae Johnson red zone rushing plays,JohnDi01
George Kittle,SFO,1,9,0,1.4%,0,0,0,.0%,0,0,0,.0%,All George Kittle red zone rushing plays,KittGe00
Cole Kmet,CHI,1,-3,0,1.5%,1,-3,0,2.8%,1,-3,0,6.3%,All Cole Kmet red zone rushing plays,KmetCo00
Patrick Laird,MIA,1,5,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Patrick Laird red zone rushing plays,LairPa00
CeeDee Lamb,DAL,1,19,1,1.4%,0,0,0,.0%,0,0,0,.0%,All CeeDee Lamb red zone rushing plays,LambCe00
Jake Luton,JAX,1,13,1,2.6%,0,0,0,.0%,0,0,0,.0%,All Jake Luton red zone rushing plays,LutoJa00
Ray-Ray McCloud,PIT,1,-1,0,1.6%,1,-1,0,2.3%,1,-1,0,3.8%,All Ray-Ray McCloud red zone rushing plays,McClRa00
Colt McCoy,NYG,1,4,0,2.0%,0,0,0,.0%,0,0,0,.0%,All Colt McCoy red zone rushing plays,McCoCo00
Anthony McFarland,PIT,1,6,0,1.6%,1,6,0,2.3%,0,0,0,.0%,All Anthony McFarland red zone rushing plays,McFaAn00
Scott Miller,TAM,1,6,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Scott Miller red zone rushing plays,MillSc01
