Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Alvin Kamara,NOR,33,94,6,53.2%,17,38,5,54.8%,7,9,3,58.3%,All Alvin Kamara red zone rushing plays,KamaAl00
Tank Bigsby,JAX,32,113,6,47.8%,21,40,5,52.5%,11,11,4,50.0%,All Tank Bigsby red zone rushing plays,BigsTa00
Jordan Mason,SFO,32,93,3,33.3%,19,25,3,33.9%,7,-1,1,29.2%,All Jordan Mason red zone rushing plays,MasoJo00
Tony Pollard,TEN,32,96,3,54.2%,14,40,3,56.0%,5,8,2,50.0%,All Tony Pollard red zone rushing plays,PollTo00
Josh Allen,BUF,31,102,11,28.2%,18,45,10,30.0%,10,8,7,37.0%,All Josh Allen red zone rushing plays,AlleJo02
D'Andre Swift,CHI,31,63,3,52.5%,18,24,3,54.5%,8,-4,3,38.1%,All D'Andre Swift red zone rushing plays,SwifDA00
J.K. Dobbins,LAC,28,76,7,38.4%,17,30,5,37.0%,8,11,4,36.4%,All J.K. Dobbins red zone rushing plays,DobbJK00
Javonte Williams,DEN,26,59,4,35.6%,13,25,3,39.4%,8,1,1,38.1%,All Javonte Williams red zone rushing plays,WillJa10
Rico Dowdle,DAL,24,61,2,44.4%,10,13,2,38.5%,5,0,2,41.7%,All Rico Dowdle red zone rushing plays,DowdRi01
Tyler Allgeier,ATL,23,44,3,26.1%,13,23,3,25.0%,5,2,1,25.0%,All Tyler Allgeier red zone rushing plays,AllgTy00
Zach Charbonnet,SEA,22,45,6,40.7%,17,36,6,48.6%,11,8,4,44.0%,All Zach Charbonnet red zone rushing plays,CharZa00
Alexander Mattison,LVR,22,35,4,37.3%,14,8,4,41.2%,10,0,4,50.0%,All Alexander Mattison red zone rushing plays,MattAl01
Travis Etienne,JAX,21,47,2,31.3%,10,11,2,25.0%,5,4,2,22.7%,All Travis Etienne red zone rushing plays,EtieTr00
Tyrone Tracy,NYG,21,51,3,37.5%,10,23,3,30.3%,4,2,3,25.0%,All Tyrone Tracy red zone rushing plays,TracTy00
Kenneth Walker,SEA,21,23,4,38.9%,15,19,4,42.9%,11,9,4,44.0%,All Kenneth Walker red zone rushing plays,WalkKe00
Gus Edwards,LAC,20,59,4,27.4%,12,35,4,26.1%,5,7,3,22.7%,All Gus Edwards red zone rushing plays,EdwaGu00
Austin Ekeler,WAS,20,80,3,16.3%,11,28,3,16.2%,5,6,3,16.7%,All Austin Ekeler red zone rushing plays,EkelAu00
Kenneth Gainwell,PHI,20,78,1,15.4%,8,15,0,12.1%,2,1,0,5.7%,All Kenneth Gainwell red zone rushing plays,GainKe00
Rachaad White,TAM,20,49,3,26.0%,13,21,3,30.2%,4,-2,2,20.0%,All Rachaad White red zone rushing plays,WhitRa01
Breece Hall,NYJ,19,57,5,52.8%,10,14,3,62.5%,8,8,3,80.0%,All Breece Hall red zone rushing plays,HallBr03
Anthony Richardson,IND,19,81,5,19.2%,14,35,5,25.0%,8,15,4,26.7%,All Anthony Richardson red zone rushing plays,RichAn03
Ray Davis,BUF,18,88,3,16.4%,7,23,2,11.7%,2,4,1,7.4%,All Ray Davis red zone rushing plays,DaviRa04
Lamar Jackson,BAL,18,73,3,21.2%,8,49,3,18.2%,0,0,0,.0%,All Lamar Jackson red zone rushing plays,JackLa00
Bo Nix,DEN,17,30,4,23.3%,6,13,4,18.2%,5,12,4,23.8%,All Bo Nix red zone rushing plays,NixxBo00
Jaylen Warren,PIT,17,41,1,18.1%,6,13,1,11.3%,3,2,1,17.6%,All Jaylen Warren red zone rushing plays,WarrJa01
Nick Chubb,CLE,16,33,3,33.3%,10,23,3,31.3%,5,5,3,35.7%,All Nick Chubb red zone rushing plays,ChubNi00
Zack Moss,CIN,16,43,2,22.9%,11,13,2,25.0%,6,1,1,28.6%,All Zack Moss red zone rushing plays,MossZa00
Justin Fields,PIT,15,44,5,16.0%,11,20,5,20.8%,4,3,2,23.5%,All Justin Fields red zone rushing plays,FielJu00
Jaleel McLaughlin,DEN,15,40,1,20.5%,6,13,1,18.2%,3,2,1,14.3%,All Jaleel McLaughlin red zone rushing plays,McLaJa00
Brock Purdy,SFO,15,51,5,15.6%,10,34,5,17.9%,4,3,3,16.7%,All Brock Purdy red zone rushing plays,PurdBr00
Antonio Gibson,NWE,14,38,1,21.2%,5,1,0,17.2%,3,-2,0,17.6%,All Antonio Gibson red zone rushing plays,GibsAn00
Isaac Guerendo,SFO,14,49,4,14.6%,10,16,3,17.9%,4,9,3,16.7%,All Isaac Guerendo red zone rushing plays,GuerIs00
Roschon Johnson,CHI,14,27,6,23.7%,10,10,6,30.3%,8,9,6,38.1%,All Roschon Johnson red zone rushing plays,JohnRo07
Raheem Mostert,MIA,14,20,2,20.3%,10,2,2,25.6%,4,-2,1,22.2%,All Raheem Mostert red zone rushing plays,MostRa00
Ameer Abdullah,LVR,13,51,2,22.0%,8,18,2,23.5%,4,3,1,20.0%,All Ameer Abdullah red zone rushing plays,AbduAm00
Cam Akers,2TM,13,25,2,,4,3,1,,2,1,1,,All Cam Akers red zone rushing plays,AkerCa00
Hassan Haskins,LAC,13,21,2,17.8%,11,16,2,23.9%,8,6,2,36.4%,All Hassan Haskins red zone rushing plays,HaskHa00
Daniel Jones,NYG,13,47,2,23.2%,7,3,2,21.2%,6,2,2,37.5%,All Daniel Jones red zone rushing plays,JoneDa05
Emanuel Wilson,GNB,13,26,3,13.4%,8,19,3,13.8%,4,2,2,15.4%,All Emanuel Wilson red zone rushing plays,WilsEm00
Ezekiel Elliott,DAL,12,10,3,22.2%,8,8,3,30.8%,3,5,3,25.0%,All Ezekiel Elliott red zone rushing plays,ElliEz00
D'Onta Foreman,CLE,12,16,0,25.0%,9,11,0,28.1%,5,3,0,35.7%,All D'Onta Foreman red zone rushing plays,ForeDO00
Jeremy McNichols,WAS,12,38,3,9.8%,7,28,3,10.3%,2,4,2,6.7%,All Jeremy McNichols red zone rushing plays,McNiJe00
Kyler Murray,ARI,12,56,2,16.9%,2,7,1,6.9%,1,1,1,5.9%,All Kyler Murray red zone rushing plays,MurrKy00
Trey Sermon,IND,12,14,2,12.1%,7,4,2,12.5%,6,0,2,20.0%,All Trey Sermon red zone rushing plays,SermTr00
Patrick Taylor,SFO,12,46,1,12.5%,5,11,1,8.9%,3,5,1,12.5%,All Patrick Taylor red zone rushing plays,TaylPa01
Audric Estime,DEN,11,33,2,15.1%,4,12,2,12.1%,2,4,2,9.5%,All Audric Estime red zone rushing plays,EstiAu00
Jordan Love,GNB,11,28,1,11.3%,4,12,1,6.9%,1,1,1,3.8%,All Jordan Love red zone rushing plays,LoveJo03
Chris Rodriguez,WAS,11,40,2,8.9%,8,27,2,11.8%,2,3,1,6.7%,All Chris Rodriguez red zone rushing plays,RodrCh00
Devin Singletary,NYG,11,31,4,19.6%,9,26,4,27.3%,4,7,3,25.0%,All Devin Singletary red zone rushing plays,SingDe00
Tyjae Spears,TEN,11,33,4,18.6%,6,11,3,24.0%,4,4,2,40.0%,All Tyjae Spears red zone rushing plays,SpeaTy00
Braelon Allen,NYJ,10,25,1,27.8%,5,10,1,31.3%,2,3,1,20.0%,All Braelon Allen red zone rushing plays,AlleBr05
Jerome Ford,CLE,10,25,2,20.8%,7,17,2,21.9%,2,6,2,14.3%,All Jerome Ford red zone rushing plays,FordJe00
Deebo Samuel,SFO,10,18,1,10.4%,5,7,1,8.9%,2,-7,1,8.3%,All Deebo Samuel red zone rushing plays,SamuDe00
Carson Steele,KAN,10,30,0,12.0%,6,14,0,15.0%,4,3,0,16.0%,All Carson Steele red zone rushing plays,SteeCa00
Caleb Williams,CHI,10,36,0,16.9%,1,0,0,3.0%,1,0,0,4.8%,All Caleb Williams red zone rushing plays,WillCa03
Russell Wilson,PIT,10,16,2,10.6%,8,7,2,15.1%,2,2,2,11.8%,All Russell Wilson red zone rushing plays,WilsRu00
Bryce Young,CAR,10,57,5,15.4%,7,44,5,17.1%,2,5,2,9.1%,All Bryce Young red zone rushing plays,YounBr01
Chris Brooks,GNB,9,33,1,9.3%,2,2,1,3.4%,1,1,1,3.8%,All Chris Brooks red zone rushing plays,BrooCh00
Jared Goff,DET,9,7,0,8.0%,2,1,0,3.1%,1,0,0,2.9%,All Jared Goff red zone rushing plays,GoffJa00
Taysom Hill,NOR,9,38,4,14.5%,6,27,4,19.4%,1,2,1,8.3%,All Taysom Hill red zone rushing plays,HillTa00
Patrick Mahomes,KAN,9,20,2,10.8%,2,2,1,5.0%,1,1,1,4.0%,All Patrick Mahomes red zone rushing plays,MahoPa00
Jamaal Williams,NOR,9,33,1,14.5%,4,7,0,12.9%,1,-2,0,8.3%,All Jamaal Williams red zone rushing plays,WillJa06
Blake Corum,LAR,8,23,0,9.1%,6,10,0,14.3%,2,3,0,8.7%,All Blake Corum red zone rushing plays,CoruBl00
Baker Mayfield,TAM,8,25,3,10.4%,5,13,2,11.6%,2,1,1,10.0%,All Baker Mayfield red zone rushing plays,MayfBa00
Isiah Pacheco,KAN,8,21,1,9.6%,5,7,1,12.5%,3,1,1,12.0%,All Isiah Pacheco red zone rushing plays,PachIs00
Geno Smith,SEA,8,26,1,14.8%,3,-6,0,8.6%,3,-6,0,12.0%,All Geno Smith red zone rushing plays,SmitGe00
Michael Carter,ARI,7,13,1,9.9%,3,4,1,10.3%,3,4,1,17.6%,All Michael Carter red zone rushing plays,CartMi03
Sam Darnold,MIN,7,3,1,10.4%,4,-6,1,11.1%,2,1,1,11.8%,All Sam Darnold red zone rushing plays,DarnSa00
Khalil Herbert,2TM,7,12,1,,5,7,1,,4,5,1,,All Khalil Herbert red zone rushing plays,HerbKh00
D'Ernest Johnson,JAX,7,27,0,10.4%,3,10,0,7.5%,1,0,0,4.5%,All D'Ernest Johnson red zone rushing plays,JohnDE04
Ty Johnson,BUF,7,12,1,6.4%,3,7,1,5.0%,2,2,1,7.4%,All Ty Johnson red zone rushing plays,JohnTy02
Will Levis,TEN,7,13,0,11.9%,2,5,0,8.0%,0,0,0,.0%,All Will Levis red zone rushing plays,LeviWi00
Miles Sanders,CAR,7,20,2,10.8%,3,3,2,7.3%,2,2,2,9.1%,All Miles Sanders red zone rushing plays,SandMi01
C.J. Stroud,HOU,7,13,0,8.3%,3,-7,0,7.7%,2,3,0,13.3%,All C.J. Stroud red zone rushing plays,StroCJ00
Zamir White,LVR,7,16,1,11.9%,6,10,1,17.6%,2,2,1,10.0%,All Zamir White red zone rushing plays,WhitZa01
Joe Burrow,CIN,6,14,1,8.6%,3,2,1,6.8%,3,2,1,14.3%,All Joe Burrow red zone rushing plays,BurrJo01
Tyler Goodson,IND,6,12,1,6.1%,4,10,1,7.1%,1,2,0,3.3%,All Tyler Goodson red zone rushing plays,GoodTy00
Justin Herbert,LAC,6,24,2,8.2%,4,16,2,8.7%,1,4,1,4.5%,All Justin Herbert red zone rushing plays,HerbJu00
Christian McCaffrey,SFO,6,15,0,6.3%,1,1,0,1.8%,1,1,0,4.2%,All Christian McCaffrey red zone rushing plays,McCaCh01
Matthew Stafford,LAR,6,10,0,6.8%,1,2,0,2.4%,1,2,0,4.3%,All Matthew Stafford red zone rushing plays,StafMa00
Xavier Worthy,KAN,6,29,1,7.2%,1,3,1,2.5%,1,3,1,4.0%,All Xavier Worthy red zone rushing plays,WortXa00
Ty Chandler,MIN,5,11,0,7.5%,2,0,0,5.6%,0,0,0,.0%,All Ty Chandler red zone rushing plays,ChanTy01
Eric Gray,NYG,5,7,0,8.9%,3,2,0,9.1%,2,0,0,12.5%,All Eric Gray red zone rushing plays,GrayEr01
Justice Hill,BAL,5,9,0,5.9%,3,9,0,6.8%,1,1,0,5.3%,All Justice Hill red zone rushing plays,HillJu00
Drake Maye,NWE,5,34,2,7.6%,2,10,1,6.9%,0,0,0,.0%,All Drake Maye red zone rushing plays,MayeDr00
Sincere McCormick,LVR,5,9,0,8.5%,2,2,0,5.9%,2,2,0,10.0%,All Sincere McCormick red zone rushing plays,McCoSi00
Dare Ogunbowale,HOU,5,3,0,6.0%,2,-2,0,5.1%,0,0,0,.0%,All Dare Ogunbowale red zone rushing plays,OgunDa00
Cooper Rush,DAL,5,3,0,9.3%,2,8,0,7.7%,0,0,0,.0%,All Cooper Rush red zone rushing plays,RushCo00
Sean Tucker,TAM,5,16,2,6.5%,3,5,2,7.0%,2,0,1,10.0%,All Sean Tucker red zone rushing plays,TuckSe00
Deshaun Watson,CLE,5,15,1,10.4%,2,3,1,6.3%,1,1,1,7.1%,All Deshaun Watson red zone rushing plays,WatsDe00
Malik Willis,GNB,5,9,1,5.2%,3,3,1,5.2%,1,-1,0,3.8%,All Malik Willis red zone rushing plays,WillMa12
Jaylen Wright,MIA,5,13,0,7.2%,0,0,0,.0%,0,0,0,.0%,All Jaylen Wright red zone rushing plays,WrigJa04
Michael Burton,DEN,4,3,1,5.5%,4,3,1,12.1%,3,3,1,14.3%,All Michael Burton red zone rushing plays,BurtMi00
Derek Carr,NOR,4,1,1,6.5%,3,1,1,9.7%,3,1,1,25.0%,All Derek Carr red zone rushing plays,CarrDe02
Julius Chestnut,TEN,4,28,0,6.8%,1,-1,0,4.0%,1,-1,0,10.0%,All Julius Chestnut red zone rushing plays,ChesJu00
Trevor Lawrence,JAX,4,11,3,6.0%,4,11,3,10.0%,3,5,2,13.6%,All Trevor Lawrence red zone rushing plays,LawrTr00
Puka Nacua,LAR,4,25,1,4.5%,1,4,1,2.4%,1,4,1,4.3%,All Puka Nacua red zone rushing plays,NacuPu00
Dameon Pierce,HOU,4,4,0,4.8%,1,-1,0,2.6%,0,0,0,.0%,All Dameon Pierce red zone rushing plays,PierDa01
Mason Rudolph,TEN,4,20,1,6.8%,1,1,0,4.0%,0,0,0,.0%,All Mason Rudolph red zone rushing plays,RudoMa00
Mitchell Trubisky,BUF,4,1,0,3.6%,1,4,0,1.7%,0,0,0,.0%,All Mitchell Trubisky red zone rushing plays,TrubMi00
Kimani Vidal,LAC,4,3,0,5.5%,1,-1,0,2.2%,0,0,0,.0%,All Kimani Vidal red zone rushing plays,VidaKi00
Rasheen Ali,BAL,3,10,0,3.5%,0,0,0,.0%,0,0,0,.0%,All Rasheen Ali red zone rushing plays,AlixRa00
Trey Benson,ARI,3,7,1,4.2%,1,1,1,3.4%,1,1,1,5.9%,All Trey Benson red zone rushing plays,BensTr01
Jacoby Brissett,NWE,3,-1,0,4.5%,1,-3,0,3.4%,1,-3,0,5.9%,All Jacoby Brissett red zone rushing plays,BrisJa00
Kirk Cousins,ATL,3,-4,0,3.4%,3,-4,0,5.8%,0,0,0,.0%,All Kirk Cousins red zone rushing plays,CousKi00
Joshua Dobbs,SFO,3,14,2,3.1%,3,14,2,5.4%,1,1,1,4.2%,All Joshua Dobbs red zone rushing plays,DobbJo00
Mecole Hardman,KAN,3,33,1,3.6%,0,0,0,.0%,0,0,0,.0%,All Mecole Hardman red zone rushing plays,HardMe00
Tyler Huntley,MIA,3,19,2,4.3%,1,1,1,2.6%,1,1,1,5.6%,All Tyler Huntley red zone rushing plays,HuntTy01
Jermar Jefferson,DET,3,9,0,2.7%,3,9,0,4.6%,1,-2,0,2.9%,All Jermar Jefferson red zone rushing plays,JeffJe00
Kyle Juszczyk,SFO,3,6,1,3.1%,3,6,1,5.4%,2,0,0,8.3%,All Kyle Juszczyk red zone rushing plays,JuszKy00
Hunter Luepke,DAL,3,6,0,5.6%,2,2,0,7.7%,1,0,0,8.3%,All Hunter Luepke red zone rushing plays,LuepHu00
Kenny McIntosh,SEA,3,4,0,5.6%,0,0,0,.0%,0,0,0,.0%,All Kenny McIntosh red zone rushing plays,McInKe00
Davis Mills,HOU,3,11,0,3.6%,1,9,0,2.6%,0,0,0,.0%,All Davis Mills red zone rushing plays,MillDa02
Kendre Miller,NOR,3,0,1,4.8%,1,8,1,3.2%,0,0,0,.0%,All Kendre Miller red zone rushing plays,MillKe01
Joe Milton,NWE,3,2,1,4.5%,2,1,1,6.9%,2,1,1,11.8%,All Joe Milton red zone rushing plays,MiltJo00
Jayden Reed,GNB,3,1,0,3.1%,1,-5,0,1.7%,0,0,0,.0%,All Jayden Reed red zone rushing plays,ReedJa03
Ronnie Rivers,LAR,3,17,0,3.4%,1,2,0,2.4%,0,0,0,.0%,All Ronnie Rivers red zone rushing plays,RiveRo01
Rashid Shaheed,NOR,3,17,0,4.8%,0,0,0,.0%,0,0,0,.0%,All Rashid Shaheed red zone rushing plays,ShahRa00
Sterling Shepard,TAM,3,10,0,3.9%,0,0,0,.0%,0,0,0,.0%,All Sterling Shepard red zone rushing plays,ShepSt00
Will Shipley,PHI,3,9,0,2.3%,0,0,0,.0%,0,0,0,.0%,All Will Shipley red zone rushing plays,ShipWi00
Kyle Trask,TAM,3,-2,0,3.9%,0,0,0,.0%,0,0,0,.0%,All Kyle Trask red zone rushing plays,TrasKy00
Tre Tucker,LVR,3,21,1,5.1%,1,3,1,2.9%,1,3,1,5.0%,All Tre Tucker red zone rushing plays,TuckTr00
DJ Turner,LVR,3,27,1,5.1%,0,0,0,.0%,0,0,0,.0%,All DJ Turner red zone rushing plays,TurnDJ00
Deuce Vaughn,DAL,3,16,0,5.6%,1,1,0,3.8%,0,0,0,.0%,All Deuce Vaughn red zone rushing plays,VaugDe00
Jameis Winston,CLE,3,8,1,6.3%,3,8,1,9.4%,1,2,1,7.1%,All Jameis Winston red zone rushing plays,WinsJa00
Mike Boone,CAR,2,8,0,3.1%,1,1,0,2.4%,0,0,0,.0%,All Mike Boone red zone rushing plays,BoonMi00
Jonathon Brooks,CAR,2,2,0,3.1%,2,2,0,4.9%,1,0,0,4.5%,All Jonathon Brooks red zone rushing plays,BrooJo02
Malachi Corley,NYJ,2,26,0,5.6%,0,0,0,.0%,0,0,0,.0%,All Malachi Corley red zone rushing plays,CorlMa00
Isaiah Davis,NYJ,2,18,1,5.6%,0,0,0,.0%,0,0,0,.0%,All Isaiah Davis red zone rushing plays,DaviIs00
Greg Dortch,ARI,2,10,0,2.8%,1,6,0,3.4%,0,0,0,.0%,All Greg Dortch red zone rushing plays,DortGr01
Joe Flacco,IND,2,3,0,2.0%,0,0,0,.0%,0,0,0,.0%,All Joe Flacco red zone rushing plays,FlacJo00
Zay Flowers,BAL,2,-1,0,2.4%,0,0,0,.0%,0,0,0,.0%,All Zay Flowers red zone rushing plays,FlowZa00
Alec Ingold,MIA,2,2,1,2.9%,1,3,1,2.6%,1,3,1,5.6%,All Alec Ingold red zone rushing plays,IngoAl01
Mac Jones,JAX,2,1,1,3.0%,2,1,1,5.0%,2,1,1,9.1%,All Mac Jones red zone rushing plays,JoneMa05
Trey Lance,DAL,2,5,0,3.7%,1,-3,0,3.8%,1,-3,0,8.3%,All Trey Lance red zone rushing plays,LancTr00
Drew Lock,NYG,2,13,2,3.6%,2,13,2,6.1%,0,0,0,.0%,All Drew Lock red zone rushing plays,LockDr00
Marcus Mariota,WAS,2,1,1,1.6%,2,1,1,2.9%,0,0,0,.0%,All Marcus Mariota red zone rushing plays,MariMa01
Gardner Minshew,LVR,2,10,0,3.4%,1,4,0,2.9%,0,0,0,.0%,All Gardner Minshew red zone rushing plays,MinsGa00
Adonai Mitchell,IND,2,6,0,2.0%,0,0,0,.0%,0,0,0,.0%,All Adonai Mitchell red zone rushing plays,MitcAd00
Jalen Nailor,MIN,2,-7,0,3.0%,1,0,0,2.8%,1,0,0,5.9%,All Jalen Nailor red zone rushing plays,NailJa00
Aidan O'Connell,LVR,2,2,1,3.4%,1,1,1,2.9%,1,1,1,5.0%,All Aidan O'Connell red zone rushing plays,OConAi00
Michael Penix,ATL,2,5,1,2.3%,2,5,1,3.8%,1,0,0,5.0%,All Michael Penix red zone rushing plays,PeniMi00
Samaje Perine,KAN,2,5,1,2.4%,1,2,1,2.5%,1,2,1,4.0%,All Samaje Perine red zone rushing plays,PeriSa00
Kenny Pickett,PHI,2,1,1,1.5%,2,1,1,3.0%,2,1,1,5.7%,All Kenny Pickett red zone rushing plays,PickKe00
Dak Prescott,DAL,2,4,1,3.7%,2,4,1,7.7%,2,4,1,16.7%,All Dak Prescott red zone rushing plays,PresDa01
Aaron Rodgers,NYJ,2,3,0,5.6%,0,0,0,.0%,0,0,0,.0%,All Aaron Rodgers red zone rushing plays,RodgAa00
Darius Slayton,NYG,2,17,0,3.6%,1,6,0,3.0%,0,0,0,.0%,All Darius Slayton red zone rushing plays,SlayDa01
Tua Tagovailoa,MIA,2,9,0,2.9%,0,0,0,.0%,0,0,0,.0%,All Tua Tagovailoa red zone rushing plays,TagoTu00
J.J. Taylor,HOU,2,11,0,2.4%,1,4,0,2.6%,0,0,0,.0%,All J.J. Taylor red zone rushing plays,TaylJJ01
Dorian Thompson-Robinson,CLE,2,14,0,4.2%,1,8,0,3.1%,0,0,0,.0%,All Dorian Thompson-Robinson red zone rushing plays,ThomDo02
Carson Wentz,KAN,2,-2,0,2.4%,0,0,0,.0%,0,0,0,.0%,All Carson Wentz red zone rushing plays,WentCa00
Jeff Wilson,MIA,2,-3,0,2.9%,2,-3,0,5.1%,0,0,0,.0%,All Jeff Wilson red zone rushing plays,WilsJe01
Jordan Addison,MIN,1,7,1,1.5%,1,7,1,2.8%,0,0,0,.0%,All Jordan Addison red zone rushing plays,AddiJo00
Mark Andrews,BAL,1,0,0,1.2%,1,0,0,2.3%,0,0,0,.0%,All Mark Andrews red zone rushing plays,AndrMa00
Tutu Atwell,LAR,1,7,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Tutu Atwell red zone rushing plays,AtweTu00
Raheem Blackshear,CAR,1,0,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Raheem Blackshear red zone rushing plays,BlacRa00
Brandin Cooks,DAL,1,-3,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Brandin Cooks red zone rushing plays,CookBr00
DeeJay Dallas,ARI,1,3,0,1.4%,0,0,0,.0%,0,0,0,.0%,All DeeJay Dallas red zone rushing plays,DallDe00
Derius Davis,LAC,1,-1,0,1.4%,1,-1,0,2.2%,0,0,0,.0%,All Derius Davis red zone rushing plays,DaviDe02
Tank Dell,HOU,1,4,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Tank Dell red zone rushing plays,DellNa00
Tommy DeVito,NYG,1,17,0,1.8%,0,0,0,.0%,0,0,0,.0%,All Tommy DeVito red zone rushing plays,DeViTo00
Stefon Diggs,HOU,1,6,1,1.2%,1,6,1,2.6%,0,0,0,.0%,All Stefon Diggs red zone rushing plays,DiggSt00
Ashton Dulin,IND,1,12,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Ashton Dulin red zone rushing plays,DuliAs00
Devin Duvernay,JAX,1,3,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Devin Duvernay red zone rushing plays,DuveDe00
Myles Gaskin,MIN,1,0,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Myles Gaskin red zone rushing plays,GaskMy00
Reggie Gilliam,BUF,1,4,0,.9%,1,4,0,1.7%,0,0,0,.0%,All Reggie Gilliam red zone rushing plays,GillRe00
C.J. Ham,MIN,1,2,1,1.5%,1,2,1,2.8%,1,2,1,5.9%,All C.J. Ham red zone rushing plays,HamxC.00
Terrell Jennings,NWE,1,0,0,1.5%,1,0,0,3.4%,0,0,0,.0%,All Terrell Jennings red zone rushing plays,JennTe00
Josh Johnson,BAL,1,-1,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Josh Johnson red zone rushing plays,JohnJo05
Travis Kelce,KAN,1,1,0,1.2%,1,1,0,2.5%,1,1,0,4.0%,All Travis Kelce red zone rushing plays,KelcTr00
Cooper Kupp,LAR,1,1,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Cooper Kupp red zone rushing plays,KuppCo00
CeeDee Lamb,DAL,1,3,0,1.9%,0,0,0,.0%,0,0,0,.0%,All CeeDee Lamb red zone rushing plays,LambCe00
Tyreik McAllister,LVR,1,10,0,1.7%,0,0,0,.0%,0,0,0,.0%,All Tyreik McAllister red zone rushing plays,McAlTy00
Trey McBride,ARI,1,2,1,1.4%,1,2,1,3.4%,1,2,1,5.9%,All Trey McBride red zone rushing plays,McBrTr01
Ray-Ray McCloud,ATL,1,14,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Ray-Ray McCloud red zone rushing plays,McClRa00
Jalen McMillan,TAM,1,6,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Jalen McMillan red zone rushing plays,McMiJa01
