Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Isaiah Crowell,CLE,29,74,4,53.7%,17,22,3,70.8%,6,4,2,75.0%,All Isaiah Crowell red zone rushing plays,CrowIs00
Cam Newton,CAR,29,72,10,27.6%,19,34,9,38.0%,10,18,8,38.5%,All Cam Newton red zone rushing plays,NewtCa00
Todd Gurley,STL,28,102,9,68.3%,16,31,7,64.0%,8,10,5,66.7%,All Todd Gurley red zone rushing plays,GurlTo01
DeMarco Murray,PHI,28,62,5,50.0%,16,21,4,50.0%,9,11,3,52.9%,All DeMarco Murray red zone rushing plays,MurrDe00
Ronnie Hillman,DEN,26,62,5,51.0%,16,7,3,59.3%,9,-2,3,64.3%,All Ronnie Hillman red zone rushing plays,HillRo00
Darren McFadden,DAL,26,81,3,66.7%,15,29,3,68.2%,6,4,2,60.0%,All Darren McFadden red zone rushing plays,McFaDa00
Alfred Morris,WAS,25,51,1,41.0%,10,16,1,32.3%,3,-1,1,25.0%,All Alfred Morris red zone rushing plays,MorrAl00
Matt Jones,WAS,23,33,2,37.7%,13,8,2,41.9%,5,6,2,41.7%,All Matt Jones red zone rushing plays,JoneMa04
Charcandrick West,KAN,22,57,3,40.7%,14,30,3,38.9%,6,8,2,37.5%,All Charcandrick West red zone rushing plays,WestCh01
T.J. Yeldon,JAX,22,63,1,43.1%,10,17,1,33.3%,4,-1,1,22.2%,All T.J. Yeldon red zone rushing plays,YeldT.00
David Johnson,ARI,21,52,7,34.4%,12,14,5,35.3%,8,8,5,42.1%,All David Johnson red zone rushing plays,JohnDa08
Javorius Allen,BAL,20,37,1,41.7%,12,15,1,48.0%,7,8,1,46.7%,All Javorius Allen red zone rushing plays,AlleJa01
Alfred Blue,HOU,20,51,1,35.7%,11,23,1,42.3%,2,-3,0,28.6%,All Alfred Blue red zone rushing plays,BlueAl00
Tim Hightower,NOR,20,61,4,27.8%,11,13,4,26.8%,6,-1,3,24.0%,All Tim Hightower red zone rushing plays,HighTi00
Rashad Jennings,NYG,20,47,2,42.6%,10,12,2,41.7%,4,6,2,28.6%,All Rashad Jennings red zone rushing plays,JennRa00
Eddie Lacy,GNB,20,33,3,46.5%,9,14,3,40.9%,7,10,3,63.6%,All Eddie Lacy red zone rushing plays,LacyEd00
LeSean McCoy,BUF,20,56,1,31.3%,9,17,1,31.0%,4,3,1,40.0%,All LeSean McCoy red zone rushing plays,McCoLe01
Marshawn Lynch,SEA,19,20,3,28.4%,13,5,3,37.1%,8,10,3,47.1%,All Marshawn Lynch red zone rushing plays,LyncMa00
Lamar Miller,MIA,19,57,6,44.2%,12,22,5,54.5%,6,1,4,66.7%,All Lamar Miller red zone rushing plays,MillLa01
Tyrod Taylor,BUF,19,77,3,29.7%,8,16,2,27.6%,1,1,0,10.0%,All Tyrod Taylor red zone rushing plays,TaylTy00
Danny Woodhead,SDG,19,34,3,50.0%,9,8,3,56.3%,5,3,2,71.4%,All Danny Woodhead red zone rushing plays,WoodDa02
C.J. Anderson,DEN,18,49,2,35.3%,7,7,1,25.9%,4,3,1,28.6%,All C.J. Anderson red zone rushing plays,AndeC.00
Antonio Andrews,TEN,18,31,3,41.9%,12,20,3,44.4%,6,1,2,37.5%,All Antonio Andrews red zone rushing plays,AndrAn00
Joique Bell,DET,17,47,4,40.5%,10,4,4,50.0%,6,2,4,46.2%,All Joique Bell red zone rushing plays,BellJo01
Carlos Hyde,SFO,17,52,3,37.0%,5,0,2,22.7%,3,-3,1,27.3%,All Carlos Hyde red zone rushing plays,HydeCa00
Jeremy Langford,CHI,17,48,6,28.8%,12,26,6,33.3%,6,8,5,31.6%,All Jeremy Langford red zone rushing plays,LangJe00
Mike Tolbert,CAR,17,47,1,16.2%,9,12,1,18.0%,6,4,1,23.1%,All Mike Tolbert red zone rushing plays,TolbMi00
Justin Forsett,BAL,16,42,2,33.3%,4,-1,1,16.0%,3,-1,1,20.0%,All Justin Forsett red zone rushing plays,ForsJu00
Ryan Mathews,PHI,16,48,5,28.6%,10,17,5,31.3%,6,1,4,35.3%,All Ryan Mathews red zone rushing plays,MathRy00
Thomas Rawls,SEA,16,45,3,23.9%,9,13,3,25.7%,4,4,2,23.5%,All Thomas Rawls red zone rushing plays,RawlTh00
Le'Veon Bell,PIT,14,41,3,20.3%,7,8,2,15.6%,3,1,2,12.5%,All Le'Veon Bell red zone rushing plays,BellLe00
Tevin Coleman,ATL,14,39,1,18.4%,8,8,1,20.0%,5,3,1,25.0%,All Tevin Coleman red zone rushing plays,ColeTe01
Charles Sims,TAM,14,41,0,21.5%,3,4,0,9.4%,2,-1,0,13.3%,All Charles Sims red zone rushing plays,SimsCh00
Denard Robinson,JAX,13,39,1,25.5%,9,12,1,30.0%,5,0,1,27.8%,All Denard Robinson red zone rushing plays,RobiDe00
Andy Dalton,CIN,12,25,3,14.5%,7,18,3,14.6%,1,3,1,5.9%,All Andy Dalton red zone rushing plays,DaltAn00
James Starks,GNB,12,32,0,27.9%,7,11,0,31.8%,1,0,0,9.1%,All James Starks red zone rushing plays,StarJa00
Spencer Ware,KAN,12,36,6,22.2%,10,30,6,27.8%,7,17,5,43.8%,All Spencer Ware red zone rushing plays,WareSp00
Ameer Abdullah,DET,11,58,1,26.2%,2,4,0,10.0%,2,4,0,15.4%,All Ameer Abdullah red zone rushing plays,AbduAm00
Melvin Gordon,SDG,11,27,0,28.9%,5,9,0,31.3%,1,0,0,14.3%,All Melvin Gordon red zone rushing plays,GordMe00
Karlos Williams,BUF,11,22,4,17.2%,5,2,3,17.2%,3,5,3,30.0%,All Karlos Williams red zone rushing plays,WillKa01
Jay Ajayi,MIA,10,34,1,23.3%,6,10,0,27.3%,2,0,0,22.2%,All Jay Ajayi red zone rushing plays,AjayJa00
Duke Johnson,CLE,10,9,0,18.5%,2,-5,0,8.3%,2,-5,0,25.0%,All Duke Johnson red zone rushing plays,JohnDu00
Dion Lewis,NWE,10,51,2,15.4%,5,25,2,14.3%,1,2,0,5.0%,All Dion Lewis red zone rushing plays,LewiDi00
Darren Sproles,PHI,10,31,3,17.9%,5,10,3,15.6%,2,2,2,11.8%,All Darren Sproles red zone rushing plays,SproDa00
Terron Ward,ATL,10,24,1,13.2%,5,6,1,12.5%,2,0,0,10.0%,All Terron Ward red zone rushing plays,WardTe00
Andre Williams,NYG,10,1,1,21.3%,8,-1,1,33.3%,7,-3,1,50.0%,All Andre Williams red zone rushing plays,WillAn00
Russell Wilson,SEA,10,57,1,14.9%,4,16,1,11.4%,1,0,0,5.9%,All Russell Wilson red zone rushing plays,WilsRu00
Teddy Bridgewater,MIN,9,48,3,12.5%,4,16,2,10.3%,1,1,1,5.3%,All Teddy Bridgewater red zone rushing plays,BridTe00
Ryan Fitzpatrick,NYJ,9,48,2,14.8%,5,15,1,16.1%,0,0,0,.0%,All Ryan Fitzpatrick red zone rushing plays,FitzRy00
Arian Foster,HOU,9,22,1,16.1%,4,4,1,15.4%,1,2,1,14.3%,All Arian Foster red zone rushing plays,FostAr00
Jonas Gray,2TM,9,23,0,,3,5,0,,0,0,0,,All Jonas Gray red zone rushing plays,GrayJo00
DuJuan Harris,2TM,9,18,0,,4,5,0,,0,0,0,,All DuJuan Harris red zone rushing plays,HarrDu01
Jerick McKinnon,MIN,9,29,1,12.5%,5,11,1,12.8%,1,2,0,5.3%,All Jerick McKinnon red zone rushing plays,McKiJe00
Khiry Robinson,NOR,9,29,4,12.5%,6,12,4,14.6%,5,6,3,20.0%,All Khiry Robinson red zone rushing plays,RobiKh00
Jameis Winston,TAM,9,34,6,13.8%,8,30,6,25.0%,5,13,4,33.3%,All Jameis Winston red zone rushing plays,WinsJa00
Ahmad Bradshaw,IND,8,2,0,13.3%,4,0,0,16.7%,1,-1,0,8.3%,All Ahmad Bradshaw red zone rushing plays,BradAh00
Ka'Deem Carey,CHI,8,13,2,13.6%,2,5,2,5.6%,2,5,2,10.5%,All Ka'Deem Carey red zone rushing plays,CareKa00
Jamaal Charles,KAN,8,30,3,14.8%,6,24,3,16.7%,1,4,1,6.3%,All Jamaal Charles red zone rushing plays,CharJa00
Joseph Randle,DAL,8,7,3,20.5%,4,3,3,18.2%,4,3,3,40.0%,All Joseph Randle red zone rushing plays,RandJo01
Shane Vereen,NYG,8,16,0,17.0%,2,0,0,8.3%,1,-2,0,7.1%,All Shane Vereen red zone rushing plays,VereSh00
Cameron Artis-Payne,CAR,7,18,1,6.7%,1,-2,0,2.0%,1,-2,0,3.8%,All Cameron Artis-Payne red zone rushing plays,ArtiCa00
Brandon Bolden,NWE,7,6,0,10.8%,4,3,0,11.4%,3,1,0,15.0%,All Brandon Bolden red zone rushing plays,BoldBr00
Blake Bortles,JAX,7,22,2,13.7%,4,3,2,13.3%,4,3,2,22.2%,All Blake Bortles red zone rushing plays,BortBl00
Bryce Brown,SEA,7,15,1,10.4%,3,4,1,8.6%,1,1,1,5.9%,All Bryce Brown red zone rushing plays,BrowBr02
Kirk Cousins,WAS,7,25,5,11.5%,6,12,4,19.4%,3,4,3,25.0%,All Kirk Cousins red zone rushing plays,CousKi00
Mike Davis,SFO,7,7,0,15.2%,5,6,0,22.7%,3,2,0,27.3%,All Mike Davis red zone rushing plays,DaviMi01
Shaun Draughn,2TM,7,11,1,,3,1,1,,1,1,1,,All Shaun Draughn red zone rushing plays,DrauSh00
Toby Gerhart,JAX,7,5,0,13.7%,5,1,0,16.7%,5,1,0,27.8%,All Toby Gerhart red zone rushing plays,GerhTo00
Jonathan Grimes,HOU,7,15,1,12.5%,3,6,1,11.5%,2,1,1,28.6%,All Jonathan Grimes red zone rushing plays,GrimJo01
Bilal Powell,NYJ,7,24,1,11.5%,0,0,0,.0%,0,0,0,.0%,All Bilal Powell red zone rushing plays,PoweBi00
Josh Robinson,IND,7,19,0,11.7%,3,4,0,12.5%,2,3,0,16.7%,All Josh Robinson red zone rushing plays,RobiJo02
Aaron Rodgers,GNB,7,46,1,16.3%,4,11,0,18.2%,2,1,0,18.2%,All Aaron Rodgers red zone rushing plays,RodgAa00
Bishop Sankey,TEN,7,24,1,16.3%,3,4,1,11.1%,2,0,1,12.5%,All Bishop Sankey red zone rushing plays,SankBi00
Terrance West,2TM,7,8,0,,5,4,0,,3,2,0,,All Terrance West red zone rushing plays,WestTe00
Matt Asiata,MIN,6,14,0,8.3%,2,2,0,5.1%,1,1,0,5.3%,All Matt Asiata red zone rushing plays,AsiaMa00
Tom Brady,NWE,6,18,3,9.2%,4,5,3,11.4%,3,3,3,15.0%,All Tom Brady red zone rushing plays,BradTo00
Donald Brown,SDG,6,3,1,15.8%,2,-1,1,12.5%,1,1,1,14.3%,All Donald Brown red zone rushing plays,BrowDo00
Andrew Luck,IND,6,28,0,10.0%,1,-1,0,4.2%,1,-1,0,8.3%,All Andrew Luck red zone rushing plays,LuckAn00
Johnny Manziel,CLE,6,29,0,11.1%,2,6,0,8.3%,0,0,0,.0%,All Johnny Manziel red zone rushing plays,ManzJo00
Jamize Olawale,OAK,6,39,1,12.8%,1,3,0,3.7%,0,0,0,.0%,All Jamize Olawale red zone rushing plays,OlawJa00
Chris Polk,HOU,6,18,1,10.7%,3,4,1,11.5%,1,1,1,14.3%,All Chris Polk red zone rushing plays,PolkCh00
Alex Smith,KAN,6,32,2,11.1%,2,9,1,5.6%,1,3,1,6.3%,All Alex Smith red zone rushing plays,SmitAl03
Matthew Stafford,DET,6,3,1,14.3%,4,1,1,20.0%,2,-2,0,15.4%,All Matthew Stafford red zone rushing plays,StafMa00
Robert Turbin,2TM,6,13,1,,4,11,1,,0,0,0,,All Robert Turbin red zone rushing plays,TurbRo00
Fozzy Whittaker,CAR,6,38,1,5.7%,0,0,0,.0%,0,0,0,.0%,All Fozzy Whittaker red zone rushing plays,WhitFo00
Orleans Darkwa,NYG,5,22,1,10.6%,3,2,0,12.5%,2,0,0,14.3%,All Orleans Darkwa red zone rushing plays,DarkOr00
Anthony Dixon,BUF,5,7,1,7.8%,4,6,1,13.8%,1,1,1,10.0%,All Anthony Dixon red zone rushing plays,DixoAn00
Josh McCown,CLE,5,25,1,9.3%,1,10,1,4.2%,0,0,0,.0%,All Josh McCown red zone rushing plays,McCoJo01
Brock Osweiler,DEN,5,17,1,9.8%,3,9,1,11.1%,0,0,0,.0%,All Brock Osweiler red zone rushing plays,OsweBr00
Theo Riddick,DET,5,20,0,11.9%,2,7,0,10.0%,1,3,0,7.7%,All Theo Riddick red zone rushing plays,RiddTh00
C.J. Spiller,NOR,5,21,0,6.9%,3,5,0,7.3%,1,2,0,4.0%,All C.J. Spiller red zone rushing plays,SpilC.00
Stepfan Taylor,ARI,5,6,0,8.2%,2,2,0,5.9%,1,0,0,5.3%,All Stepfan Taylor red zone rushing plays,TaylSt00
James White,NWE,5,6,2,7.7%,5,6,2,14.3%,3,-1,1,15.0%,All James White red zone rushing plays,WhitJa02
Drew Brees,NOR,4,-4,1,5.6%,3,-3,1,7.3%,1,1,1,4.0%,All Drew Brees red zone rushing plays,BreeDr00
Derek Carr,OAK,4,18,0,8.5%,1,1,0,3.7%,0,0,0,.0%,All Derek Carr red zone rushing plays,CarrDe02
David Cobb,TEN,4,5,1,9.3%,2,5,1,7.4%,1,1,1,6.3%,All David Cobb red zone rushing plays,CobbDa00
Jay Cutler,CHI,4,9,1,6.8%,1,4,1,2.8%,1,4,1,5.3%,All Jay Cutler red zone rushing plays,CutlJa00
Joe Flacco,BAL,4,5,3,8.3%,3,3,3,12.0%,3,3,3,20.0%,All Joe Flacco red zone rushing plays,FlacJo00
Mike Gillislee,BUF,4,11,1,6.3%,1,-2,0,3.4%,0,0,0,.0%,All Mike Gillislee red zone rushing plays,GillMi00
John Kuhn,GNB,4,12,2,9.3%,2,6,2,9.1%,1,1,1,9.1%,All John Kuhn red zone rushing plays,KuhnJo00
Eli Manning,NYG,4,-3,0,8.5%,1,0,0,4.2%,0,0,0,.0%,All Eli Manning red zone rushing plays,MannEl00
EJ Manuel,BUF,4,10,1,6.3%,2,4,1,6.9%,1,2,1,10.0%,All EJ Manuel red zone rushing plays,ManuEJ00
Marcus Mariota,TEN,4,0,0,9.3%,3,-5,0,11.1%,2,-4,0,12.5%,All Marcus Mariota red zone rushing plays,MariMa01
Tre Mason,STL,4,3,1,9.8%,4,3,1,16.0%,2,3,1,16.7%,All Tre Mason red zone rushing plays,MasoTr00
Ben Roethlisberger,PIT,4,13,0,5.8%,4,13,0,8.9%,2,-2,0,8.3%,All Ben Roethlisberger red zone rushing plays,RoetBe00
Matt Ryan,ATL,4,9,0,5.3%,1,0,0,2.5%,1,0,0,5.0%,All Matt Ryan red zone rushing plays,RyanMa00
Tavon Austin,STL,3,23,3,7.3%,2,7,2,8.0%,1,2,1,8.3%,All Tavon Austin red zone rushing plays,AustTa00
Benny Cunningham,STL,3,5,0,7.3%,1,0,0,4.0%,0,0,0,.0%,All Benny Cunningham red zone rushing plays,CunnBe01
Nick Foles,STL,3,10,1,7.3%,2,0,1,8.0%,1,1,1,8.3%,All Nick Foles red zone rushing plays,FoleNi00
Jalston Fowler,TEN,3,6,1,7.0%,3,6,1,11.1%,2,4,1,12.5%,All Jalston Fowler red zone rushing plays,FowlJa00
Matt Hasselbeck,IND,3,3,0,5.0%,1,-2,0,4.2%,0,0,0,.0%,All Matt Hasselbeck red zone rushing plays,HassMa00
Jarryd Hayne,SFO,3,9,0,6.5%,2,1,0,9.1%,1,1,0,9.1%,All Jarryd Hayne red zone rushing plays,HaynJa00
Akeem Hunt,HOU,3,15,0,5.4%,1,0,0,3.8%,0,0,0,.0%,All Akeem Hunt red zone rushing plays,HuntAk01
Joey Iosefa,NWE,3,2,0,4.6%,0,0,0,.0%,0,0,0,.0%,All Joey Iosefa red zone rushing plays,IoseJo00
Fred Jackson,SEA,3,7,0,4.5%,0,0,0,.0%,0,0,0,.0%,All Fred Jackson red zone rushing plays,JackFr02
Will Johnson,PIT,3,1,1,4.3%,3,1,1,6.7%,3,1,1,12.5%,All Will Johnson red zone rushing plays,JohnWi00
Christine Michael,SEA,3,12,0,4.5%,1,0,0,2.9%,1,0,0,5.9%,All Christine Michael red zone rushing plays,MichCh00
Matt Moore,MIA,3,-2,0,7.0%,0,0,0,.0%,0,0,0,.0%,All Matt Moore red zone rushing plays,MoorMa01
Carson Palmer,ARI,3,15,1,4.9%,3,15,1,8.8%,1,-1,0,5.3%,All Carson Palmer red zone rushing plays,PalmCa00
Marcel Reece,OAK,3,3,0,6.4%,2,2,0,7.4%,2,2,0,20.0%,All Marcel Reece red zone rushing plays,ReecMa00
Stevan Ridley,NYJ,3,4,0,4.9%,1,2,0,3.2%,1,2,0,5.0%,All Stevan Ridley red zone rushing plays,RidlSt00
Mohamed Sanu,CIN,3,12,1,3.6%,3,12,1,6.3%,0,0,0,.0%,All Mohamed Sanu red zone rushing plays,SanuMo00
Zac Stacy,NYJ,3,6,1,4.9%,2,4,1,6.5%,2,4,1,10.0%,All Zac Stacy red zone rushing plays,StacZa00
Chris Thompson,WAS,3,1,0,4.9%,2,-2,0,6.5%,1,-1,0,8.3%,All Chris Thompson red zone rushing plays,ThomCh03
T.J. Yates,HOU,3,-5,0,5.4%,0,0,0,.0%,0,0,0,.0%,All T.J. Yates red zone rushing plays,YateT.00
,2TM,2,0,0,,0,0,0,,0,0,0,,All red zone rushing plays,-9999
Kenjon Barner,PHI,2,6,0,3.6%,1,5,0,3.1%,0,0,0,.0%,All Kenjon Barner red zone rushing plays,BarnKe00
Travaris Cadet,2TM,2,4,0,,1,1,0,,1,1,0,,All Travaris Cadet red zone rushing plays,CadeTr00
B.J. Daniels,HOU,2,3,0,3.6%,0,0,0,.0%,0,0,0,.0%,All B.J. Daniels red zone rushing plays,DaniB.00
Knile Davis,KAN,2,10,1,3.7%,1,8,1,2.8%,0,0,0,.0%,All Knile Davis red zone rushing plays,DaviKn00
Andre Ellington,ARI,2,-1,1,3.3%,2,-1,1,5.9%,1,1,1,5.3%,All Andre Ellington red zone rushing plays,ElliAn00
Blaine Gabbert,SFO,2,9,0,4.3%,2,9,0,9.1%,0,0,0,.0%,All Blaine Gabbert red zone rushing plays,GabbBl00
Kendall Gaskins,SFO,2,1,0,4.3%,2,1,0,9.1%,1,0,0,9.1%,All Kendall Gaskins red zone rushing plays,GaskKe00
Steven Jackson,NWE,2,4,1,3.1%,1,2,1,2.9%,1,2,1,5.0%,All Steven Jackson red zone rushing plays,JackSt00
Tarvaris Jackson,SEA,2,-2,0,3.0%,0,0,0,.0%,0,0,0,.0%,All Tarvaris Jackson red zone rushing plays,JackTa00
Colin Kaepernick,SFO,2,14,1,4.3%,1,2,0,4.5%,1,2,0,9.1%,All Colin Kaepernick red zone rushing plays,KaepCo00
Zach Line,MIN,2,2,2,2.8%,2,2,2,5.1%,2,2,2,10.5%,All Zach Line red zone rushing plays,LineZa01
Dexter McCluster,TEN,2,3,0,4.7%,0,0,0,.0%,0,0,0,.0%,All Dexter McCluster red zone rushing plays,McClDe00
Colt McCoy,WAS,2,-2,0,3.3%,0,0,0,.0%,0,0,0,.0%,All Colt McCoy red zone rushing plays,McCoCo00
Zach Mettenberger,TEN,2,10,1,4.7%,1,5,1,3.7%,0,0,0,.0%,All Zach Mettenberger red zone rushing plays,MettZa00
Lorenzo Taliaferro,BAL,2,8,1,4.2%,2,8,1,8.0%,1,1,0,6.7%,All Lorenzo Taliaferro red zone rushing plays,TaliLo00
Ryan Tannehill,MIA,2,6,1,4.7%,2,6,1,9.1%,1,1,1,11.1%,All Ryan Tannehill red zone rushing plays,TannRy00
Pierre Thomas,2TM,2,4,0,,0,0,0,,0,0,0,,All Pierre Thomas red zone rushing plays,ThomPi00
Brandon Weeden,HOU,2,11,1,3.6%,2,11,1,7.7%,0,0,0,.0%,All Brandon Weeden red zone rushing plays,WeedBr00
Dwayne Allen,IND,1,1,0,1.7%,0,0,0,.0%,0,0,0,.0%,All Dwayne Allen red zone rushing plays,AlleDw00
Tommy Bohanon,NYJ,1,2,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Tommy Bohanon red zone rushing plays,BohaTo00
Martavis Bryant,PIT,1,11,1,1.4%,0,0,0,.0%,0,0,0,.0%,All Martavis Bryant red zone rushing plays,BryaMa00
Michael Burton,DET,1,0,0,2.4%,1,0,0,5.0%,1,0,0,7.7%,All Michael Burton red zone rushing plays,BurtMi00
Andre Caldwell,DEN,1,3,0,2.0%,0,0,0,.0%,0,0,0,.0%,All Andre Caldwell red zone rushing plays,CaldAn00
Michael Campanaro,BAL,1,9,1,2.1%,1,9,1,4.0%,0,0,0,.0%,All Michael Campanaro red zone rushing plays,CampMi02
Matt Cassel,DAL,1,4,0,2.6%,1,4,0,4.5%,0,0,0,.0%,All Matt Cassel red zone rushing plays,CassMa00
Derrick Coleman,SEA,1,-2,0,1.5%,1,-2,0,2.9%,1,-2,0,5.9%,All Derrick Coleman red zone rushing plays,ColeDe00
Patrick DiMarco,ATL,1,0,0,1.3%,1,0,0,2.5%,1,0,0,5.0%,All Patrick DiMarco red zone rushing plays,DiMaPa00
Chris Hogan,BUF,1,4,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Chris Hogan red zone rushing plays,HogaCh00
Michael Hoomanawanui,NOR,1,0,0,1.4%,1,0,0,2.4%,1,0,0,4.0%,All Michael Hoomanawanui red zone rushing plays,HoomMi00
Brian Hoyer,HOU,1,2,0,1.8%,0,0,0,.0%,0,0,0,.0%,All Brian Hoyer red zone rushing plays,HoyeBr00
Austin Johnson,NOR,1,1,1,1.4%,1,1,1,2.4%,1,1,1,4.0%,All Austin Johnson red zone rushing plays,JohnAu00
Marvin Jones,CIN,1,-8,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Marvin Jones red zone rushing plays,JoneMa02
Jeremy Maclin,KAN,1,-3,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Jeremy Maclin red zone rushing plays,MaclJe00
Ryan Mallett,HOU,1,6,1,1.8%,1,6,1,3.8%,0,0,0,.0%,All Ryan Mallett red zone rushing plays,MallRy00
A.J. McCarron,CIN,1,-2,0,1.2%,0,0,0,.0%,0,0,0,.0%,All A.J. McCarron red zone rushing plays,McCaA.00
Bruce Miller,SFO,1,1,1,2.2%,1,1,1,4.5%,1,1,1,9.1%,All Bruce Miller red zone rushing plays,MillBr02
Branden Oliver,SDG,1,4,0,2.6%,0,0,0,.0%,0,0,0,.0%,All Branden Oliver red zone rushing plays,OlivBr01
Bernard Pierce,JAX,1,0,0,2.0%,1,0,0,3.3%,0,0,0,.0%,All Bernard Pierce red zone rushing plays,PierBe00
Dontari Poe,KAN,1,1,1,1.9%,1,1,1,2.8%,1,1,1,6.3%,All Dontari Poe red zone rushing plays,PoexDo00
Jay Prosch,HOU,1,1,0,1.8%,1,1,0,3.8%,1,1,0,14.3%,All Jay Prosch red zone rushing plays,ProsJa00
Bobby Rainey,TAM,1,7,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Bobby Rainey red zone rushing plays,RainBo00
Philip Rivers,SDG,1,4,0,2.6%,0,0,0,.0%,0,0,0,.0%,All Philip Rivers red zone rushing plays,RivePh00
Tony Romo,DAL,1,3,0,2.6%,0,0,0,.0%,0,0,0,.0%,All Tony Romo red zone rushing plays,RomoTo00
Matt Schaub,BAL,1,0,0,2.1%,1,0,0,4.0%,1,0,0,6.7%,All Matt Schaub red zone rushing plays,SchaMa00
Anthony Sherman,KAN,1,0,0,1.9%,1,0,0,2.8%,0,0,0,.0%,All Anthony Sherman red zone rushing plays,SherAn00
De'Anthony Thomas,KAN,1,10,1,1.9%,1,10,1,2.8%,0,0,0,.0%,All De'Anthony Thomas red zone rushing plays,ThomDe05
Juwan Thompson,DEN,1,1,0,2.0%,1,1,0,3.7%,1,1,0,7.1%,All Juwan Thompson red zone rushing plays,ThomJu01
Fitzgerald Toussaint,PIT,1,0,0,1.4%,1,0,0,2.2%,0,0,0,.0%,All Fitzgerald Toussaint red zone rushing plays,TousFi00
Will Tukuafu,SEA,1,1,1,1.5%,1,1,1,2.9%,1,1,1,5.9%,All Will Tukuafu red zone rushing plays,TukuWi00
Damien Williams,MIA,1,0,0,2.3%,0,0,0,.0%,0,0,0,.0%,All Damien Williams red zone rushing plays,WillDa05
George Winn,DET,1,0,0,2.4%,1,0,0,5.0%,1,0,0,7.7%,All George Winn red zone rushing plays,WinnGe00
Charles Woodson,OAK,1,-3,0,2.1%,1,-3,0,3.7%,0,0,0,.0%,All Charles Woodson red zone rushing plays,WoodCh00
Zach Zenner,DET,1,3,0,2.4%,0,0,0,.0%,0,0,0,.0%,All Zach Zenner red zone rushing plays,ZennZa00
