player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Larry Fitzgerald,1724,WR,ARZ,16,107,0,1,0,-1.6,1,100,,0,0,0,0,0,0,91.4,42.2,0,8,0,0,74,8,93.2,69,81.3,8,11.6,0,28,41,5.1,3.5,0.41,10.1,8,64.5,50,10,20,3.9,2,31,0,90,73.9,3,32,0,0,419,49,94.5,396,82.1,76,19.2,3,540,152,3.1,11,1.36
Julian Edelman,5156,WR,NE,12,105,0,19,0,-1.9,2,90.9,,0,0,9.1,1,2,0,56.2,61,0,9,0,0,41,10,97.6,40,112.9,11,27.5,1,42,61,6.1,4.2,1.05,7.7,3,73.8,25,2,8,11.1,6,26,0,51,78.7,1,34,0,0,303,48,96.4,292,113,65,22.3,4,550,235,4.9,11.5,1.88
Golden Tate,5585,WR,PHI,15,105,0,24,0,-2.2,5,87.5,,0,0,6.7,1,1,1,75.2,59,0,9,0,0,47,14,97.9,46,88,16,34.8,0,82,113,8.1,5.9,1.78,7.7,11,66.7,46.2,6,13,9.4,5,18,2,65.5,70.5,2,67,0,0,307,48,94.8,291,89.1,72,24.7,3,504,253,5.3,10.5,1.73
Tyler Boyd,10689,WR,CIN,14,103,0,7,0,-2.8,0,100,,0,0,0,0,3,0,91.6,64.1,0,36,0,0,50,9,96,48,100.9,9,18.8,0,74,99,11,8.2,1.54,9.8,4,69.3,41.7,5,12,3.7,2,34,0,90.7,87.6,0,49,0,0,394,52,92.9,366,113.9,75,20.5,3,733,314,6,14.1,2
Adam Humphries,10075,WR,TB,16,103,0,30,0,-2.1,3,93.8,,0,0,6.3,1,4,0,81.2,91.3,0,39,0,0,38,15,92.1,35,101,16,45.7,0,132,162,10.8,8.8,3.77,6.9,6,72.8,30,3,10,1.7,1,42,0,89.1,74.7,1,51,0,0,507,59,93.1,472,104.2,81,17.2,3,666,321,5.4,11.3,1.41
Amari Cooper,9437,WR,DAL,15,102,0,9,0,-0.7,1,100,,0,0,0,0,2,0,91.1,54,0,13,0,0,63,7,95.2,60,93.5,7,11.7,0,45,50,7.1,6.4,0.75,8.2,1,70,,0,0,6.7,1,10,0,65,72.6,2,90,0,0,130,14,93.1,121,90.8,20,16.5,2,176,111,7.9,12.6,1.45
Sterling Shepard,10674,WR,NYG,16,102,0,21,0,0,1,100,,0,0,0,0,1,0,90.6,44.2,0,20,0,0,47,5,93.6,44,94.2,5,11.4,0,33,33,6.6,6.6,0.75,9,3,69,42.9,6,14,9.1,4,29,0,40.4,64.3,1,53,0.3,1,368,40,94.8,349,107.3,58,16.6,4,444,166,4.2,11.1,1.27
Zay Jones,11792,WR,BUF,16,99,0,4,0,-3,0,100,,0,0,0,0,0,0,88.7,46.7,0,4,1.9,1,53,2,84.9,45,83.3,2,4.4,0,8,14,7,4,0.18,13,0,64.1,50,4,8,7.4,2,14,1,63.9,53,1,57,3.1,9,289,25,91,263,112.8,39,14.8,4,316,67,2.7,12.6,1.2
Jared Cook,5012,TE,OAK,16,99,0,23,0,-0.8,0,100,,0,0,0,0,2,0,90.2,60.6,0,16,9.1,5,55,4,85.5,47,102.1,4,8.5,0,34,37,9.3,8.5,0.72,10.6,2,71.1,50,4,8,10,3,18,0,57,83.8,1,45,0,0,179,27,96.1,172,113.6,38,22.1,3,337,116,4.3,12.5,1.96
Alvin Kamara,11822,HB,NO,15,98,0,20,0,-4.3,3,96.6,100,1,1,0,0,7,0,94,99.9,0,25,0,0,50,28,96,48,89.4,29,60.4,0,158,279,10,5.6,3.29,3.3,8,86.7,100,1,1,0,0,7,0,86.2,91.5,0,23,0,0,66,13,95.5,63,119.7,15,23.8,1,111,98,7.5,8.5,1.76
Michael Crabtree,4933,WR,BLT,16,98,0,3,0,-1,1,100,,0,0,0,0,0,0,84.5,55.5,0,7,0,0,26,2,88.5,23,85.4,2,8.7,0,9,11,5.5,4.5,0.39,8.3,2,46.7,100,1,1,30,3,5,0,26.5,58.5,0,19,0,0,72,7,91.7,66,61.8,15,22.7,0,75,21,3,10.7,1.14
Emmanuel Sanders,5606,WR,DEN,12,97,0,10,0,-1.2,0,100,,0,0,0,0,3,1,92.4,72.6,0,15,2.4,1,42,13,90.5,38,85.3,13,34.2,0,58,74,5.7,4.5,1.53,7.3,5,75.5,28.6,2,7,4.8,2,18,1,61.3,74.3,0,64,0,0,276,40,92.8,256,110.9,53,20.7,2,424,182,4.6,10.6,1.66
Dede Westbrook,11865,WR,JAX,16,96,0,15,0,-2.4,2,100,,0,0,0,0,3,1,92.9,75.1,0,15,2.3,1,44,15,88.6,39,84.2,15,38.5,0,63,99,6.6,4.2,1.62,8.5,7,69.9,38.5,5,13,6.5,4,34,1,74.1,75.2,3,61,0.2,1,511,58,96.5,493,97.8,83,16.8,5,646,330,5.7,11.1,1.31
Allen Robinson II,8696,WR,CHI,13,94,0,6,0,-2.5,0,100,,0,0,0,0,1,0,84.5,40.2,0,8,0,0,65,2,92.3,60,85.4,2,3.3,0,9,14,7,4.5,0.15,10.7,1,64.3,60,6,10,10,2,13,0,84.3,81.1,0,35,0,0,191,18,93.7,179,116.7,28,15.6,2,250,91,5.1,13.9,1.4
Taylor Gabriel,9002,WR,CHI,16,91,0,6,0,-2.8,2,93.8,,0,0,0,0,3,0,92.7,66.3,0,16,0,0,62,15,95.2,59,102.9,16,27.1,1,59,101,6.7,3.9,1,7.6,2,84,100,4,4,0,0,7,0,82.4,65.4,1,33,0.9,1,115,21,93,107,93.2,25,23.4,1,179,87,4.1,8.5,1.67
Willie Snead IV,8999,WR,BLT,16,91,0,3,0,-2.2,0,100,,0,0,0,0,0,0,90.6,48.8,0,6,0,0,28,5,89.3,25,79.2,5,20,0,15,26,5.2,3,0.6,8.1,12,69.7,55.6,5,9,7,4,30,0,47.7,61.2,2,28,0.3,1,396,53,91.4,362,83.8,76,21,1,550,243,4.6,10.4,1.52
Mohamed Sanu,7084,WR,ATL,16,91,0,2,0,-3.5,1,87.5,,0,0,0,0,2,0,91.4,67.4,0,14,0,0,44,7,97.7,43,91.1,8,18.6,0,47,73,10.4,6.7,1.09,8,8,72.9,46.2,6,13,1.9,1,30,1,90.9,64.8,0,43,0,0,451,51,94.7,427,113.5,70,16.4,3,612,291,5.7,12,1.43
John Brown,8726,WR,BLT,16,91,0,3,0,,0,,,0,0,,0,0,0,,42.9,0,0,0,0,23,0,95.7,22,0,0,0,0,0,0,,,0,16.5,0,54.5,100,3,3,14.3,2,9,0,28.3,58,1,45,0,0,122,12,95.1,116,100.6,22,19,2,220,41,3.4,18.3,1.9
Ezekiel Elliott,10638,HB,DAL,15,91,0,9,0,-3.8,5,100,,0,0,0,0,9,0,91.4,97.4,0,38,7.1,4,56,25,87.5,49,129.2,25,51,2,215,311,12.4,8.6,4.39,9.3,1,57.1,50,1,2,20,1,1,0,69.9,68.7,0,34,0,0,38,4,97.4,37,80.1,7,18.9,0,51,15,3.8,12.8,1.38
Calvin Ridley,48262,WR,ATL,16,91,0,2,0,-3.3,0,87.5,,0,0,12.5,1,0,0,39.4,41.1,0,7,0,0,36,7,97.2,35,79.2,8,22.9,0,15,42,6,2.1,0.43,4.1,1,86.4,100,1,1,5,1,7,0,49.8,70.1,0,40,0,0,118,19,95.8,113,124.4,22,19.5,2,145,101,5.3,7.6,1.28
Alshon Jeffery,7048,WR,PHI,13,90,0,24,0,-1.8,2,100,,0,0,0,0,4,0,91.6,59.7,0,15,0,0,61,9,100,61,129.4,9,14.8,2,50,66,7.3,5.6,0.82,16.6,1,33.3,20,1,5,20,1,3,0,64.4,74.7,1,52,0,0,92,4,95.7,88,34,12,13.6,0,112,45,11.3,28,1.27
Nelson Agholor,9453,WR,PHI,16,90,0,24,0,-3.4,6,93.3,,0,0,6.7,1,1,1,72.7,53.6,0,13,0,0,79,14,97.5,77,79.2,15,19.5,0,40,88,6.3,2.9,0.52,10,9,69.6,33.3,2,6,7.1,3,17,1,67.6,59.9,0,83,0.3,1,354,39,95.5,338,110.9,56,16.6,3,443,246,6.3,11.4,1.31
Chris Godwin,11839,WR,TB,16,90,0,30,0,0,0,100,,0,0,0,0,2,0,84.5,59.7,0,19,0,0,36,2,86.1,31,118.8,2,6.5,0,30,30,15,15,0.97,11,4,68.2,40,2,5,0,0,10,2,91.1,79.6,1,23,0,0,133,15,92.5,123,93.4,22,17.9,1,202,69,4.6,13.5,1.64
Tarik Cohen,11874,HB,CHI,16,87,0,6,0,-3,5,92,,0,0,0,0,8,0,93.4,94.8,0,70,0,0,53,23,92.5,49,122.5,25,51,2,175,245,10.7,7.6,3.57,6.1,1,88.2,100,1,1,0,0,6,0,91.4,88.5,1,46,0,0,65,15,90.8,59,88.2,17,28.8,0,188,83,5.5,12.5,3.19
Robbie Chosen,11254,WR,NYJ,14,87,0,22,0,-3,0,100,,0,0,0,0,0,0,78.7,46.2,0,11,0,0,44,1,93.2,41,112.5,1,2.4,0,11,14,14,11,0.27,15.4,0,78.6,50,2,4,8.3,1,8,1,88.5,69,0,33,0,0,106,11,98.1,104,150.3,14,13.5,2,148,25,2.3,13.5,1.42
Demaryius Thomas,5547,WR,HST,15,87,0,13,0,-2.6,2,92.9,,0,0,7.1,1,5,0,69.2,75.2,0,31,0,0,44,13,95.5,42,98.5,14,33.3,0,107,143,11,8.2,2.55,8.1,4,75.9,50,2,4,4.3,1,13,0,53.1,67.1,0,31,0,0,164,22,93.9,154,121.8,29,18.8,2,233,139,6.3,10.6,1.51
Jordy Nelson,4350,WR,OAK,15,86,0,23,0,-2,1,80,,0,0,20,1,0,0,29.2,43.1,0,7,0,0,52,4,94.2,49,79.2,5,10.2,0,13,22,5.5,3.3,0.27,7.8,0,79.2,0,0,1,5,1,9,0,90.2,62.9,0,66,0.5,1,191,19,94.2,180,114.9,24,13.3,1,198,91,4.8,10.4,1.1
Austin Hooper,10715,TE,ATL,16,86,0,2,0,-2,0,66.7,,0,0,0,0,0,0,84.5,39,0,6,14,6,43,2,83.7,36,70.1,3,8.3,0,6,9,4.5,3,0.17,6.3,2,86.2,62.5,5,8,3.8,1,12,0,90.7,62.3,0,23,0,0,214,25,94.4,202,122.3,29,14.4,2,227,67,2.7,9.1,1.12
Donte Moncrief,8725,WR,JAX,16,85,0,15,0,2,0,100,,0,0,0,0,1,0,84.5,48.6,0,18,0,0,44,2,90.9,40,118.8,2,5,0,30,26,13,15,0.75,8.4,0,100,,0,0,0,0,2,0,62.2,62.2,0,80,0,0,41,5,92.7,38,158.3,5,13.2,1,99,57,11.4,19.8,2.61
Cole Beasley,7330,WR,DAL,16,85,0,9,0,-3.2,1,100,,0,0,0,0,1,0,90.9,61.8,0,8,0,0,42,5,95.2,40,79.2,5,12.5,0,13,29,5.8,2.6,0.33,8.4,2,77.1,50,3,6,3.6,2,36,0,90.2,78.1,0,32,0,0,451,54,93.3,421,117.1,70,16.6,3,613,192,3.6,11.4,1.46
Jimmy Graham,5619,TE,GB,16,83,0,12,0,-0.5,0,100,,0,0,0,0,0,0,84.5,34.5,0,5,0,0,67,2,98.5,66,83.3,2,3,0,8,9,4.5,4,0.12,9.4,5,72,41.7,5,12,2.7,1,19,0,89.8,60.5,1,34,1.8,7,380,36,92.1,350,92.3,50,14.3,1,383,152,4.2,10.6,1.09
David Njoku,11784,TE,CLV,16,83,0,8,0,-3,4,100,,0,0,0,0,2,0,91.1,54.1,0,11,9,7,78,7,85.9,67,118.8,7,10.4,1,12,33,4.7,1.7,0.18,9.7,2,75,100,3,3,10,1,4,0,32.4,59.6,1,66,0.8,1,118,9,91.5,108,81.9,12,11.1,0,162,113,12.6,18,1.5
Courtland Sutton,48164,WR,DEN,16,79,0,10,0,,0,,,0,0,,0,0,0,,37.9,0,0,0,0,51,0,90.2,46,0,0,0,0,0,0,,,0,14.9,1,56.3,50,1,2,10,1,7,0,47.9,65.6,1,25,0,0,93,9,93.5,87,93.2,16,18.4,2,118,32,3.6,13.1,1.36
Nyheim Hines,48103,HB,IND,16,78,0,14,0,-3.9,2,86.7,100,1,1,7.1,1,4,0,71.9,96.1,0,21,7.1,2,28,13,89.3,25,84.4,15,60,0,64,116,8.9,4.9,2.56,3.1,0,92.9,100,3,3,0,0,6,0,69.6,87.2,0,19,0,0,32,13,90.6,29,114.9,14,48.3,1,82,40,3.1,6.3,2.83
Antonio Callaway,48101,WR,CLV,16,78,0,8,0,-2,0,91.7,,0,0,8.3,1,2,0,60.6,50.4,0,9,0,0,66,11,92.4,61,79.2,12,19.7,0,32,53,4.8,2.9,0.52,16.3,0,50,50,1,2,16.7,1,3,0,55.9,67.5,1,38,0,0,67,5,95.5,64,65.4,10,15.6,1,67,22,4.4,13.4,1.05
Jordan Reed,7866,TE,WAS,13,78,0,32,0,-1.6,0,75,0,0,1,0,0,1,0,91.1,86.7,0,10,6.1,2,33,6,87.9,29,84.4,8,27.6,0,38,47,7.8,6.3,1.31,5.4,2,68.4,20,1,5,3.7,1,12,0,84.1,73.5,0,27,0,0,165,26,93.3,154,103.3,38,24.7,2,243,129,5,9.3,1.58
A.J. Green,6156,WR,CIN,9,77,0,7,0,4,0,100,,0,0,0,0,0,0,78.7,50.6,0,7,0,0,30,1,100,30,95.8,1,3.3,0,7,3,3,7,0.23,15,2,74.1,88.9,8,9,4.8,1,17,0,69.1,90,1,38,0,0,88,20,95.5,84,140,27,32.1,4,361,91,4.6,18.1,4.3
Devin Funchess,9474,WR,CAR,14,77,0,5,0,,0,,,0,0,,0,0,0,,38.6,0,0,0,0,40,0,97.5,39,0,0,0,0,0,0,,,0,13.5,0,57.9,50,2,4,0,0,9,0,62.4,68.1,1,23,0,0,88,11,94.3,83,56.7,19,22.9,0,129,14,1.3,11.7,1.55
Jalen Richard,11395,HB,OAK,16,77,0,23,0,-2.9,2,94.4,,0,0,0,0,6,0,92.8,95.1,0,16,4.9,2,41,17,92.7,38,93.5,18,47.4,0,116,164,9.6,6.8,3.05,6,0,50,0,0,1,0,0,1,0,87.7,81.8,0,16,0,0,11,1,100,11,77.1,2,18.2,0,16,10,10,16,1.45
Todd Gurley II,9443,HB,LA,14,76,0,26,0,-4.8,6,91.3,100,1,1,4.5,1,10,1,63.8,93.1,0,56,7,4,57,21,82.5,47,138.4,23,48.9,2,236,336,16,11.2,5.02,2.1,3,71.4,66.7,2,3,16.7,3,7,0,34.2,69.9,1,32,1.1,1,89,15,92.1,82,85.6,21,25.6,1,141,96,6.4,9.4,1.72
Kyle Rudolph,6195,TE,MIN,16,76,0,18,0,,0,,,0,0,,0,0,0,,33.6,0,0,8.5,4,47,0,89.4,42,0,0,0,0,0,0,,,0,10.4,2,82.9,66.7,4,6,0,0,16,0,90.8,66.2,1,44,3.7,11,298,29,90.6,270,125.1,35,13,3,351,89,3.1,12.1,1.3
DJ Moore,48267,WR,CAR,16,76,0,5,0,-3.8,2,100,,0,0,0,0,4,0,92,74.5,0,15,2.2,1,46,11,93.5,43,90.9,11,25.6,0,64,106,9.6,5.8,1.49,8,5,80.8,0,0,2,0,0,13,0,69.3,76.3,0,51,0.7,1,152,21,92.1,140,123.4,26,18.6,1,274,190,9,13,1.96
Josh Doctson,10656,WR,WAS,15,75,0,32,0,-1,0,100,,0,0,0,0,0,0,84.5,40.8,0,-1,0,0,54,2,94.4,51,79.2,2,3.9,0,-2,0,0,-1,-0.04,15.9,0,50,40,2,5,0,0,5,0,62.8,56.5,2,31,0,0,112,7,92.9,104,38.4,14,13.5,0,115,36,5.1,16.4,1.11
Danny Amendola,4717,WR,MIA,15,75,0,17,0,-0.9,1,100,,0,0,0,0,1,0,92.4,48.7,0,10,0,0,56,14,94.6,53,87.2,14,26.4,0,69,82,5.9,4.9,1.3,7.6,1,79.6,55.6,5,9,2.3,1,21,0,81.8,68.1,2,39,0.3,1,354,43,93.8,332,91.1,54,16.3,1,437,148,3.4,10.2,1.32
Theo Riddick,7980,HB,DET,14,74,0,11,0,-4.8,3,95,,0,0,0,0,5,0,93,96.2,0,18,2.8,1,36,19,94.4,34,86.3,20,58.8,0,94,187,9.8,4.9,2.76,4.9,2,66.7,,0,0,20,2,4,0,66.2,79.1,0,18,0,0,41,8,92.7,38,83.3,12,31.6,0,74,60,7.5,9.3,1.95
Doug Baldwin,6615,WR,SEA,13,73,0,29,0,-3.3,0,100,,0,0,0,0,1,0,88.7,47.9,0,8,0,0,21,3,100,21,83.3,3,14.3,0,12,22,7.3,4,0.57,12.1,2,61.4,30.8,4,13,0,0,16,0,90.6,81.6,1,35,1.2,3,247,27,92.7,229,101,44,19.2,4,285,85,3.1,10.6,1.24
