player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
DeAndre Hopkins,7808,WR,HST,16,138,0,13,0,,0,,,0,0,,0,0,0,,40.9,0,0,0,0,29,0,100,29,0,0,0,0,0,0,,,0,11.1,2,61.3,0,0,1,9.5,2,15,0,75.6,79.4,1,27,0,0,128,19,93.8,120,73.5,31,25.8,0,251,75,3.9,13.2,2.09
Terrelle Pryor Sr.,6944,WR,CLV,16,132,0,8,0,-2.5,0,50,,0,0,0,0,0,0,78.7,42.9,0,0,0,0,44,1,81.8,36,56.3,2,5.6,0,0,5,5,0,0,10.1,0,81.8,,0,0,0,0,7,0,68.4,74.8,0,18,0,0,95,9,92.6,88,137.1,11,12.5,1,106,12,1.3,11.8,1.2
Emmanuel Sanders,5606,WR,DEN,16,131,0,10,0,0.3,2,66.7,,0,0,0,0,0,0,90.2,63,2,8,0,0,36,4,97.2,35,31.3,6,17.1,0,19,16,4,4.8,0.54,12.1,1,53.8,,0,0,6.7,1,10,1,90.7,76.4,2,35,0,0,135,14,94.8,128,84.3,26,20.3,3,193,47,3.4,13.8,1.51
Golden Tate,5585,WR,DET,16,131,0,11,0,-1.7,9,100,,0,0,0,0,8,0,94.3,92.9,0,34,0,0,73,33,98.6,72,109.6,33,45.8,1,260,317,9.6,7.9,3.61,3.5,11,76.2,,0,0,3,1,12,0,71,72.7,0,41,0,0,172,32,94.8,163,91.3,42,25.8,0,259,212,6.6,8.1,1.59
Amari Cooper,9437,WR,OAK,16,127,0,23,0,-1.3,1,90,,0,0,10,1,1,1,57.1,59.7,0,35,0,0,49,9,95.9,47,133.8,10,21.3,1,81,93,10.3,9,1.72,6.9,3,73.3,50,1,2,8.3,2,8,1,81.2,79.4,1,64,0,0,101,22,90.1,91,124.2,30,33,3,299,151,6.9,13.6,3.29
Julio Jones,6158,WR,ATL,14,125,0,2,0,,0,,,0,0,,0,0,0,,37.6,0,0,0,0,45,0,100,45,0,0,0,0,0,0,,,0,13.6,2,63,,0,0,5.6,1,10,0,62.2,80.5,0,36,0,0,128,17,91.4,117,102.2,27,23.1,1,229,63,3.7,13.5,1.96
Greg Olsen,3647,TE,CAR,16,122,0,5,0,,0,,,0,0,,0,0,0,,39,0,0,17.5,7,40,0,72.5,29,0,0,0,0,0,0,,,0,12.4,2,67.9,100,1,1,2.7,1,22,0,90.1,84,1,78,9.3,32,343,36,85.1,292,97.1,53,18.2,1,509,152,4.2,14.1,1.74
Jarvis Landry,8698,WR,MIA,16,122,0,17,0,-2.3,5,95.5,100,1,1,4.5,1,4,0,90.7,81,0,21,0,0,57,21,94.7,54,86.9,22,40.7,0,107,155,7.4,5.1,1.98,7.9,13,76.5,33.3,2,6,5.8,4,40,1,90.2,87.6,2,66,0,0,383,65,95.8,367,113.7,85,23.2,4,856,411,6.3,13.2,2.33
Brandon Marshall,3064,WR,NYJ,15,121,0,22,0,-1.3,0,100,,0,0,0,0,1,0,90.2,40.3,0,8,0,0,67,3,94,63,81.9,3,4.8,0,11,15,5,3.7,0.17,12.8,1,53.8,,0,0,12.5,2,11,0,41.8,69.8,4,31,0,0,114,14,94.7,108,35.9,26,24.1,0,178,38,2.7,12.7,1.65
Kyle Rudolph,6195,TE,MIN,16,120,0,18,0,-3,0,100,,0,0,0,0,1,0,88.7,42.6,0,8,41.7,20,48,3,54.2,26,84.7,3,11.5,0,13,22,7.3,4.3,0.5,7.9,0,68.6,66.7,2,3,0,0,14,0,77.5,66.8,1,24,2.2,5,229,24,93,213,84.1,35,16.4,1,229,73,3,9.5,1.08
Michael Thomas,10681,WR,NO,15,119,0,20,0,-3.7,0,100,,0,0,0,0,1,0,90.2,43.3,0,21,0,0,49,3,93.9,46,111.1,3,6.5,0,32,43,14.3,10.7,0.7,9.5,0,61.5,100,1,1,0,0,5,0,86.3,83.2,1,25,0,0,76,8,94.7,72,51.4,13,18.1,0,94,40,5,11.8,1.31
Davante Adams,8688,WR,GB,16,118,0,12,0,-2,1,100,,0,0,0,0,0,0,90.9,45.7,0,8,0,0,66,6,98.5,65,79.2,6,9.2,0,17,29,4.8,2.8,0.26,11.7,1,47.8,,0,0,21.4,3,5,1,42.7,67.4,2,38,0,0,133,11,97.7,130,54.8,23,17.7,2,111,51,4.6,10.1,0.85
Doug Baldwin,6615,WR,SEA,16,117,0,29,0,-3.3,2,100,,0,0,0,0,2,0,91.1,71.2,0,17,0,0,39,7,94.9,37,100,7,18.9,0,56,79,11.3,8,1.51,8.1,8,77.9,66.7,2,3,4.8,3,36,1,86.6,78.5,2,38,0.7,3,461,60,93.9,433,108.5,77,17.8,4,653,312,5.2,10.9,1.51
Dennis Pitta,5638,TE,BLT,16,116,0,3,0,-2.2,2,83.3,,0,0,0,0,2,0,90.6,71.7,0,10,7.7,2,26,5,92.3,24,84.7,6,25,0,26,35,7,5.2,1.08,6.9,3,75.8,50,1,2,5.7,3,22,0,80.4,60.4,1,30,4.7,17,362,50,90.9,329,87,66,20.1,0,445,200,4,8.9,1.35
Travis Kelce,7844,TE,KC,16,114,0,16,0,-1.9,3,100,,0,0,0,0,5,0,92.5,90.2,0,80,3,2,67,15,95.5,64,139.2,15,23.4,1,181,209,13.9,12.1,2.83,5.6,5,78.4,100,3,3,4.8,2,23,0,82.9,86.6,0,44,0,0,226,40,94.2,213,114.7,51,23.9,2,428,245,6.1,10.7,2.01
Brandin Cooks,8655,WR,NO,16,113,0,20,0,-3.4,0,80,,0,0,20,1,0,0,90.2,41.4,0,6,0,0,57,4,94.7,54,82.5,5,9.3,0,19,33,8.3,4.8,0.35,13.4,0,63.9,100,1,1,8,2,12,0,90.4,71.2,1,49,0,0,238,23,95,226,88.3,36,15.9,1,305,82,3.6,13.3,1.35
Kelvin Benjamin,8663,WR,CAR,16,112,0,5,0,,0,,,0,0,,0,0,0,,41,0,0,0,0,31,0,87.1,27,0,0,0,0,0,0,,,0,11.3,2,66.7,100,2,2,0,0,14,0,89.2,81.4,0,25,0,0,120,18,91.7,110,127.2,27,24.5,3,211,38,2.1,11.7,1.92
Tyrell Williams,10154,WR,SD,16,111,0,27,0,-1,0,100,,0,0,0,0,0,0,84.5,42.7,0,1,0,0,34,2,100,34,79.2,2,5.9,0,1,3,1.5,0.5,0.03,12.4,1,58.1,0,0,2,14.3,3,13,0,48.4,77.6,3,51,0,0,140,18,94.3,132,65.7,31,23.5,1,328,159,8.8,18.2,2.48
Pierre Garcon,4519,WR,WAS,16,110,0,32,0,-1.7,2,100,100,1,1,0,0,1,0,88.7,62.8,0,21,0,0,30,3,96.7,29,105.6,3,10.3,0,28,33,11,9.3,0.97,7.8,5,85.7,50,1,2,0,0,8,0,82.7,80.7,1,49,0,0,103,12,95.1,98,86.9,14,14.3,0,168,83,6.9,14,1.71
Jordan Matthews,8677,WR,PHI,14,109,0,24,0,-1.8,1,90.9,,0,0,0,0,1,0,91.8,49,0,9,0,0,67,10,94,63,79.2,11,17.5,0,24,53,5.3,2.4,0.38,10.4,3,68.8,50,1,2,8.6,5,25,1,54.5,70.2,0,54,0,0,346,53,95.1,329,99.6,77,23.4,2,582,190,3.6,11,1.77
Stefon Diggs,9579,WR,MIN,13,109,0,18,0,-1.2,1,88.9,,0,0,11.1,1,1,0,45.7,49.7,0,9,0,0,37,8,94.6,35,79.6,9,25.7,0,28,39,4.9,3.5,0.8,8.5,3,78.2,100,1,1,2.3,1,24,0,81.1,76,1,45,0,0,313,43,94.9,297,101.4,55,18.5,1,478,165,3.8,11.1,1.61
Mike Wallace,5007,WR,BLT,16,109,0,3,0,0,0,100,,0,0,0,0,0,0,88.7,44.8,0,5,0,0,27,3,96.3,26,79.2,3,11.5,0,6,6,2,2,0.23,11.9,1,76.5,50,1,2,7.1,1,7,1,48.5,65.1,0,66,0,0,119,13,96.6,115,131.3,17,14.8,1,187,80,6.2,14.4,1.63
Kenny Britt,4953,WR,LA,15,109,0,26,0,-1,0,100,,0,0,0,0,0,0,78.7,40.5,0,4,0,0,46,1,89.1,41,83.3,1,2.4,0,4,5,5,4,0.1,10.3,0,75,100,1,1,0,0,8,0,75,70.9,0,24,0,0,73,9,98.6,72,99,12,16.7,0,99,18,2,11,1.38
Jeremy Kerley,6305,WR,SF,16,108,0,28,0,-2.3,0,100,,0,0,0,0,0,0,90.9,51.6,0,9,0,0,25,6,96,24,81.9,6,25,0,22,36,6,3.7,0.92,8.8,3,58.8,40,2,5,4.8,3,30,1,80.7,71.3,4,33,0,0,473,60,95.3,451,70.2,102,22.6,3,627,203,3.4,10.5,1.39
David Johnson,9519,HB,ARZ,16,107,0,1,0,-2.4,7,91.7,,0,0,0,0,3,0,92,99.5,0,25,7.3,3,41,11,90.2,37,127.8,12,32.4,1,96,121,11,8.7,2.59,5.1,7,80,,0,0,7.7,1,10,0,67,84.4,0,21,0,0,75,12,92,69,138.8,15,21.7,2,117,76,6.3,9.8,1.7
Rishard Matthews,7211,WR,TEN,16,104,0,31,0,-0.8,0,100,,0,0,0,0,1,0,90.2,54.8,0,14,0,0,33,4,93.9,31,93.8,4,12.9,0,26,29,7.3,6.5,0.84,15.3,1,63,0,0,1,0,0,15,1,90.9,75.6,1,46,0.8,1,124,17,88.7,110,125.2,27,24.5,4,301,74,4.4,17.7,2.74
Sterling Shepard,10674,WR,NYG,16,103,0,21,0,-0.9,1,88.9,,0,0,0,0,4,0,91.6,77.5,0,23,0,0,50,8,94,47,99.1,9,19.1,0,70,81,10.1,8.8,1.49,9.1,8,65.2,100,3,3,7.7,5,39,0,50.8,64,4,32,0,0,555,60,94.6,525,96.1,92,17.5,8,636,236,3.9,10.6,1.21
Steve Smith,837,WR,BLT,14,102,0,3,0,-8,0,100,,0,0,0,0,0,0,78.7,42.1,0,0,0,0,23,1,95.7,22,79.2,1,4.5,0,0,8,8,0,0,5.8,9,71.1,80,4,5,3,1,13,0,90,77.7,1,44,0,0,171,32,94.2,161,93.8,45,28,2,291,138,4.3,9.1,1.81
Tavon Austin,7789,WR,LA,15,101,0,26,0,-3.4,2,86.4,,0,0,9.5,2,3,1,54.7,51.3,0,20,0,0,48,19,89.6,43,83.7,22,51.2,0,90,150,7.9,4.7,2.09,6.5,2,54.9,,0,0,6.7,2,12,1,39.1,56.6,4,43,0.4,1,279,28,92.5,258,56.8,51,19.8,3,270,132,4.7,9.6,1.05
Zach Ertz,7816,TE,PHI,14,101,0,24,0,-4,1,100,,0,0,0,0,2,0,88.7,66.9,0,17,7.1,4,56,2,83.9,47,118.8,2,4.3,0,30,38,19,15,0.64,8.9,1,78.6,100,1,1,2.2,1,23,0,90.7,72.4,3,24,0,0,280,44,92.9,260,93.2,56,21.5,3,417,114,2.6,9.5,1.6
Marvin Jones Jr.,7158,WR,DET,15,101,0,11,0,-0.6,0,60,,0,0,0,0,1,0,88.7,43.2,0,9,0,0,69,3,98.6,68,65.4,5,7.4,0,16,17,5.7,5.3,0.24,8.5,0,0,,0,0,100,1,0,0,39,65,0,0,0,0,58,0,96.6,56,39.6,2,3.6,0,0,0,,,0
Marqise Lee,8674,WR,JAX,16,101,0,15,0,-1.8,3,87.5,,0,0,12.5,1,1,0,40.5,58.7,0,12,0,0,50,7,98,49,88.5,8,16.3,0,42,53,7.6,6,0.86,7.1,3,71.4,,0,0,16.7,2,5,0,62.5,69.3,1,38,0,0,59,10,98.3,58,88.1,14,24.1,1,109,78,7.8,10.9,1.88
Brandon LaFell,5602,WR,CIN,16,101,0,7,0,-2,0,90.9,,0,0,0,0,1,0,91.8,44.9,0,14,0,0,73,10,95.9,70,83,11,15.7,0,43,65,6.5,4.3,0.61,6.1,0,73.3,,0,0,0,0,7,0,90.6,64.9,0,21,0,0,96,11,95.8,92,130,15,16.3,2,98,45,4.1,8.9,1.07
Quincy Enunwa,8843,WR,NYJ,16,99,0,22,0,-1.3,2,100,,0,0,0,0,0,0,91.8,51.3,0,10,0,0,63,10,93.7,59,85.8,10,16.9,0,46,59,5.9,4.6,0.78,9.1,9,53.7,37.5,3,8,23.4,11,23,0,29.3,64.7,3,69,0,0,426,36,94.1,401,73.5,67,16.7,3,488,221,6.1,13.6,1.22
Willie Snead IV,8999,WR,NO,15,96,0,20,0,-3.2,2,80,,0,0,20,1,1,0,28.1,49.4,0,14,0,0,46,4,93.5,43,90.8,5,11.6,0,29,44,11,7.3,0.67,7.7,6,74.7,100,2,2,6.7,4,38,2,76.6,78.7,3,43,0.3,1,396,56,94.7,375,95.8,75,20,2,707,308,5.5,12.6,1.89
Delanie Walker,3120,TE,TEN,15,96,0,31,0,-3.9,1,87.5,,0,0,0,0,1,0,91.4,83.8,0,14,5.9,2,34,7,88.2,30,79.2,8,26.7,0,24,50,7.1,3.4,0.8,9.1,9,71.9,0,0,2,4.7,2,23,1,81.4,78.1,1,41,1.8,5,273,41,91.2,249,103,57,22.9,2,500,182,4.4,12.2,2.01
Cameron Meredith,10008,WR,CHI,14,95,0,6,0,-1.8,1,87.5,,0,0,0,0,4,0,91.4,60.5,0,36,0,0,58,7,91.4,53,100.5,8,15.1,0,65,77,11,9.3,1.23,9.1,3,63.5,100,1,1,17.5,7,21,1,54.4,75.3,2,34,0,0,235,33,94.9,223,78.1,52,23.3,1,409,130,3.9,12.4,1.83
A.J. Green,6156,WR,CIN,10,95,0,7,0,-1.2,2,91.7,,0,0,0,0,4,0,92,82.5,0,29,0,0,41,11,95.1,39,100,12,30.8,0,96,110,10,8.7,2.46,8,1,66.7,0,0,1,0,0,7,0,79.9,88.2,0,22,0,0,76,14,89.5,68,100.7,21,30.9,1,137,78,5.6,9.8,2.01
Jimmy Graham,5619,TE,SEA,16,93,0,29,0,,0,,,0,0,,0,0,0,,33.1,0,0,10.3,3,29,0,82.8,24,0,0,0,0,0,0,,,0,12.2,1,84,100,3,3,0,0,16,1,52.2,84.5,0,42,1.9,3,158,21,93,147,158.3,25,17,3,347,83,4,16.5,2.36
Jamison Crowder,9538,WR,WAS,16,92,0,32,0,-1.9,2,100,,0,0,0,0,3,2,91.6,53.6,0,55,0,0,30,9,100,30,155.8,9,30,1,114,131,14.6,12.7,3.8,8.8,9,68.7,50,1,2,4.2,2,23,2,83,65.4,3,55,0.5,2,414,46,96.1,398,113.9,67,16.8,7,618,273,5.9,13.4,1.55
Alshon Jeffery,7048,WR,CHI,12,92,0,6,0,-1.4,0,40,,0,0,0,0,1,0,84.5,48.5,0,22,0,0,46,2,89.1,41,58.8,5,12.2,0,28,30,15,14,0.68,16.8,0,57.1,100,1,1,0,0,6,0,58.6,69.7,2,27,0,0,81,8,92.6,75,43.2,14,18.7,0,111,26,3.3,13.9,1.48
Cole Beasley,7330,WR,DAL,16,92,0,9,0,-2.3,0,91.7,,0,0,0,0,6,0,92,93.6,0,47,0,0,24,11,95.8,23,108.7,12,52.2,0,121,146,13.3,11,5.26,6.7,3,78.9,83.3,5,6,3.4,2,36,0,90.3,83.1,0,47,0.3,1,365,56,94,343,108.9,71,20.7,1,640,287,5.1,11.4,1.87
Jason Witten,1384,TE,DAL,16,91,0,9,0,-6,0,100,,0,0,0,0,0,0,78.7,39.2,0,3,25,9,36,1,72.2,26,79.2,1,3.8,0,3,9,9,3,0.12,6.9,3,67.4,100,3,3,8.8,3,12,0,76.6,60,0,27,2.8,7,252,31,90.1,227,80.6,46,20.3,0,247,59,1.9,8,1.09
Ted Ginn Jr.,3625,WR,CAR,16,89,0,5,0,-1,0,100,,0,0,0,0,0,0,91.8,60.5,0,8,0,0,34,9,88.2,30,81,9,30,0,31,40,4.4,3.4,1.03,12.1,1,64.3,100,1,1,18.2,2,3,0,32.7,67.9,0,88,0,0,83,9,92.8,77,128.3,14,18.2,1,164,59,6.6,18.2,2.13
Dontrelle Inman,6597,WR,SD,16,89,0,27,0,-1.8,1,100,,0,0,0,0,2,0,90.2,72.2,0,12,0,0,33,4,100,33,103.1,4,12.1,0,35,42,10.5,8.8,1.06,11.7,2,56.4,50,1,2,8.3,2,16,0,73.5,65.7,2,52,0.5,2,379,22,94.2,357,81.5,39,10.9,2,343,115,5.2,15.6,0.96
Dez Bryant,5549,WR,DAL,13,89,0,9,0,-2,0,100,,0,0,0,0,1,0,78.7,44.2,0,3,0,0,27,1,96.3,26,79.2,1,3.8,0,3,5,5,3,0.12,16.6,1,45.5,0,0,4,0,0,8,0,89.3,88.6,0,56,0,0,97,10,95.9,93,74.6,22,23.7,0,183,40,4,18.3,1.97
DeSean Jackson,4363,WR,WAS,15,89,0,32,0,-2.7,1,100,,0,0,0,0,0,0,88.7,46.1,0,3,0,0,31,3,96.8,30,79.2,3,10,0,5,13,4.3,1.7,0.17,17.8,0,57.1,,0,0,0,0,7,0,69.9,66.6,0,59,0,0,159,12,94.3,150,109,21,14,1,219,69,5.8,18.3,1.46
Le'Veon Bell,7829,HB,PIT,12,89,0,25,0,-3.4,5,95,,0,0,5,1,10,0,86.6,94.1,0,32,1.7,1,58,19,96.6,56,114.2,20,35.7,0,228,292,15.4,12,4.07,2.8,0,88.9,,0,0,0,0,5,0,61.3,62,0,23,0,0,58,8,89.7,52,100,9,17.3,0,72,52,6.5,9,1.38
Adam Thielen,8288,WR,MIN,16,88,0,18,0,-3,2,100,,0,0,0,0,3,0,90.2,66,0,16,0,0,41,4,97.6,40,106.3,4,10,0,38,50,12.5,9.5,0.95,8.6,1,80,66.7,2,3,7.7,2,15,0,90.1,79.3,1,26,0.7,1,153,24,95.4,146,102.5,30,20.5,1,278,93,3.9,11.6,1.9
Anquan Boldin,1369,WR,DET,16,88,0,11,0,-1.3,1,85.7,100,1,1,0,0,3,0,90.9,55.4,0,14,0,0,72,6,98.6,71,85.7,7,9.9,0,32,40,6.7,5.3,0.45,7.3,7,72.3,100,4,4,9.6,5,31,0,76.1,69.5,2,35,0.2,1,491,47,92.7,455,115.9,65,14.3,7,476,172,3.7,10.1,1.05
Will Fuller V,10655,WR,HST,14,87,0,13,0,-4.4,2,100,,0,0,0,0,2,0,91.4,80.1,0,28,0,0,24,8,100,24,144.3,8,33.3,1,73,108,13.5,9.1,3.04,7.1,1,85.7,,0,0,7.7,1,4,0,56.4,63.5,0,33,0,0,101,12,94.1,95,97.6,14,14.7,0,104,40,3.3,8.7,1.09
Eric Ebron,8645,TE,DET,13,85,0,11,0,,0,,,0,0,,0,0,0,,31,0,0,20.8,10,48,0,77.1,37,0,0,0,0,0,0,,,0,11.6,2,69.2,66.7,2,3,5.3,1,13,0,49.8,73.9,0,29,0,0,151,18,93.4,141,96.2,26,18.4,0,227,48,2.7,12.6,1.61
Jordan Reed,7866,TE,WAS,12,85,0,32,0,-1,1,100,,0,0,0,0,0,1,84.5,46.7,0,5,19,4,21,2,76.2,16,79.2,2,12.5,0,1,3,1.5,0.5,0.06,9.9,5,67.9,25,1,4,5,1,14,0,90.6,90.2,2,28,0,0,125,19,94.4,118,74.3,28,23.7,1,225,68,3.6,11.8,1.91
Antonio Gates,1609,TE,SD,14,85,0,27,0,0,0,100,,0,0,0,0,1,0,78.7,56,0,2,4.5,1,22,1,95.5,21,118.8,1,4.8,1,2,2,2,2,0.1,9.4,3,60.4,,0,0,14.7,5,17,1,35.6,68.3,3,25,0.8,2,253,29,94.5,239,65.5,48,20.1,2,290,66,2.3,10,1.21
DeVante Parker,9447,WR,MIA,15,82,0,17,0,0.1,1,100,,0,0,0,0,3,0,91.1,51.3,0,10,0,0,52,7,94.2,49,85.1,7,14.3,0,31,30,4.3,4.4,0.63,15.6,2,71.4,,0,0,0,0,4,0,91.4,76.9,2,56,1.1,1,94,5,92.6,87,113.7,7,8,2,99,60,12,19.8,1.14
C.J. Fiedorowicz,8700,TE,HST,15,82,0,13,0,,0,,,0,0,,0,0,0,,37.9,0,0,21.4,3,14,0,78.6,11,0,0,0,0,0,0,,,0,8,4,66.7,100,1,1,6.3,2,14,1,64.1,76.5,0,26,3.4,5,145,30,93.1,135,113.5,45,33.3,4,283,76,2.5,9.4,2.1
Tyreek Hill,10799,WR,KC,16,81,0,16,0,-2.2,8,95.2,,0,0,4.8,1,5,1,90.2,85.6,0,13,0,0,43,20,97.7,42,101,21,50,1,93,138,6.9,4.7,2.21,3.1,10,87.1,100,1,1,6.9,2,13,0,76.2,85.9,1,25,0,0,100,27,97,97,90.3,31,32,1,196,140,5.2,7.3,2.02
Charles Clay,6326,TE,BUF,15,81,0,4,0,-3.8,1,100,,0,0,0,0,1,0,29.2,31.1,0,12,5.9,1,17,5,76.5,13,87.5,5,38.5,0,25,44,8.8,5,1.92,14,1,47.6,0,0,1,16.7,2,6,0,35.4,58.6,0,33,0.8,1,118,10,93.2,110,80.7,21,19.1,1,116,22,2.2,11.6,1.05
Coby Fleener,7038,TE,NO,16,80,0,20,0,,0,,,0,0,,0,0,0,78.7,38.3,0,0,7.3,3,41,0,85.4,35,0,0,0,0,0,0,,,0,10.3,0,61.7,33.3,1,3,9.4,3,17,2,51.4,56.7,2,50,0,0,293,29,94.9,278,85,47,16.9,2,395,124,4.3,13.6,1.42
Randall Cobb,6216,WR,GB,13,80,0,12,0,-2.3,1,91.7,,0,0,0,0,4,0,92,71.3,0,13,2,1,49,11,95.9,47,120.8,12,25.5,1,76,96,8.7,6.9,1.62,7.8,5,72.9,0,0,1,0,0,30,0,91.6,72.6,1,47,0,0,386,43,93,359,111.1,59,16.4,4,463,281,6.5,10.8,1.29
Cameron Brate,9207,TE,TB,15,78,0,30,0,,0,,,0,0,,0,0,0,,38.4,0,0,11.4,4,35,0,80,28,0,0,0,0,0,0,,,0,9.4,1,71.2,50,2,4,2.6,1,24,0,83.7,77.7,0,20,0.7,2,285,37,90.9,259,130,52,20.1,6,377,83,2.2,10.2,1.46
