player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Isaac Pearson,144741,P,SMU,2,2,0,0,0,0,0,-29,0,0,0,0,0,0,0,287,2,0,9.8,45.9,73.6,,,,56.9,,-9,0,0,0,0,2,0,0,0,2,0,-29,0,0,-14.5,,0
Nathan Kent,162558,WR,NAVY,13,2,0,2,100,51,0,51,2,0,0,1,0,2,2,237,0,0,69.5,60.7,51.4,,62.1,57.5,67.6,69.4,34,2,222,10,120,217,0,0,30,12,1,51,1,0.5,25.5,1.85,0
Ke'Shawn Williams,123406,WR,INDIANA,13,2,0,0,0,0,0,27,1,8,0,12,117.1,2,2,190,0,0,75.6,80.1,83.9,,,80.9,67.6,55.9,14,0,448,39,183,153,0,0,50,41,0,27,12,6,13.5,2.45,0
Teddy Purcell,162500,QB,WASHINGTON,2,2,0,0,0,0,0,-2,0,0,0,0,0,0,0,340,0,0,65.5,60.9,65.5,,,,60.1,,-1,0,0,0,0,2,0,0,0,2,0,-2,0,0,-1,,0
Bailey Stockton,175368,WR,GA TECH,13,2,2,0,0,0,0,11,1,2,2,11,115.8,0,0,176,0,2,77.6,74,81.5,,,73.9,63.2,57.8,7,0,206,17,82,56,0,0,20,19,0,11,11,5.5,5.5,2.51,0
Keagan Johnson,144848,WR,KANSAS ST,11,2,0,0,0,0,0,14,3,4,0,5,33.3,0,0,199,1,2,32.3,61.7,86.7,,,60.7,63.6,62.7,8,1,353,28,241,209,0,0,41,30,0,14,5,2.5,7,1.46,0
Tai Felton,144886,WR,MARYLAND,12,2,0,1,82.6,19,0,23,8,26,0,4,53.1,1,1,215,0,1,80,78,88.7,,68.2,80.2,59.7,41.9,19,0,1119,96,483,253,0,0,143,98,0,23,4,2,11.5,2.32,0
Travis Hunter,160766,CB,COLORADO,13,2,1,0,0,0,0,0,3,24,0,1,24.7,0,1,143,0,0,76.7,86.3,71.9,60,,89,64.6,41.7,5,5,1258,96,502,214,5,1,121,97,1,5,1,0.5,2.5,2.51,0
T.Y. Harding,158763,WR,UMASS,11,2,0,0,0,0,0,10,0,7,0,2,35,0,0,216,1,0,81.5,68,48.9,,,69.6,54.1,61.1,6,1,303,18,156,181,0,0,31,20,0,10,2,1,5,1.94,1
Duane Thomas Jr.,175797,WR,CHARLOTTE,8,2,0,0,0,0,0,18,0,1,0,5,31.3,1,2,136,0,0,68.5,57.3,80.1,,,56.8,69.4,43.8,13,0,63,6,70,61,0,0,9,8,0,18,5,2.5,9,0.9,2
JR Gardner,175860,HB,ALABAMA,3,2,0,0,0,0,0,5,0,0,0,6,0,0,0,103,0,1,65.5,53,67.1,,,60,54.9,60,3,0,0,0,1,3,0,0,0,2,0,5,6,3,2.5,0,1
Jordan Ross,191068,WR,COLO STATE,13,2,2,0,,0,0,0,2,3,2,9,132.4,0,0,144,0,0,71.1,69.2,83.8,,,68,68.4,60,6,1,218,15,103,75,0,0,29,17,0,0,9,4.5,0,2.12,0
Tony Johnson,145189,WR,CINCINNATI,12,2,1,0,0,0,0,13,2,16,1,6,102,1,1,138,0,2,74.2,65.7,64.9,,,66.7,52,58.9,13,1,448,48,326,220,0,0,68,50,0,13,6,3,6.5,1.37,0
Marquis Johnson,175906,WR,MISSOURI,11,2,1,0,0,0,0,2,2,5,1,5,55.6,0,0,229,0,1,48.6,70,9.2,60.6,,71.8,63.4,57.5,7,2,352,25,135,149,0,0,36,27,0,2,5,2.5,1,2.61,0
Darrell Gill Jr.,176036,WR,SYRACUSE,12,2,0,0,0,0,0,6,0,2,0,2,6.1,0,0,304,1,0,36.2,65.8,86.2,,,65.5,54.4,68.8,3,0,553,31,309,120,0,0,48,33,0,6,2,1,3,1.79,0
Deuce Alexander,176077,WR,WAKE,12,2,0,0,0,0,0,6,3,2,0,4,10.5,0,1,339,0,0,73.1,68.3,84.5,,,68.2,63.2,58.1,3,0,400,36,245,131,0,0,60,38,0,6,4,2,3,1.63,0
Chris Edmonds,176235,HB,BOWL GREEN,1,2,0,0,0,0,0,8,0,0,0,5,0,0,0,122,0,0,65.5,57.8,65.2,,,,58.4,,5,0,0,0,0,2,0,0,0,2,0,8,5,2.5,4,,2
Chuck Montgomery,145265,WR,MARSHALL,13,2,0,0,0,0,0,7,1,8,0,4,48.5,0,0,214,1,0,58.8,67.6,85.5,60,,67.8,58.6,62.5,4,0,378,31,176,188,0,0,48,33,0,7,4,2,3.5,2.15,2
Quentin Skinner,122579,WR,KANSAS,12,2,3,1,93.1,27,0,29,2,1,3,38,281.5,1,0,198,1,1,30.7,66.3,62.6,,,67.6,47.1,63,27,1,557,25,265,242,0,0,56,27,0,29,38,19,14.5,2.1,0
Lawrence Arnold,122546,WR,KANSAS,12,2,0,0,0,0,0,28,4,4,0,6,42.9,2,2,198,0,0,72.1,63.3,63.5,,63.4,61.2,67.4,70.1,14,1,360,26,241,279,0,0,44,28,1,28,6,3,14,1.49,0
Derek Eusebio,176528,WR,ARIZONA ST,6,2,0,0,0,0,0,7,0,2,0,5,166.7,0,0,110,0,2,66.3,75.1,74.7,,,83.9,55.9,56.9,5,0,64,1,6,24,0,0,2,3,0,7,5,2.5,3.5,10.67,0
Stevo Klotz,122521,TE,IOWA STATE,13,2,1,1,100,22,0,22,0,0,1,6,30,1,1,193,0,2,69,62.9,65.4,,74.1,54.4,59.7,68.3,22,1,89,8,112,277,0,0,11,10,0,22,6,3,11,0.79,0
Caleb Hampton,176615,HB,STANFORD,2,2,1,0,0,0,0,9,0,0,1,6,150,0,0,300,0,1,66.7,56,69.9,,0,57,63.7,59.7,8,0,0,0,3,4,0,0,0,2,0,9,6,3,4.5,0,1
Elijah Metcalf,145307,WR,MARSHALL,5,2,0,0,0,0,0,-3,3,4,0,3,27.3,0,0,214,0,0,80.8,65.8,82.5,,,68,,44.4,3,0,194,20,124,91,0,0,30,22,0,-3,3,1.5,-1.5,1.56,0
Jaxon Potter,176687,QB,WASH STATE,1,2,0,0,0,0,0,-4,0,0,0,0,0,0,0,341,0,0,66.6,80.9,71,81.3,,,60.1,60,-2,0,0,0,0,9,0,0,0,2,0,-4,0,0,-2,,0
George Arata,158405,HB,TULANE,1,2,0,0,0,0,0,5,0,0,0,4,0,0,0,319,0,2,65.5,56.7,68,,,,57.7,60,3,0,0,0,0,3,0,0,0,2,0,5,4,2,2.5,,0
Alec Clark,183051,P,MARSHALL,3,2,0,0,,0,0,0,0,0,0,0,0,0,0,214,1,0,9.8,33.4,71.4,,,,56.9,60,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,,0
Jaron Glover,158382,WR,MICH STATE,9,2,0,0,0,0,0,20,3,1,0,5,14.7,1,1,223,1,0,25.7,60.2,36.3,,,60,67.6,56.4,14,1,192,15,113,112,0,0,25,17,0,20,5,2.5,10,1.7,0
Ryan Eckley,158380,P,MICH STATE,2,2,0,0,0,0,0,-9,0,0,0,1,0,0,0,223,1,0,62.5,66.5,73.6,,,,62.4,,0,0,0,0,0,2,0,0,0,2,0,-9,1,0.5,-4.5,,0
Elija Lofton,183234,TE,MIAMI FL,13,2,1,1,93.3,28,1,30,0,5,1,30,818.2,1,2,220,0,0,69.7,81.5,83.4,,72.9,72.9,75.2,81.6,28,1,150,9,73,78,0,0,13,11,1,30,30,15,15,2.05,1
Marcus Sanders Jr.,158361,WR,GA SOUTHRN,10,2,1,0,0,0,1,14,2,0,1,14,63.6,1,1,174,1,0,21.2,63.2,3.1,,60.9,64.2,65.1,47.8,13,1,158,9,73,44,0,0,20,11,0,14,14,7,7,2.16,0
Kameron Courtney,183285,WR,VIRGINIA,9,2,1,0,0,0,0,-6,0,1,1,7,50,0,0,335,0,1,69.9,64.5,82,,62.1,65.3,61.2,53.9,-2,0,114,12,95,68,0,0,14,14,0,-6,7,3.5,-3,1.2,0
Javarius Green,183330,WR,N CAROLINA,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,245,0,0,69.6,67.9,73.1,,,68.5,60.8,59.9,8,0,12,1,5,11,0,0,1,3,0,1,0,0,0.5,2.4,0
Tremonte Underwood Jr.,183421,HB,FAU,1,2,0,0,0,0,0,6,0,0,0,5,0,0,0,165,1,0,9.8,33.2,66,,,,40.8,,6,0,0,0,0,2,0,0,0,2,0,6,5,2.5,3,,2
Carter Nelson,183573,WR,NEBRASKA,11,2,0,0,0,0,0,-1,0,2,0,2,16.7,0,0,238,0,1,69.5,61.7,77.8,,,63.4,55.3,49.1,0,1,86,10,56,23,0,0,13,12,0,-1,2,1,-0.5,1.54,0
Abdul-Fatai Ibrahim,120862,WR,LA TECH,13,2,0,0,0,0,0,12,0,1,0,6,18.8,0,0,208,0,1,69.7,49.6,84.5,,,49.3,57.4,54.4,7,1,121,14,265,175,0,0,31,16,0,12,6,3,6,0.46,0
Cameron Breier,157916,WR,AIR FORCE,12,2,0,0,0,0,0,12,0,0,0,6,0,0,1,101,0,0,65.5,66.1,82.3,,,52.4,60.5,74.8,7,0,0,0,15,219,0,0,1,2,0,12,6,3,6,0,1
Gideon Ituka,183661,HB,WISCONSIN,1,2,0,0,0,0,0,4,0,0,0,2,0,0,0,349,0,0,65.5,54.9,66.4,,,,56.2,,4,0,0,0,0,2,0,0,0,2,0,4,2,1,2,,2
Coleman Owen,104969,WR,OHIO,14,2,1,1,84.6,22,0,26,2,19,1,9,112.5,1,1,259,0,1,73.1,90.2,86.2,,,90.3,70.1,62.7,22,0,1246,78,388,385,0,0,113,80,1,26,9,4.5,13,3.21,0
Julian Sayin,183708,QB,OHIO STATE,4,2,0,0,0,0,0,0,0,0,0,,100,1,1,260,0,0,66.2,58.3,73.4,55.4,,,62.5,60,19,0,0,0,0,13,24,2,0,0,0,24,2,1,12,,0
Silas Bolden,71674,WR,TEXAS,16,2,0,0,0,0,0,-3,0,7,0,4,56,0,1,311,1,0,55,73.8,84,,,74.8,59.9,59.3,5,0,267,23,126,123,0,0,29,25,0,-3,4,2,-1.5,2.12,0
Ta'Quan Roberson,101625,QB,KANSAS ST,6,2,0,0,0,0,0,6,0,0,0,2,0,0,0,199,0,0,67.1,54.4,73.6,53.7,,,58.2,60,7,0,0,0,0,21,0,0,0,2,0,6,2,1,3,,1
Chris Bell,156321,WR,LOUISVILLE,13,2,4,1,109.3,47,1,43,4,11,4,54,900,1,1,210,1,0,47.4,67,51.1,,62.1,67.6,52.4,64.8,47,5,737,43,411,309,0,0,62,45,0,43,54,27,21.5,1.79,0
Guy Gillespie,184187,P,NEVADA,2,2,0,0,0,0,0,-22,0,0,0,-1,0,0,0,239,0,0,65.5,57.9,73.2,,,,58.8,60,-10,0,0,0,0,3,0,0,0,2,0,-22,-1,-0.5,-11,,0
Josh Joyner,184221,HB,WASH STATE,1,2,0,0,0,0,0,10,0,0,0,4,0,0,0,341,0,2,65.5,62.9,68.9,,,56.3,63.5,,6,0,0,0,5,2,0,0,0,2,0,10,4,2,5,0,0
Bru McCoy,71345,WR,TENNESSEE,12,2,0,0,0,0,0,15,2,10,0,6,73.2,0,0,307,0,1,73.5,66.5,85.7,,,64.4,61.2,75.8,9,0,472,39,299,273,0,0,64,41,0,15,6,3,7.5,1.58,0
Ja'Meer Thomas,197632,WR,SYRACUSE,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,304,0,0,65.5,51,71.7,,,56.2,54.9,60,1,0,0,0,5,4,0,0,0,2,0,2,0,0,1,0,0
Fame Ijeboi,184725,HB,MINNESOTA,1,2,1,0,0,0,0,13,0,0,1,8,200,1,1,225,0,2,65.5,64,64.5,,,,62.9,,13,0,0,0,0,2,0,0,0,2,0,13,8,4,6.5,,0
Easton Miller,184833,HB,IOWA STATE,4,2,0,0,0,0,0,7,0,0,0,5,0,0,0,193,0,2,65.5,52.1,67.1,,,60,57.8,51.8,4,0,0,0,1,6,0,0,0,2,0,7,5,2.5,3.5,0,0
O'Mega Blake,146913,WR,CHARLOTTE,12,2,1,0,0,0,2,7,3,3,1,6,35.3,0,0,136,0,0,72.2,76.9,0,,,80,,48.8,5,6,795,32,238,115,0,0,58,34,0,7,6,3,3.5,3.34,0
Isaiah Neyor,98033,WR,NEBRASKA,12,2,0,0,0,0,0,6,3,3,0,3,12.5,1,1,238,0,0,73.1,60.4,87.6,,,61.3,62.9,46.1,13,3,455,34,347,208,0,0,63,36,0,6,3,1.5,3,1.31,0
Nick Rempert,97933,WR,N TEXAS,10,2,1,1,79.3,23,0,29,5,2,1,2,23.1,1,1,251,0,0,69.7,49.8,43.2,,,49.7,69.9,46.3,23,1,127,11,169,84,0,0,24,13,0,29,2,1,14.5,0.75,0
Jayden McGowan,157184,WR,BOSTON COL,9,2,0,0,0,0,0,13,0,0,0,5,0,0,2,121,0,1,77.1,59.5,76.8,,,55.2,68.1,60.7,7,0,0,2,23,15,0,0,3,4,0,13,5,2.5,6.5,0,0
Antonio Molder II,186485,S,COAST CAR,1,2,1,0,0,0,0,11,0,0,1,10,250,1,1,141,0,1,65.5,67,66.2,,,,65,,10,0,0,0,0,2,0,0,0,2,0,11,10,5,5.5,,1
Kyre Duplessis,147082,WR,COAST CAR,13,2,0,0,0,0,0,2,0,1,0,2,14.3,0,0,141,0,0,67.9,59.8,82.1,67.1,,59.5,59.6,53.9,1,0,78,5,89,106,0,0,16,7,0,2,2,1,1,0.88,1
James McNeil Jr.,188152,WR,BUFFALO,1,2,1,0,0,0,0,15,0,0,1,11,275,1,1,126,0,0,65.5,75.5,66,,,,71.2,,13,0,0,0,0,2,0,0,0,2,0,15,11,5.5,7.5,,2
Holden Geriner,157045,QB,AUBURN,2,2,0,0,0,0,0,-2,0,0,0,0,0,0,0,115,0,0,64.8,69,71,74.2,,,57.6,60,6,0,0,0,0,10,6,1,0,1,0,4,1,0.5,2,,0
Dawaiian McNeely,97815,HB,WYOMING,2,2,0,0,0,0,0,12,0,0,0,4,0,0,0,351,0,1,65.5,63.9,68.9,,67.5,,62.9,60,8,0,0,0,0,3,0,0,0,2,0,12,4,2,6,,1
Josiah McLaurin,188257,HB,MARYLAND,4,2,0,0,0,0,0,3,0,0,0,4,0,0,0,215,0,2,70.2,68.3,71.3,,,81.6,55.5,,2,0,29,2,5,2,0,0,2,4,0,3,4,2,1.5,5.8,0
Jameson Tucker,147090,WR,COAST CAR,13,2,2,2,100,33,0,33,5,1,2,18,77.1,2,2,141,0,0,73,68.7,43.2,,63.1,68.2,77.2,62.5,18,4,576,33,275,280,0,0,57,35,0,33,18,9,16.5,2.09,0
Nana Burris,149719,WR,FIU,8,2,0,1,115.4,15,0,13,3,2,0,8,33.3,1,1,166,0,2,71.6,58.4,82.8,,,59.6,61,43.5,15,0,207,22,163,78,0,0,34,24,0,13,8,4,6.5,1.27,0
Jadon Jackson,97800,WR,KANSAS ST,12,2,0,0,0,0,0,9,3,0,0,4,0,0,0,199,0,2,70.7,57.8,85.2,,,57.3,63.6,55.7,9,0,207,15,181,158,0,0,29,17,0,9,4,2,4.5,1.14,0
George Dimopoulos,188413,WR,N ILLINOIS,13,2,0,0,0,0,0,11,1,1,0,1,6.3,0,0,254,0,0,68.7,55.5,83.2,73.2,,52.1,67.6,56.8,7,0,57,6,110,109,0,0,11,8,0,11,1,0.5,5.5,0.52,0
Michael Johnson Jr.,97796,QB,SYRACUSE,1,2,0,0,0,0,0,0,0,0,0,,100,0,0,304,0,0,64.6,62.7,70.7,71.6,,,52.9,60,4,0,0,0,0,5,8,2,0,0,0,8,2,1,4,,0
Torry Locklin,97792,WR,KANSAS,9,2,0,0,0,0,0,5,0,0,0,3,0,0,0,198,0,0,66.9,59.4,80.4,,,57,60.6,63.8,5,0,36,2,28,77,0,0,6,4,0,5,3,1.5,2.5,1.29,1
Zion Ragins,188780,WR,OKLAHOMA,13,2,0,0,0,0,0,6,3,4,0,4,66.7,0,0,261,0,2,69.5,48,53.2,,,47.8,58.7,56.1,3,1,68,10,220,131,0,0,23,12,0,6,4,2,3,0.31,0
Dannis Jackson,97594,WR,SO MISS,10,2,0,0,0,0,0,11,1,1,0,6,23.1,0,0,296,0,0,69.7,62.1,0,,,63.3,63,60.2,8,2,208,11,104,94,0,0,21,13,0,11,6,3,5.5,2,0
Jarris Williams,147249,HB,TROY,1,2,2,0,0,0,0,7,0,0,2,8,400,0,0,318,0,1,65.5,66.3,69.8,,,58,65.5,,4,0,0,0,3,2,0,0,0,2,0,7,8,4,3.5,0,1
Bauer Sharp,150160,TE,OKLAHOMA,12,1,0,0,0,0,0,-4,3,3,0,0,0,0,0,261,1,1,45.2,52.2,41.4,26.4,37.9,59.2,59.6,50.1,-1,5,324,42,302,278,0,0,55,43,0,-5,0,0,-5,1.07,0
Mikey Pearson III,189510,FB,NAVY,1,2,0,0,0,0,0,14,0,0,0,5,0,0,1,237,0,0,65.5,63,69.2,,,,62.7,59.1,9,0,0,0,0,7,0,0,0,2,0,14,5,2.5,7,,0
Jeremiah Patterson,189627,WR,ARIZONA,12,2,1,0,0,0,1,-2,4,9,1,5,89.3,0,0,109,0,2,83.6,51.5,51.2,,,53.9,56.1,34.5,0,2,196,26,281,85,0,0,42,28,0,-2,5,2.5,-1,0.7,0
AJ Williams,147311,HB,ARMY,2,2,0,0,0,0,0,9,0,0,0,6,0,0,1,114,0,0,65.5,59.3,70,,16.3,,61.4,59.8,6,0,0,0,0,4,0,0,0,2,0,9,6,3,4.5,,0
Matthew Rhodes,147369,P,ARMY,4,2,0,1,65.7,23,0,35,0,0,0,3,0,2,2,114,0,0,65.9,72.3,63.8,52.1,,,70.3,60,23,0,0,0,0,3,0,0,0,2,1,35,3,1.5,17.5,,0
Ric'Darious Farmer,189925,WR,W VIRGINIA,11,2,0,0,0,0,0,6,1,2,0,3,37.5,0,0,343,0,2,69.4,55.8,78.9,,,56.7,53.7,62,4,0,54,6,57,40,0,0,10,8,0,6,3,1.5,3,0.95,0
Phoenix Moss,189968,HB,GA STATE,2,2,0,0,0,0,0,-4,0,0,0,2,0,0,0,175,0,1,65.5,58.9,76.9,,71,,58.6,60,-1,0,0,0,0,3,0,0,0,2,0,-4,2,1,-2,,1
Makenzie Ryan,190023,LB,LA MONROE,3,2,0,0,,0,0,0,0,0,0,0,0,0,0,209,1,0,62.5,60.6,75.6,,,,60,60,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,,0
Samario Rudolph,97127,WR,JVILLE ST,13,2,0,0,0,0,1,13,0,0,0,3,0,1,2,196,0,1,53.4,59.2,16.5,,,60.8,57.8,58,10,1,74,9,77,74,0,0,15,11,0,13,3,1.5,6.5,0.96,0
DJ Riles,156596,WR,GA STATE,12,2,0,1,63,17,0,27,4,3,0,13,88.6,2,2,175,0,0,79,53.9,45.8,,,52.6,67.6,62.9,17,2,172,20,217,75,0,0,32,22,0,27,13,6.5,13.5,0.79,0
Micahi Danzy,190564,HB,FLORIDA ST,4,2,0,0,0,0,0,5,1,0,0,6,0,0,0,167,0,1,66.3,56.9,73.7,,46.4,49.4,63.2,59.3,6,0,38,1,14,5,0,0,2,3,0,5,6,3,2.5,2.71,1
Wyatt Young,190632,WR,N TEXAS,13,2,0,0,0,0,0,-3,4,6,0,1,15,0,1,251,0,2,71,55.4,46.8,65.4,63.9,55.2,64,55.1,1,1,295,18,221,81,0,0,35,20,1,-3,1,0.5,-1.5,1.33,0
Roman Mothershed,190694,WR,TROY,10,2,0,0,0,0,0,10,0,0,0,3,0,0,0,318,0,0,68.1,71.9,80.8,,62.1,61,77.2,85.8,8,0,44,5,28,80,0,0,6,7,0,10,3,1.5,5,1.57,0
Devin Bale,147755,P,ARKANSAS,1,2,1,1,125,25,0,20,0,0,1,3,75,1,1,111,0,0,65.5,64.2,69.8,,,,62,,25,0,0,0,0,2,0,0,0,2,0,20,3,1.5,10,,0
Janiran Bonner,156471,WR,NEBRASKA,13,2,0,0,0,0,0,11,0,2,0,3,23.1,1,1,238,1,1,22.7,54.2,82.3,,,53.4,63.5,54.2,11,1,67,11,113,101,0,0,13,13,1,11,3,1.5,5.5,0.59,0
Seth Anderson,147931,WR,IOWA,7,2,0,0,0,0,0,8,2,0,0,1,0,0,0,192,0,0,68.1,50.5,80.4,,,51.7,60.8,43.7,9,0,106,5,73,65,0,0,14,7,0,8,1,0.5,4,1.45,0
Jacob Emmers,190724,WR,TULSA,8,2,0,1,78.9,15,0,19,0,0,0,2,0,1,1,320,0,1,68.1,59,79.3,,,58,61.4,62.1,15,0,80,5,63,66,0,0,12,7,0,19,2,1,9.5,1.27,0
Gage Larvadain,150169,WR,S CAROLINA,13,2,0,0,0,0,0,15,1,3,0,3,21.4,1,2,289,0,0,72.3,58.9,57.9,,,58.6,69.9,54.4,10,1,223,19,237,196,0,0,30,21,0,15,3,1.5,7.5,0.94,2
Hayden Large,170156,TE,IOWA,12,2,1,0,0,0,0,2,0,0,1,3,30,0,1,192,0,0,68.1,55.3,81.8,,59.3,59.7,61.8,52,2,0,18,3,18,122,0,0,3,5,0,2,3,1.5,1,1,0
Daylon Gordon,143915,HB,GA TECH,1,2,0,0,0,0,0,5,0,0,0,2,0,0,0,176,0,0,66.7,53.2,67.9,,,,55.3,59.2,3,0,0,0,0,4,0,0,0,2,0,5,2,1,2.5,,2
Coleman Bennett,142986,HB,RICE,1,2,0,1,78.6,22,0,28,0,0,0,27,0,1,1,275,0,0,65.5,83.8,65.2,,,,77.4,,22,0,0,0,0,2,0,0,0,2,1,28,27,13.5,14,,2
Kenneth Womack,142085,WR,W MICHIGAN,10,2,1,0,0,0,0,7,3,8,1,19,203.6,0,0,347,1,0,41.6,68.3,87,,,68.5,60.8,60.3,4,1,562,40,266,278,0,0,57,42,0,7,19,9.5,3.5,2.11,0
Lex Thomas,170381,QB,NC STATE,2,2,1,0,0,0,0,8,0,0,1,10,250,0,1,248,0,1,67.2,60.7,73.3,54.1,,,64.7,60,9,0,0,0,0,18,0,0,0,2,0,8,10,5,4,,0
Kisean Johnson,141735,WR,W KENTUCKY,14,2,0,0,0,0,0,8,5,12,0,4,30.8,0,0,346,1,0,55.3,65.1,59.5,,,67.1,59.5,44.7,8,3,931,76,492,335,0,0,105,78,0,8,4,2,4,1.89,0
Grayson Loftis,170054,QB,DUKE,2,2,0,0,0,0,0,4,0,0,0,4,0,0,1,154,0,1,65.5,70.4,65.5,,,,65.5,,5,0,0,0,0,2,0,0,0,2,0,4,4,2,2,,1
Brody Rhodes,143927,QB,GA TECH,1,2,0,0,0,0,0,17,0,0,0,6,0,0,1,176,0,2,65.5,76.3,66.6,,,,68.8,60,9,0,0,0,0,3,0,0,0,2,0,17,6,3,8.5,,0
Lloyd Benson III,170958,HB,ARMY,3,2,0,0,0,0,0,6,0,0,0,3,0,0,0,114,0,1,77.2,59.7,73.7,,,58.4,57,68.7,3,0,0,0,3,16,0,0,1,2,0,6,3,1.5,3,0,1
Jaylin Lucas,156396,HB,FLORIDA ST,2,2,3,0,0,0,0,13,0,0,3,6,180,1,1,167,0,0,70.1,82.3,73.1,,4.5,82.9,70.1,60.9,10,0,39,3,9,7,0,0,4,5,0,13,6,3,6.5,4.33,1
Que'Sean Brown,170041,WR,DUKE,13,2,1,0,0,0,0,1,1,11,0,0,0,0,0,154,0,0,86.2,72.6,44.5,60,,75,55.8,56.7,1,1,445,41,177,123,0,1,54,42,0,1,5,2.5,0.5,2.51,1
Timothy Conerly,139372,WR,UNLV,4,2,2,0,0,0,0,15,0,0,2,12,400,0,1,325,0,1,66.3,85.7,74,,,75.4,77.2,58.2,8,0,30,1,6,17,0,0,1,3,1,15,12,6,7.5,5,0
Quran Boyd,170040,HB,DUKE,3,2,0,0,,0,0,0,0,0,0,0,0,0,0,154,0,1,67.3,57.7,70.4,,,64.1,56.9,60,2,0,1,1,3,4,0,0,1,3,0,0,0,0,0,0.33,1
Peyton Streko,170027,HB,CLEMSON,1,2,0,0,0,0,0,15,0,0,0,11,0,0,1,140,0,0,65.5,70.9,65.2,,,,68,,9,0,0,0,0,2,0,0,0,2,0,15,11,5.5,7.5,,2
Daniel Shaban,171060,HB,UCONN,1,2,0,0,0,0,0,6,0,0,0,3,0,0,0,146,0,2,67.3,69,66.5,,,,66.5,60,6,0,0,0,0,4,0,0,0,2,0,6,3,1.5,3,,0
Jordan Smith,171071,WR,NEW MEX ST,10,2,0,0,0,0,0,-11,2,0,0,0,0,0,0,242,0,1,83,53,83.3,,,53,56.2,56.6,-5,0,110,8,148,95,0,0,21,10,0,-11,0,0,-5.5,0.74,0
Nyck Harbor,175923,WR,S CAROLINA,13,1,2,0,0,0,0,1,1,1,2,5,55.6,0,0,289,0,0,72.2,64.2,42.4,,,65,59.5,60.2,1,3,376,26,278,268,0,0,42,27,0,1,5,5,1,1.35,0
John Copenhaver,122828,TE,N CAROLINA,13,1,0,0,0,0,0,6,4,10,0,5,122,0,1,245,0,0,73.4,58.3,90.3,,63.5,61.5,62.7,48.8,6,2,414,40,333,385,0,0,55,41,0,6,5,5,6,1.24,0
Mekhi Shaw,128315,WR,S DIEGO ST,12,1,0,0,0,0,0,3,0,2,0,3,42.9,0,0,284,0,0,82.5,56.3,55.9,,,56.1,,60.7,3,1,150,13,225,185,0,0,24,14,0,3,3,3,3,0.67,0
Jalen Moss,163408,WR,FRESNO ST,12,1,0,0,0,0,0,6,6,9,0,1,18.4,0,0,169,0,0,53.8,63.5,87.6,,,63.4,57.7,59.2,6,0,563,48,367,209,0,0,72,49,0,6,1,1,6,1.53,0
Davis Lane Jr.,156393,HB,VIRGINIA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,335,0,0,62.5,59.3,63.5,,,,59.7,,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,,1
Tyler Chandler,176026,HB,SYRACUSE,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,304,0,0,62.5,57.1,62.7,,,,58.2,,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,,1
Malik Phillips,170505,WR,SM HOUSTON,3,1,0,0,0,0,0,4,0,2,0,1,66.7,0,0,281,0,1,69,68.6,76.5,,,66.3,59.7,74.6,4,0,25,2,18,21,0,0,2,3,0,4,1,1,4,1.39,0
Rece Verhoff,156821,K,MARSHALL,2,1,0,0,0,0,0,9,0,0,0,0,0,0,1,214,0,0,62.5,67.2,62.6,,,,62.7,57,9,0,0,0,0,3,0,0,0,1,0,9,0,0,9,,0
Zeed Haynes,173532,WR,SYRACUSE,2,1,1,0,0,0,0,11,2,1,1,7,155.6,1,1,304,0,0,68.2,60.1,81,,,58.8,62.7,62.8,11,0,97,8,63,41,0,0,15,9,0,11,7,7,11,1.54,0
Jayden Mandal,173516,QB,FRESNO ST,5,1,0,0,0,0,0,0,0,0,0,,100,0,0,169,0,0,67,39.8,74.3,35.9,,,60,60,3,0,0,0,0,20,3,1,0,0,0,3,2,2,3,,0
Jackson Brousseau,173480,QB,COLO STATE,1,1,0,0,0,0,0,0,0,0,0,,100,0,0,144,0,0,64.6,44.4,71,46.3,,,57.3,60,8,0,0,0,0,6,8,1,0,0,0,8,0,0,8,,0
Isaiah Thacker,176138,WR,BALL ST,5,1,0,0,0,0,0,6,0,0,0,2,0,0,1,117,0,0,62.5,54.6,78.8,,,51.7,63,62.4,6,0,0,0,29,36,0,0,1,1,0,6,2,2,6,0,0
