player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Jarvis Landry,8698,WR,CLV,16,137,0,8,10.9,1,48.8,50.0,3,6,4.8,1,11,0,71.3,62.3,1,39,0.0,0,215,20,90.7,195,57.4,41,21.0,0,244,88,4.4,12.2,1.25,0,11.5,6,62.5,47.4,9,19,8.3,5,29,1,61.7,71.7,1,51,0.3,1,397,55,95.0,377,93.2,88,23.3,3,685,177,3.2,12.5,1.82
Mike Evans,8642,WR,TB,16,135,0,30,14.9,1,64.9,58.3,7,12,4.0,1,19,1,51.8,71.8,1,27,0.5,1,196,24,91.3,179,101.3,37,20.7,2,341,49,2.0,14.2,1.91,0,17.0,4,65.2,58.3,7,12,7.9,5,46,0,63.3,87.1,6,72,0.0,0,424,58,95.8,406,91.6,89,21.9,3,1153,245,4.2,19.9,2.84
Tyreek Hill,10799,WR,KC,16,129,0,16,16.1,4,68.2,62.5,5,8,6.3,2,26,0,67.5,92.2,0,67,0.0,0,180,30,92.2,166,148.9,44,26.5,5,576,169,5.6,19.2,3.47,0,16.3,7,70.7,66.7,8,12,3.6,2,32,0,73.4,82.7,5,75,0.0,0,396,53,93.9,372,105.2,75,20.2,5,896,337,6.4,16.9,2.41
George Kittle,11901,TE,SF,16,128,0,28,7.7,4,46.9,0.0,0,6,16.7,3,12,0,38.1,66.2,2,52,12.1,20,165,15,81.8,135,42.2,32,23.7,0,208,136,9.1,13.9,1.54,0,7.6,13,78.2,33.3,4,12,4.2,3,45,0,80.9,92.1,1,82,11.8,45,380,68,82.9,315,120.4,87,27.6,2,1061,656,9.6,15.6,3.37
Robert Woods,7822,WR,LA,16,127,0,26,11.5,5,60.0,33.3,2,6,0.0,0,22,0,85.3,84.5,0,39,2.4,5,208,24,90.9,189,104.8,40,21.2,1,426,180,7.5,17.8,2.25,0,12.3,2,72.5,54.5,6,11,3.3,2,40,0,89.3,85.6,3,35,1.6,6,381,58,94.0,358,91.1,80,22.3,1,769,247,4.3,13.3,2.15
Keenan Allen,7857,WR,LAC,16,125,0,27,9.3,1,70.7,50.0,3,6,3.3,1,21,1,77.8,81.3,1,27,0.0,0,168,29,92.9,156,98.9,41,26.3,1,393,140,4.8,13.6,2.52,0,9.4,6,80.3,45.5,5,11,3.2,2,35,1,83.5,88.8,1,54,0.0,0,302,61,96.4,291,106.6,76,26.1,1,748,252,4.1,12.3,2.57
Christian McCaffrey,11763,HB,CAR,16,122,0,5,2.0,6,87.9,,0,0,0.0,0,14,0,87.6,83.5,0,38,18.3,37,202,29,76.2,154,140.3,33,21.4,4,270,260,9.0,9.3,1.75,0,0.4,15,88.2,0.0,0,3,0.0,0,25,2,91.1,83.0,0,34,14.4,54,374,75,82.4,308,95.2,85,27.6,0,583,585,7.8,7.8,1.89
Odell Beckham Jr.,8647,WR,NYG,12,119,0,21,10.9,3,70.4,50.0,2,4,5.0,1,14,0,69.6,84.6,1,39,0.0,0,109,19,91.7,100,123.2,27,27.0,3,265,106,5.6,13.9,2.65,0,13.3,17,63.2,26.3,5,19,3.5,2,35,0,82.1,87.7,2,51,0.0,0,344,55,96.8,333,86.3,87,26.1,1,778,213,3.9,14.1,2.34
T.Y. Hilton,7092,WR,IND,14,116,0,14,11.7,3,62.8,53.3,8,15,3.6,1,20,0,77.3,84.6,2,42,0.0,0,175,27,89.1,156,96.0,43,27.6,3,389,76,2.8,14.4,2.49,0,12.1,4,70.8,33.3,4,12,6.1,3,31,0,69.8,81.6,1,68,0.0,0,325,46,95.7,311,111.9,65,20.9,1,853,349,7.6,18.5,2.74
James White,8765,HB,NE,16,116,0,19,4.3,1,51.6,0.0,0,2,11.1,2,11,0,53.1,63.6,1,17,9.3,15,161,16,83.9,135,75.1,31,23.0,2,163,139,8.7,10.2,1.21,0,1.5,4,84.9,0.0,0,1,4.6,3,19,0,84.1,83.4,0,37,8.9,24,270,62,88.5,239,99.3,73,30.5,1,492,456,7.4,7.9,2.06
Kenny Golladay,11851,WR,DET,15,115,0,11,10.7,2,60.5,69.2,9,13,7.1,2,21,1,65.8,83.9,1,60,0.0,0,183,26,91.3,167,106.2,43,25.7,3,414,161,6.2,15.9,2.48,0,13.6,5,64.1,61.5,8,13,2.4,1,32,0,83.6,75.3,0,43,0.0,0,391,41,93.9,367,96.4,64,17.4,0,628,189,4.6,15.3,1.71
Saquon Barkley,45791,HB,NYG,16,114,0,21,5.2,4,70.0,66.7,2,3,6.7,1,12,0,64.7,88.8,1,57,18.6,24,129,14,77.5,100,120.2,20,20.0,2,227,163,11.6,16.2,2.27,0,-1.3,26,82.6,50.0,1,2,5.3,4,16,0,75.9,78.3,0,55,9.5,37,388,71,87.9,341,93.3,86,25.2,1,469,599,8.4,6.6,1.38
Brandin Cooks,8655,WR,LA,16,110,0,26,13.1,1,69.2,53.8,7,13,0.0,0,22,1,86.9,83.0,0,48,0.0,0,194,27,92.8,180,107.0,39,21.7,0,442,131,4.9,16.4,2.46,0,14.1,6,73.8,33.3,4,12,2.0,1,32,0,85.8,75.8,2,57,0.0,0,375,48,95.5,358,113.5,65,18.2,3,738,211,4.4,15.4,2.06
Corey Davis,11760,WR,TEN,16,108,0,31,10.4,3,53.8,80.0,4,5,16.0,4,19,0,37.1,81.0,0,28,0.0,0,134,21,93.3,125,94.7,39,31.2,2,287,77,3.7,13.7,2.3,0,11.0,5,70.0,0.0,0,3,0.0,0,26,1,90.2,70.9,1,51,0.0,0,349,42,95.4,333,100.1,60,18.0,1,592,192,4.6,14.1,1.78
Eric Ebron,8645,TE,IND,16,108,0,14,11.8,0,57.1,62.5,10,16,4.0,1,18,0,62.5,76.2,1,28,2.9,5,172,24,87.8,151,106.4,42,27.8,7,273,65,2.7,11.4,1.81,0,9.6,3,62.9,25.0,3,12,9.3,4,18,0,58.3,65.9,2,53,1.1,3,284,39,94.0,267,87.9,62,23.2,3,457,179,4.6,11.7,1.71
Larry Fitzgerald,1724,WR,ARZ,16,107,0,1,11.1,2,54.5,55.6,5,9,5.3,1,12,0,69.0,64.1,0,26,0.0,0,165,18,94.5,156,71.1,33,21.2,0,187,49,2.7,10.4,1.2,0,9.6,9,70.1,43.8,7,16,4.1,2,24,0,78.1,72.8,3,37,0.0,0,366,47,94.5,346,94.0,67,19.4,4,518,151,3.2,11.0,1.5
Julian Edelman,5156,WR,NE,12,105,0,19,9.4,4,57.6,0.0,0,5,20.8,5,14,0,28.4,68.8,0,36,0.0,0,147,19,92.5,136,125.9,33,24.3,4,287,135,7.1,15.1,2.11,0,7.8,1,75.8,42.9,3,7,5.7,3,26,0,71.9,76.2,2,34,0.0,0,276,50,95.7,264,91.5,66,25.0,1,537,199,4.0,10.7,2.03
Golden Tate,5585,WR,PHI,15,105,0,24,8.3,6,61.8,16.7,1,6,4.5,1,14,0,71.3,74.0,0,45,0.0,0,132,21,93.9,124,105.5,34,27.4,2,264,151,7.2,12.6,2.13,0,6.2,17,75.8,60.0,6,10,10.7,6,17,2,52.7,65.3,1,67,0.0,0,262,50,95.8,251,95.1,66,26.3,1,493,245,4.9,9.9,1.96
Tyler Boyd,10689,WR,CIN,14,103,0,7,8.7,4,76.6,33.3,3,9,7.7,3,31,0,62.9,90.4,0,36,0.0,0,197,36,90.4,178,113.0,47,26.4,0,531,255,7.1,14.8,2.98,0,10.4,2,69.8,50.0,3,6,0.0,0,20,0,90.1,72.8,0,49,0.0,0,304,37,96.1,292,123.1,53,18.2,4,479,166,4.5,12.9,1.64
Adam Humphries,10075,WR,TB,16,103,0,30,7.2,2,69.0,71.4,5,7,4.8,1,11,0,72.1,64.7,0,51,0.0,0,199,20,93.0,185,114.3,29,15.7,2,221,110,5.5,11.1,1.19,0,5.7,7,77.9,16.7,1,6,3.6,2,35,0,81.2,78.1,1,39,0.0,0,355,53,96.1,341,100.9,68,19.9,1,578,318,6.0,10.9,1.7
Amari Cooper,9437,WR,DAL,15,102,0,9,11.3,0,68.9,50.0,3,6,8.8,3,24,1,61.3,79.1,1,40,0.0,0,184,31,89.1,164,111.2,45,27.4,3,418,160,5.2,13.5,2.55,0,10.1,4,77.1,100.0,4,4,5.1,2,24,1,73.3,71.0,2,90,0.0,0,350,37,95.1,333,109.5,48,14.4,2,537,228,6.2,14.5,1.61
Sterling Shepard,10674,WR,NYG,16,102,0,21,12.1,3,57.6,33.3,4,12,9.5,2,15,0,57.1,73.0,0,53,0.7,1,146,19,93.2,136,92.1,33,24.3,1,253,114,6.0,13.3,1.86,0,10.3,3,67.8,37.5,3,8,13.0,6,27,0,42.4,59.2,1,58,0.0,0,433,40,97.2,421,90.9,59,14.0,0,558,183,4.6,14.0,1.33
Zay Jones,11792,WR,BUF,16,99,0,4,12.4,0,56.8,40.0,4,10,3.8,1,17,0,74.4,64.0,1,33,1.2,3,249,25,92.4,230,89.6,44,19.1,3,284,72,2.9,11.4,1.23,0,14.1,1,53.8,18.2,2,11,6.7,2,13,0,67.3,56.4,4,57,2.2,7,325,28,92.0,299,61.9,52,17.4,3,346,47,1.7,12.4,1.16
Jared Cook,5012,TE,OAK,16,99,0,23,9.0,1,55.9,45.5,5,11,9.5,2,15,0,58.1,73.4,2,30,2.5,4,159,19,91.2,145,75.9,34,23.4,2,262,90,4.7,13.8,1.81,0,8.6,5,75.0,44.4,4,9,6.7,3,28,0,67.4,80.6,2,45,5.4,18,334,42,90.7,303,105.2,56,18.5,2,586,259,6.2,14.0,1.93
Alvin Kamara,11822,HB,NO,15,98,0,20,3.2,4,79.3,,0,0,8.0,2,14,0,61.3,82.0,0,42,11.0,15,136,23,83.1,113,123.1,29,25.7,2,233,180,7.8,10.1,2.06,0,1.1,11,84.5,40.0,2,5,0.0,0,15,0,86.3,86.7,1,35,5.0,10,199,49,91.5,182,89.9,58,31.9,0,424,421,8.6,8.7,2.33
Michael Crabtree,4933,WR,BLT,16,98,0,3,11.1,3,41.7,33.3,2,6,21.1,4,9,0,29.5,54.4,0,19,0.0,0,162,15,89.5,145,53.4,36,24.8,0,143,24,1.6,9.5,0.99,0,11.1,4,64.8,40.0,4,10,12.5,5,23,0,46.1,66.5,2,27,0.0,0,339,35,95.0,322,74.4,54,16.8,0,437,108,3.1,12.5,1.36
Emmanuel Sanders,5606,WR,DEN,12,97,0,10,11.2,2,63.9,28.6,2,7,8.0,2,15,0,62.5,78.0,0,38,0.0,0,150,23,93.3,140,86.8,36,25.7,0,272,59,2.6,11.8,1.94,0,8.8,5,81.8,0.0,0,2,4.3,2,20,0,70.3,78.9,2,64,0.4,1,260,45,92.7,241,113.6,55,22.8,3,580,237,5.3,12.9,2.41
Dede Westbrook,11865,WR,JAX,16,96,0,15,10.3,3,65.6,33.3,2,6,8.7,2,16,2,60.5,71.9,1,61,0.0,0,171,21,97.7,167,102.6,32,19.2,2,292,162,7.7,13.9,1.75,0,8.6,5,70.9,40.0,4,10,9.3,4,19,0,59.3,63.6,2,34,0.3,1,375,39,95.2,357,81.3,55,15.4,1,386,196,5.0,9.9,1.08
Allen Robinson II,8696,WR,CHI,13,94,0,6,13.6,3,53.1,50.0,5,10,5.6,1,12,1,68.0,67.9,2,36,0.6,1,169,17,91.7,155,75.4,32,20.6,2,263,108,6.4,15.5,1.7,0,12.1,4,63.8,64.3,9,14,2.6,1,23,0,80.8,79.7,1,43,0.0,0,274,37,94.5,259,88.2,58,22.4,1,479,112,3.0,12.9,1.85
Taylor Gabriel,9002,WR,CHI,16,91,0,6,15.0,1,74.1,50.0,2,4,4.8,1,10,1,59.7,63.7,0,47,0.0,0,177,20,90.4,160,99.6,27,16.9,0,232,48,2.4,11.6,1.45,0,9.8,5,74.1,57.1,4,7,0.0,0,18,0,90.3,73.4,2,54,0.3,1,299,43,95.0,284,81.6,58,20.4,0,447,170,4.0,10.4,1.57
Willie Snead IV,8999,WR,BLT,16,91,0,3,10.2,6,63.3,57.1,4,7,0.0,0,14,0,73.7,73.2,1,26,0.0,0,147,19,88.4,130,70.8,30,23.1,0,215,105,5.5,11.3,1.65,0,8.4,8,69.5,66.7,2,3,10.9,5,22,0,51.5,63.0,2,28,0.3,1,297,41,94.6,281,81.2,59,21.0,1,420,173,4.2,10.2,1.49
Mohamed Sanu,7084,WR,ATL,16,91,0,2,11.5,1,54.2,71.4,5,7,0.0,0,12,0,81.7,69.5,0,37,0.0,0,172,13,90.7,156,93.2,24,15.4,1,185,44,3.4,14.2,1.19,0,7.0,10,79.1,22.2,2,9,1.9,1,29,2,87.6,71.3,0,44,0.0,0,381,53,97.4,371,122.2,67,18.1,3,653,352,6.6,12.3,1.76
John Brown,8726,WR,BLT,16,91,0,3,17.1,0,26.3,25.0,3,12,33.3,5,9,0,27.1,57.6,0,44,0.0,0,158,10,89.9,142,54.4,38,26.8,1,169,18,1.8,16.9,1.19,0,17.3,1,62.0,28.6,2,7,6.1,2,18,0,69.0,71.7,2,71,0.0,0,321,31,95.3,306,101.8,50,16.3,3,537,151,4.9,17.3,1.75
Ezekiel Elliott,10638,HB,DAL,15,91,0,9,1.1,1,82.4,33.3,1,3,6.7,1,6,0,65.9,64.0,0,34,25.5,49,192,14,67.2,129,134.6,17,13.2,2,117,117,8.4,8.4,0.91,0,0.1,7,86.4,100.0,1,1,5.0,3,16,0,68.4,70.1,0,38,11.4,34,297,57,84.5,251,98.4,66,26.3,1,423,442,7.8,7.4,1.69
Calvin Ridley,48262,WR,ATL,16,91,0,2,10.2,0,69.2,50.0,1,2,14.3,3,13,1,45.4,69.2,0,40,0.0,0,145,18,91.0,132,110.6,26,19.7,1,237,121,6.7,13.2,1.8,0,10.7,3,70.0,44.4,4,9,10.6,5,21,1,51.5,66.8,2,75,0.0,0,314,42,96.8,304,112.8,60,19.7,5,555,236,5.6,13.2,1.83
Alshon Jeffery,7048,WR,PHI,13,90,0,24,9.6,2,71.8,58.3,7,12,6.7,2,25,0,66.0,80.9,1,31,0.0,0,178,28,94.9,169,115.3,39,23.1,3,360,117,4.2,12.9,2.13,0,12.0,5,75.0,40.0,4,10,7.7,3,22,1,64.5,71.0,0,52,0.0,0,300,36,96.7,290,120.2,48,16.6,2,481,153,4.3,13.4,1.66
Nelson Agholor,9453,WR,PHI,16,90,0,24,7.5,6,71.0,40.0,2,5,4.3,1,10,1,73.5,62.1,0,58,0.0,0,203,22,94.1,191,107.5,31,16.2,1,264,166,7.5,12.0,1.38,0,12.3,4,70.4,37.5,3,8,7.3,3,16,0,66.5,63.1,1,83,0.3,1,393,38,95.2,374,94.9,54,14.4,1,463,180,4.7,12.2,1.24
Chris Godwin,11839,WR,TB,16,90,0,30,11.7,2,55.6,42.9,3,7,0.0,0,12,1,81.1,70.1,1,25,0.0,0,149,15,92.6,138,76.8,27,19.6,1,204,59,3.9,13.6,1.48,0,13.4,4,74.1,72.7,8,11,2.4,1,31,3,83.0,79.7,0,48,0.0,0,284,40,95.1,270,128.5,54,20.0,3,599,175,4.4,15.0,2.22
Tarik Cohen,11874,HB,CHI,16,87,0,6,6.3,3,74.2,0.0,0,2,0.0,0,16,0,84.9,88.4,1,70,1.8,2,110,23,91.8,101,129.1,31,30.7,3,345,251,10.9,15.0,3.42,0,1.9,13,87.5,100.0,1,1,0.0,0,10,1,90.2,74.9,1,46,3.0,6,197,42,92.4,182,86.1,48,26.4,0,324,252,6.0,7.7,1.78
Robbie Chosen,11254,WR,NYJ,14,87,0,22,18.1,2,52.0,36.4,4,11,13.3,2,12,0,48.3,72.3,1,76,0.0,0,130,13,97.7,127,100.9,25,19.7,2,273,92,7.1,21.0,2.15,0,16.9,0,61.4,23.1,3,13,2.8,1,16,2,80.1,68.3,2,41,0.0,0,298,35,96.6,288,84.5,57,19.8,2,467,89,2.5,13.3,1.62
Demaryius Thomas,5547,WR,HST,15,87,0,13,11.4,2,60.6,57.1,4,7,20.0,5,12,0,29.7,67.7,0,45,0.0,0,173,20,90.2,156,110.8,33,21.2,2,301,101,5.1,15.1,1.93,0,10.5,3,70.0,33.3,2,6,5.4,2,22,0,70.8,68.5,2,23,0.0,0,287,35,95.8,275,73.4,50,18.2,0,356,173,4.9,10.2,1.29
Jordy Nelson,4350,WR,OAK,15,86,0,23,8.9,1,63.6,12.5,1,8,0.0,0,12,0,84.9,69.7,0,61,0.6,1,176,21,91.5,161,86.8,33,20.5,0,251,97,4.6,12.0,1.56,0,9.8,2,77.6,60.0,3,5,2.6,1,21,0,81.3,67.8,2,66,0.3,1,339,38,96.2,326,95.7,49,15.0,1,462,142,3.7,12.2,1.42
Austin Hooper,10715,TE,ATL,16,86,0,2,6.4,1,76.9,50.0,3,6,9.1,2,9,0,59.2,62.2,0,23,10.9,19,174,20,81.0,141,103.4,26,18.4,1,152,62,3.1,7.6,1.08,0,7.6,5,88.2,87.5,7,8,0.0,0,16,0,90.3,66.4,1,36,10.5,38,361,45,86.7,313,95.8,51,16.3,0,457,147,3.3,10.2,1.46
Donte Moncrief,8725,WR,JAX,16,85,0,15,14.7,1,39.4,27.3,3,11,23.5,4,9,0,29.0,59.5,0,80,0.0,0,160,13,97.5,156,73.2,33,21.2,1,223,82,6.3,17.2,1.43,0,12.6,3,65.3,10.0,1,10,0.0,0,17,0,89.0,63.7,1,67,0.0,0,371,32,96.0,356,89.9,49,13.8,1,413,159,5.0,12.9,1.16
Cole Beasley,7330,WR,DAL,16,85,0,9,8.1,1,73.8,42.9,3,7,6.1,2,22,0,70.3,78.3,0,21,0.0,0,196,31,88.3,173,98.6,42,24.3,0,353,107,3.5,11.4,2.04,0,6.5,1,79.5,100.0,1,1,0.0,0,16,0,88.0,66.9,0,32,0.0,0,289,31,95.8,277,115.1,39,14.1,2,293,105,3.4,9.5,1.06
Jimmy Graham,5619,TE,GB,16,83,0,12,6.4,4,72.0,66.7,4,6,5.3,1,14,0,57.4,59.6,0,21,1.9,4,212,18,88.7,188,104.9,25,13.3,1,177,108,6.0,9.8,0.94,0,11.6,2,67.9,33.3,4,12,2.7,1,17,0,80.8,62.5,1,54,3.1,11,353,36,93.5,330,92.4,53,16.1,1,449,150,4.2,12.5,1.36
David Njoku,11784,TE,CLV,16,83,0,8,10.8,1,64.0,50.0,6,12,0.0,0,11,0,81.7,72.3,2,66,10.1,20,198,16,80.8,160,97.3,25,15.6,3,214,141,8.8,13.4,1.34,0,8.4,9,69.1,71.4,5,7,17.4,8,15,0,29.5,60.1,1,42,8.4,30,356,38,88.2,314,83.6,55,17.5,0,416,169,4.4,10.9,1.32
Courtland Sutton,48164,WR,DEN,16,79,0,10,13.9,3,45.7,40.0,4,10,23.8,5,12,0,28.8,64.3,1,42,0.0,0,191,16,92.1,176,62.7,35,19.9,0,289,57,3.6,18.1,1.64,0,17.2,3,60.0,45.5,5,11,14.3,4,17,0,41.9,61.8,1,42,0.0,0,338,24,94.1,318,108.1,40,12.6,3,398,111,4.6,16.6,1.25
Nyheim Hines,48103,HB,IND,16,78,0,14,6.4,3,76.2,72.7,8,11,5.9,1,12,0,66.7,86.0,1,28,8.3,11,132,16,85.6,113,111.6,21,18.6,2,172,98,6.1,10.8,1.52,0,0.9,3,83.3,100.0,3,3,6.3,3,17,0,62.5,67.9,1,21,4.3,10,234,45,91.5,214,77.9,54,25.2,0,245,242,5.4,5.4,1.14
Antonio Callaway,48101,WR,CLV,16,78,0,8,13.9,1,53.8,60.0,3,5,12.5,2,10,0,51.5,62.9,1,38,0.0,0,173,14,90.8,157,78.2,26,16.6,2,135,31,2.2,9.6,0.86,0,15.0,2,56.0,28.6,2,7,12.5,4,16,1,47.5,64.2,4,71,0.0,0,333,28,94.6,315,66.2,50,15.9,2,449,202,7.2,16.0,1.43
Jordan Reed,7866,TE,WAS,13,78,0,32,10.7,1,63.2,33.3,1,3,0.0,0,9,0,79.4,83.8,1,27,4.6,4,87,12,87.4,76,88.5,19,25.0,1,174,69,5.8,14.5,2.29,0,5.3,4,70.9,33.3,3,9,4.9,2,15,1,74.7,67.9,0,34,4.1,11,269,39,92.2,248,88.7,55,22.2,0,363,164,4.2,9.3,1.46
A.J. Green,6156,WR,CIN,9,77,0,7,13.3,2,51.4,63.6,7,11,14.3,3,16,0,58.3,88.2,1,38,0.0,0,123,18,90.2,111,87.6,35,31.5,2,298,89,4.9,16.6,2.68,0,14.2,1,64.9,44.4,4,9,7.7,2,18,2,62.3,74.6,1,38,0.0,0,169,24,95.3,161,95.0,37,23.0,1,365,63,2.6,15.2,2.27
Devin Funchess,9474,WR,CAR,14,77,0,5,13.9,0,50.0,33.3,3,9,6.3,1,12,0,66.7,71.9,1,23,0.0,0,139,15,94.2,131,67.8,30,22.9,1,193,34,2.3,12.9,1.47,0,13.6,2,61.4,42.9,3,7,15.6,5,22,0,36.0,64.3,3,27,0.0,0,262,27,96.2,252,73.4,44,17.5,2,353,45,1.7,13.1,1.4
Jalen Richard,11395,HB,OAK,16,77,0,23,5.5,4,81.8,,0,0,0.0,0,5,0,56.7,64.0,0,32,29.7,30,101,9,64.4,65,103.0,11,16.9,0,96,69,7.7,10.7,1.48,0,1.1,6,89.1,25.0,1,4,1.7,1,18,0,88.6,88.0,0,32,10.5,22,210,57,87.6,184,99.4,64,34.8,0,503,445,7.8,8.8,2.73
Todd Gurley II,9443,HB,LA,14,76,0,26,2.1,3,77.8,100.0,1,1,6.7,1,10,0,68.0,87.7,0,56,17.2,28,163,14,77.9,127,149.1,18,14.2,2,196,183,13.1,14.0,1.54,0,-0.1,8,81.6,50.0,1,2,9.1,4,15,1,51.7,62.2,0,30,11.2,35,312,40,84.3,263,103.7,49,18.6,1,356,383,9.6,8.9,1.35
