player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Sergio Bailey II,26284,WR,E MICHIGAN,13,17.3,5,56.1,,0,0,0,7.7,5,39,160,0,63.5,75.4,77.8,60.9,77.7,0,0,3,57,0.2,1,433,1,60,94.2,408,4.6,20,92.7,107,7,95.4,413,867,185,3.1,14.5,2.13
Corey Willis,25319,WR,C MICHIGAN,13,12.3,24,67.9,,0,0,0,6.5,5,46,134,1,71.6,54.5,83.3,,84.5,0,0,4,85,0,0,451,2,72,95.3,430,51.2,231,113.9,106,9,48.3,218,1084,391,5.4,15.1,2.52
JuJu Smith-Schuster,11817,WR,USC,13,11.2,9,66.7,,0,0,0,5.4,4,40,326,0,78.4,76.2,71.6,,73,0.2,1,2,67,0,0,443,2,70,96.6,428,14.7,65,117.7,105,10,84,372,914,384,5.5,13.1,2.14
Adam Breneman,47346,TE,UMASS,12,9.3,0,66.7,,0,0,0,2.8,2,45,216,1,87.6,52.7,86.7,71.9,90.6,44.8,217,5,58,4.5,22,484,4,70,92.1,446,41.7,202,94.9,105,8,1.7,8,800,254,3.6,11.4,1.79
Dede Westbrook,11865,WR,OKLAHOMA,13,11.4,20,76.9,,0,0,0,4.8,4,53,261,1,86.4,68.1,91.2,61,91.3,0.3,1,2,88,0.3,1,396,2,80,94.2,373,13.9,55,149.8,104,17,85.6,339,1518,778,9.7,19,4.07
Tre'Quan Smith,48228,WR,UCF,13,12.8,12,56.7,,0,0,0,9.2,6,34,323,0,65.6,74.6,67.7,,66.2,0,0,1,72,0,0,497,1,59,95.6,475,10.5,52,96.6,104,5,89.5,445,879,330,5.6,14.9,1.85
Ishmael Zamora,12252,WR,BAYLOR,10,9.2,8,60.6,,0,0,0,13.7,10,36,118,3,49,24.1,64.3,,63.9,0,0,1,81,0,0,415,2,63,94,390,4.6,19,106.6,104,8,95.2,395,809,401,6.4,12.8,2.07
Jerome Lane,26262,WR,AKRON,12,15.2,7,60.2,,0,0,1,6.1,4,44,102,2,72.1,29.4,74,,73.4,0.2,1,6,91,0,0,446,4,62,92.2,411,2,9,88.5,103,6,97.8,436,1016,323,5.2,16.4,2.47
Kalib Woods,48013,WR,FAU,12,12.7,3,66.7,,0,0,0,9.3,7,41,165,0,60.7,75.2,74.3,46.3,75.8,0.5,2,1,46,0,0,388,2,68,97.2,377,8,31,95,102,1,91.5,355,935,178,2.6,13.8,2.48
Amara Darboh,11861,WR,MICHIGAN,13,14.9,7,56.4,,0,0,0,9.5,6,37,222,0,64.8,74.5,81,,78.9,0,0,1,46,0,0,363,1,57,97,352,9.1,33,103.7,101,7,90.9,330,862,312,5.5,15.1,2.45
TJ Rahming,47767,WR,DUKE,12,8,6,69.3,,0,0,0,5.4,4,35,154,0,78.7,75.5,69,,69.4,0,0,4,51,0,0,415,0,70,95.7,397,9.4,39,77.2,101,1,89.9,373,742,472,6.7,10.6,1.87
Stacy Coley,11974,WR,MIAMI FL,13,12.5,9,62.4,,0,0,0,7.4,5,33,220,0,76.5,74.8,69.9,,72.6,0,0,3,55,0,0,400,12,63,96,384,44.5,178,102.5,101,9,55.5,222,754,325,5.2,12,1.96
Zach Pascal,12303,WR,DOMINION,13,13.8,6,64.4,,0,0,0,5.8,4,45,263,0,77,80.1,79.1,,79.3,0.3,1,1,53,0,0,372,2,65,94.1,350,49.5,184,120.3,101,9,47.8,178,946,270,4.2,14.6,2.7
JoJo Natson,12739,WR,AKRON,12,16.4,12,58,,0,0,1,12.1,8,33,102,1,56.4,66.5,69.1,,70.1,0,0,4,50,0,0,416,6,58,91.3,380,88.7,369,102,100,10,10.6,44,838,270,4.7,14.4,2.21
Travis Rudolph,47997,WR,FLORIDA ST,13,12.5,13,56,,0,0,1,6.7,4,38,167,0,74.1,74.4,71,,70.8,0.4,2,2,58,0,0,477,6,56,94.1,449,36.1,172,98.8,100,7,63.3,302,840,261,4.7,15,1.87
Andy Isabella,47448,WR,UMASS,12,12.1,13,62,,0,0,0,6.1,4,37,216,1,76,56.4,74.6,65.4,73,0.9,4,4,55,0.2,1,440,5,62,95.7,421,64.3,283,93.8,100,7,34.5,152,801,277,4.5,12.9,1.9
Curtis Samuel,11795,HB,OHIO STATE,13,9,8,75.5,,0,0,0,7.5,6,36,260,0,75.5,78.8,82.4,78.7,81.8,0.9,3,3,79,4.1,14,341,2,74,91.8,313,73,249,112.8,98,7,7.3,25,865,455,6.1,11.7,2.76
Rodney Adams,11925,WR,USF,13,7,23,71.4,,0,0,0,4.1,3,28,327,5,78.7,20.4,76.2,,72.7,0,0,3,84,0,0,335,1,70,96.7,324,81.2,272,101.2,98,5,18.8,63,831,684,9.8,11.9,2.56
Cedrick Wilson Jr.,48170,WR,BOISE ST,12,16.3,12,57.1,,0,0,0,8.2,5,44,120,0,68,39.1,87.7,,88.7,1.9,6,4,75,0,0,310,1,56,97.4,302,6.8,21,118.1,98,11,91.3,283,1129,429,7.7,20.2,3.74
Cody Thompson,48152,WR,TOLEDO,13,14.8,10,65.3,,0,0,0,1.5,1,46,316,1,90.8,52.2,81.7,,84.5,0,0,4,78,0,0,448,3,64,94.4,423,13.6,61,129,98,11,86.4,387,1268,524,8.2,19.8,3
DeAngelo Yancey,11930,WR,PURDUE,12,15.3,4,50.5,,0,0,0,5.8,3,37,273,0,75.9,73.8,64.1,,64.5,0.2,1,7,88,0,0,580,1,49,94,545,4.5,26,89.3,97,10,95.3,553,951,317,6.5,19.4,1.74
Jalen McCleskey,47668,WR,OKLA STATE,13,8.9,10,75.3,,0,0,0,5.2,4,37,262,1,79.3,64.6,70.6,,71,0,0,1,52,0,0,444,1,73,96.6,429,95.5,424,119.6,97,7,3.4,15,816,377,5.2,11.2,1.9
Jonathan Giles,47416,WR,TEXAS TECH,12,11.6,4,71.1,,0,0,0,6.8,5,47,315,1,73.6,52.9,83.1,31.5,83.2,0.2,1,0,64,0,0,408,3,69,93.9,383,96.3,393,150.7,97,13,3.4,14,1158,512,7.4,16.8,3.02
Drew Morgan,48073,WR,ARKANSAS,13,9.2,12,68,,0,0,0,2.9,2,41,111,2,87.1,26.2,75.3,61,77.9,0.3,1,3,36,0.3,1,357,2,66,93.8,335,34.7,124,88.3,97,3,64.1,229,747,373,5.7,11.3,2.23
Artavis Scott,12044,WR,CLEMSON,15,4.4,18,79.2,,0,0,0,6.2,5,37,140,1,77,70.4,67.2,,67.7,0,0,1,28,0,0,454,3,76,94.7,430,34.8,158,106.5,96,5,65,295,618,529,7,8.1,1.44
Ricky Jones,48295,WR,INDIANA,13,12.7,9,55.2,,0,0,1,7,4,35,190,0,67.2,74.6,76,,75.3,0,0,5,65,0,0,395,1,53,96.2,380,11.4,45,73.6,96,3,88.6,350,848,376,7.1,16,2.23
Deondre Douglas,47445,WR,TROY,13,9.7,6,62.5,,0,0,0,1.6,1,33,318,1,85.7,60.3,68.2,62.1,67.2,0.3,1,6,47,0.3,1,395,3,60,94.4,373,88.6,350,81.3,96,6,10.9,43,746,310,5.2,12.4,2
Nick Westbrook-Ikhine,47861,WR,INDIANA,13,15.6,5,56.3,,0,0,0,11.5,7,39,190,0,57.5,74.5,80.9,,80.5,0,0,3,79,0,0,341,0,54,95.6,326,10.3,35,100,96,6,89.7,306,995,274,5.1,18.4,3.05
Cam Phillips,47593,WR,VA TECH,14,7.4,19,80,,0,0,0,5,4,43,337,2,80.5,40.5,72,62.1,74.1,0.2,1,2,55,0.2,1,438,0,76,95.9,420,86.1,377,118.4,95,5,13.2,58,979,588,7.7,12.9,2.33
Chance Allen,47789,WR,HOUSTON,12,15.3,3,58.9,,0,0,0,1.8,1,43,182,1,90.1,50.5,70.1,60.5,70.1,0,0,4,50,0.2,1,526,3,56,96,505,12.9,68,90.3,95,6,86.9,457,812,241,4.3,14.5,1.61
Tavares Martin Jr.,48314,WR,WASH STATE,13,9,10,68.1,,0,0,0,7.2,5,39,341,0,72,75.8,65.1,,64.6,0,0,2,50,0,0,553,1,64,94,520,0.4,2,107,94,7,99.6,551,728,368,5.8,11.4,1.4
Malik Turner,48078,WR,ILLINOIS,11,12.2,4,51.1,,0,0,0,9.4,5,34,187,1,62.9,46.4,78.4,,77.8,0,0,3,68,0,0,292,0,48,94.9,277,43.5,127,84.2,94,6,56.5,165,712,256,5.3,14.8,2.57
Josh Reynolds,11872,WR,TEXAS A&M,13,14.7,4,64.9,,0,0,0,9,6,47,312,0,66.1,74.8,82.2,,83.4,0,0,4,92,0,0,466,0,61,95.5,445,3.6,17,124.1,94,12,96.4,449,1039,300,4.9,17,2.33
Mitchell Paige,12337,WR,INDIANA,13,9.7,11,61.7,,0,0,0,4.9,3,35,190,1,74.3,50.3,67.9,,69.2,0,0,7,42,0,0,424,1,58,96,407,97.4,413,65.3,94,4,2.6,11,646,334,5.8,11.1,1.59
Josh Knight,23034,WR,MARSHALL,12,9.2,9,66,,0,0,0,8.8,6,28,214,0,66.6,74.8,65,,65.2,0,0,2,65,0,0,358,1,62,93.3,334,100,358,93.9,94,5,0,0,631,290,4.7,10.2,1.89
N'Keal Harry,48297,WR,ARIZONA ST,12,10.6,11,61.7,,0,0,0,7.9,5,33,110,0,69.6,50.8,69.8,,67.1,0.2,1,2,37,0,0,527,2,58,94.3,497,4,21,91.6,94,5,95.8,505,659,325,5.6,11.4,1.33
Daikiel Shorts,12153,WR,W VIRGINIA,13,10.9,11,67.7,,0,0,0,6,4,50,343,0,76.4,74.8,81.1,65.4,81.5,0.2,1,3,53,0.2,1,405,1,63,95.1,385,91.6,371,103.1,93,5,8.1,33,894,297,4.7,14.2,2.32
Keeon Johnson,12234,WR,VIRGINIA,12,10.7,5,52.7,,0,0,0,12.5,7,26,335,0,54.3,73.8,59.3,,59.2,0.3,1,5,34,0,0,392,2,49,96.4,378,85.2,334,55.7,93,3,14.5,57,476,104,2.1,9.7,1.26
Evan Engram,11778,TE,OLE MISS,11,9,7,70.7,,0,0,0,8.5,6,37,226,0,67.6,74.9,82.1,57.3,80.5,30.2,139,1,63,18.9,87,461,0,65,77.4,357,59.7,275,127.4,92,8,0.4,2,926,402,6.2,14.2,2.59
Chris Godwin,11839,WR,PENN STATE,14,15.5,9,64.1,,0,0,0,7.8,5,41,266,0,69.6,74.7,78.7,,76.6,0,0,1,72,0,0,445,1,59,95.5,425,1.6,7,135.1,92,11,98.4,438,982,266,4.5,16.6,2.31
Ty Lee,39885,WR,MIDDLE TN,13,6.3,13,68.5,,0,0,1,7.4,5,38,224,0,71.6,77.3,71.3,66.9,68.3,0.2,1,3,30,1.2,6,512,3,63,93.8,480,99,507,109.6,92,9,0.4,2,694,421,6.7,11,1.45
Ventell Bryant,47959,WR,TEMPLE,11,14.5,10,59.3,,0,0,0,0,0,40,306,0,92.8,74.3,90.1,,90,0.4,1,2,44,0,0,258,2,54,95.7,247,2.3,6,98,91,4,97.3,251,895,225,4.2,16.6,3.62
Austin Duke,47632,WR,CHARLOTTE,12,8.3,8,64.8,,0,0,0,4.8,3,31,136,0,79.7,67.1,69.6,,71.4,0,0,1,76,0,0,394,2,59,94.2,371,93.1,367,103,91,4,6.6,26,803,472,8,13.6,2.16
Mason Schreck,12007,TE,BUFFALO,12,8.5,4,64.8,,0,0,0,7.8,5,33,126,0,69.3,74.5,72.7,63.5,70.9,33.3,145,3,75,11.5,50,435,1,59,85.3,371,62.8,273,86.8,91,4,1.4,6,651,269,4.6,11,1.75
Thomas Owens,48148,WR,FIU,12,13.7,6,51.6,,0,0,0,9.6,5,30,166,0,57.4,81.3,64.7,,64,0,0,7,46,0,0,439,2,47,95,417,5.9,26,68.6,91,7,94.1,413,652,184,3.9,13.9,1.56
Laquvionte Gonzalez,47496,WR,KANSAS,12,8.3,26,67,,0,0,0,7.6,5,25,198,1,71.1,55.4,63,63.9,62.4,0,0,5,95,0.2,1,493,1,61,95.9,473,64.3,317,78.6,91,3,35.5,175,711,415,6.8,11.7,1.5
Shay Fields,47791,WR,COLORADO,14,12.3,7,62.2,,0,0,0,8.2,5,33,143,0,68.9,74.7,65,,64.3,0.2,1,1,70,0,0,544,3,56,95.8,521,7,38,123.5,90,9,92.6,504,883,317,5.7,15.8,1.69
James Proche II,48037,WR,SMU,12,9.8,11,65.6,,0,0,2,1.7,1,30,287,0,90.1,84.2,77.5,,79.4,0,0,5,54,0,0,292,3,59,92.8,271,23.6,69,89.2,90,6,73.6,215,721,337,5.7,12.2,2.66
Demetris Robertson,38547,WR,CAL,12,15.3,5,55.6,,0,0,0,7.4,4,26,130,0,70.4,75.1,64.9,,65.7,0.5,2,2,61,0,0,412,2,50,93,383,6.1,25,100.6,90,7,93.2,384,767,303,6.1,15.3,2
Damon Hazelton,42194,WR,BALL ST,11,13,7,56.7,,0,0,0,7.3,4,32,117,1,60.9,46.1,64.9,,64,0,0,3,28,0,0,357,1,51,95,339,2,7,73.6,90,4,98,350,504,109,2.1,9.9,1.49
Equanimeous St. Brown,47967,WR,NOTRE DAME,12,12.7,8,65.2,,0,0,0,4.9,3,36,258,1,80.2,51.6,78.1,,78.9,0,0,4,79,0,0,371,3,58,96.2,357,15.9,59,116.4,89,9,84.1,312,961,348,6,16.6,2.69
Victor Bolden Jr.,12269,WR,OREGON ST,12,11.3,9,52.8,,0,0,1,13,7,23,265,1,47.7,45.5,62.3,,58.7,0,0,4,75,0,0,390,2,47,94.4,368,86.4,337,60.4,89,2,11.5,45,545,260,5.5,11.6,1.48
Michael Clark,12107,WR,MARSHALL,12,16.4,3,41.6,,0,0,0,14,6,27,214,0,49.7,72.6,66.3,,65.8,0,0,4,83,0,0,371,1,37,93.8,348,2.4,9,66.3,89,5,97.6,362,632,111,3,17.1,1.82
Tim Patrick,12087,WR,UTAH,12,16.9,5,51.1,,0,0,0,11.8,6,36,328,0,56.9,73.4,76.2,,76.7,0,0,4,57,0,0,309,1,45,94.5,292,2.6,8,78.4,88,5,97.4,301,711,166,3.7,15.8,2.43
Corey Jones,47526,WR,TOLEDO,13,6.7,11,75.9,,0,0,0,9.6,7,31,316,0,60.1,65.4,70,,69.7,0,0,0,85,0,0,402,4,66,94,378,92.3,371,123.6,87,5,6,24,817,607,9.2,12.4,2.16
Allenzae Staggers,47545,WR,SO MISS,13,13,2,72.4,,0,0,0,4.5,3,42,296,0,76.5,66,74.4,70.1,77.3,0,0,3,93,0.5,2,444,4,63,93.7,416,90.1,400,127,87,7,9.9,44,1165,495,7.9,18.5,2.8
Tim White,12144,WR,ARIZONA ST,10,9.9,13,65.1,,0,0,0,9.7,6,32,110,0,63,55.6,71.8,62.1,71.8,0.3,1,4,44,0.3,1,361,0,56,95.6,345,58.2,210,79.3,86,2,41.6,150,713,458,8.2,12.7,2.07
Doni Dowling,48214,WR,VIRGINIA,12,11.8,9,58.1,,0,0,0,16.7,10,33,335,1,35.6,47.7,63.9,,64.9,0,0,2,44,0,0,367,4,50,95.6,351,6,22,86.7,86,4,94,345,626,188,3.8,12.5,1.78
Steven Dunbar Jr.,48275,WR,HOUSTON,13,12.9,7,62.4,,0,0,1,10.2,6,33,182,0,62.5,76.9,58.1,,58.2,0,0,2,48,0,0,579,3,53,96.4,558,17.6,102,97.8,85,5,82.4,477,693,202,3.8,13.1,1.24
Antonio Callaway,48101,WR,FLORIDA,12,11.1,8,63.5,,0,0,0,11.5,7,32,163,0,57,54,71.2,,71.5,0.3,1,5,78,0,0,343,2,54,97.1,333,7.6,26,77.6,85,3,91.3,313,721,373,6.9,13.4,2.17
