player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Shaq Washington,38626,WR,CINCINNATI,13,9.2,9,67.7,,0,0,0,3.2,3,63,138,0,88.7,76.6,87,,86.5,0,0,8,46,0,0,500,1,90,94.2,471,94,470,79.2,133,6,5.8,29,981,319,3.5,10.9,2.08
Gehrig Dieter,12163,WR,BOWL GREEN,14,10.9,4,69.7,,0,0,0,1.1,1,50,122,1,93.4,58.9,73.9,,72.7,0,0,2,75,0,0,630,2,92,95.2,600,14.6,92,111.2,132,10,85.4,538,1016,378,4.1,11,1.69
JuJu Smith-Schuster,11817,WR,USC,14,13.5,12,67.4,,0,0,0,9.2,9,59,326,1,66.5,40.8,83.8,61,83.6,0.7,3,2,75,0.2,1,452,2,89,94.7,428,16.6,75,123.1,132,10,82.3,372,1454,597,6.7,16.3,3.4
Tyler Boyd,10689,WR,PITTSBURGH,12,9.1,6,71.8,,0,0,0,5.1,5,52,268,0,81.9,68.7,89.9,,90.3,0.3,1,5,51,0,0,361,3,94,95.8,346,45.4,164,91.1,131,6,51.2,185,940,418,4.4,10,2.72
Christian Kirk,47546,WR,TEXAS A&M,13,8.9,16,61.1,,0,0,0,9.1,8,41,312,0,66.2,77.9,75.2,,74.8,0,0,4,66,0,0,483,0,80,96.7,467,97.5,471,90.5,131,7,0.6,3,1019,640,8,12.7,2.18
Kenny Golladay,11851,WR,N ILLINOIS,14,14.6,7,56.2,,0,0,0,1.4,1,45,254,2,88.2,57.5,78.4,,78.4,0,0,4,68,0,0,455,1,73,96.7,440,16.5,75,97.8,130,10,83.5,380,1127,398,5.5,15.4,2.56
Dom Williams,16859,WR,WASH STATE,13,11,7,57.7,,0,0,1,14.8,13,56,341,0,44.4,75.6,67.9,,67.3,0,0,5,75,0,0,673,1,75,96.7,651,0,0,95.6,130,11,100,673,1039,433,5.8,13.9,1.6
K.J. Maye,11248,WR,MINNESOTA,13,10.4,3,56.6,,0,0,0,9.9,8,45,225,1,64.6,58.4,74.5,,73.2,0.2,1,5,57,0,0,424,1,73,95,403,28.8,122,70.8,129,5,70.3,298,769,233,3.2,10.5,1.91
Ed'Marques Batties,39438,WR,MIDDLE TN,13,9.9,14,64.1,,0,0,1,7.9,7,46,224,1,66.8,56,73.1,,74.1,0.4,2,3,59,0,0,506,4,82,96.8,490,24.9,126,113.6,128,13,74.7,378,1047,538,6.6,12.8,2.14
Roger Lewis Jr.,11246,WR,BOWL GREEN,14,14.7,8,66.9,,0,0,1,11.5,11,58,122,0,64.7,76.3,74,,75.4,0,0,2,94,0,0,607,6,85,95.2,578,13.7,83,141.5,127,16,86.3,524,1543,621,7.3,18.2,2.67
Alex Erickson,11107,WR,WISCONSIN,13,11.7,10,60.6,,0,0,1,9.4,8,56,349,0,64.8,77.1,87.5,,86.5,0,0,4,45,0,0,396,1,77,95.5,378,51.3,203,79.5,127,3,48.5,192,979,275,3.6,12.7,2.59
Trent Taylor,11932,WR,LA TECH,13,9.2,21,78,,0,0,0,2.9,3,60,208,2,89.7,41.7,88.3,63.9,87.3,0,0,2,63,0.2,1,491,1,99,95.3,468,97.6,479,125.9,127,9,2,10,1284,631,6.4,13,2.74
Geronimo Allison,11141,WR,ILLINOIS,12,11.6,6,51.2,,0,0,1,15.6,12,41,187,1,42.4,52,66.6,,65.6,0,0,3,53,0,0,517,3,65,95.9,496,12.2,63,71.6,127,3,87.8,454,879,319,4.9,13.5,1.77
Nelson Spruce,11199,WR,COLORADO,13,9.9,10,70.6,,0,0,0,4.3,4,60,143,0,88.4,76.5,82.3,,83,0.4,2,5,50,0,0,527,2,89,95.6,504,6.3,33,89.9,126,4,93.2,491,1056,312,3.5,11.9,2.1
Isaiah Ford,11991,WR,VA TECH,13,14.5,10,59.5,,0,0,1,6.3,5,56,337,1,80.4,57.9,81.6,,82.5,0,0,4,75,0,0,460,3,75,94.1,433,8.5,39,106.1,126,11,91.5,421,1164,363,4.8,15.5,2.69
Zay Jones,11792,WR,E CAROLINA,12,7.6,23,78.4,,0,0,0,3,3,58,156,0,90,76.9,88.4,,88.8,0,0,1,36,0,0,488,2,98,96.5,471,94.9,463,113.1,125,5,4.5,22,1094,541,5.5,11.2,2.32
Jakeem Grant Sr.,10820,WR,TEXAS TECH,13,7.2,33,72.6,,0,0,1,9.1,9,46,315,1,69.6,66,80.9,,79.2,0,0,2,90,0,0,477,1,90,96,458,90.6,432,124.8,124,10,6.7,32,1253,870,9.7,13.9,2.74
Calvin Ridley,48262,WR,ALABAMA,15,8.9,13,72.4,,0,0,1,7.3,7,44,103,0,73.4,76.7,78.6,,79.4,0.4,2,1,81,0,0,445,4,89,95.7,426,18.4,82,113.4,123,7,81.1,361,1045,563,6.3,11.7,2.45
Jordan Payton,10788,WR,UCLA,13,12.8,16,63.4,,0,0,0,4.9,4,54,324,0,81.7,75.9,88.3,,86.2,0,0,4,59,0,0,505,1,78,94.7,478,4.2,21,92.6,123,5,95.8,484,1113,394,5.1,14.3,2.33
Laquon Treadwell,10657,WR,OLE MISS,13,11.2,17,67.2,,0,0,1,9.9,9,54,226,1,63.2,56.3,85.3,60.9,85.2,0.2,1,6,58,0.2,1,494,7,82,95.1,470,7.9,39,106.9,122,11,91.9,454,1148,442,5.4,14,2.44
Artavis Scott,12044,WR,CLEMSON,15,6.6,25,76.9,,0,0,0,6.1,6,44,140,1,77.9,60.1,75.3,,74.5,0,0,2,51,0,0,407,2,93,94.8,386,19.9,81,106.8,121,6,77.9,317,901,641,6.9,9.7,2.33
Zach Pascal,12303,WR,DOMINION,12,13.3,13,57.5,,0,0,0,6.8,5,47,263,1,64.8,58.7,77.8,67.9,75.1,0,0,5,53,0.2,1,456,3,69,96.1,438,33.1,151,88.7,120,8,65.4,298,975,368,5.3,14.1,2.23
Robbie Chosen,11254,WR,TEMPLE,14,12.7,11,58.3,,0,0,0,13.6,11,39,306,1,46.4,55.7,73.1,,74.6,0,0,3,53,0,0,429,2,70,93,399,11.4,49,92.3,120,7,88.6,380,939,298,4.3,13.4,2.35
Fred Ross,12091,WR,MISS STATE,13,6.4,17,73.9,,0,0,0,6.4,6,43,227,0,76,76.7,79.1,63.1,79,0,0,0,59,0.2,1,403,0,88,97.3,392,97,391,113.4,119,5,1.7,7,1018,696,7.9,11.6,2.6
Sterling Shepard,10674,WR,OKLAHOMA,13,10.4,12,72.9,,0,0,1,4.4,4,64,261,0,83.4,76.4,91.5,65.9,90.8,0,0,1,74,0.4,2,469,2,86,95.5,448,71,333,135.9,118,11,29,136,1289,495,5.8,15,2.88
Ajalen Holley,47699,WR,LA MONROE,12,9.9,6,51.3,,0,0,1,20,15,36,209,1,28.3,51.2,67.5,,64.1,0.2,1,6,69,0,0,438,1,60,97.7,428,65.3,286,65.9,117,6,34.5,151,711,274,4.6,11.9,1.66
Carlos Harris,18681,WR,N TEXAS,12,12.6,5,52.6,,0,0,0,10.3,7,30,251,0,66.2,76.1,63.5,,64.7,0,0,2,93,0,0,449,4,61,96.7,434,60.1,270,84.9,116,7,39.9,179,727,244,4,11.9,1.68
Chris Godwin,11839,WR,PENN STATE,13,10.7,11,59.5,,0,0,0,8,6,44,266,0,69.8,75.3,80.5,,80,0,0,1,56,0,0,449,0,69,95.8,430,27.8,125,102,116,5,72.2,324,1101,510,7.4,16,2.56
Corey Coleman,10649,WR,BAYLOR,12,14.5,13,63.8,,0,0,0,11.9,10,51,118,0,56.9,79.5,90,61.1,90.4,0,0,3,81,0.3,1,367,3,74,93.2,342,26.7,98,133.1,116,20,71.9,264,1365,569,7.7,18.4,3.99
Jared Dangerfield,11225,WR,W KENTUCKY,14,7.7,15,71.3,,0,0,1,10.9,10,49,346,1,59.3,56.5,74.9,,74.5,0,0,2,39,0,0,492,2,82,97.2,478,4.5,22,108,115,8,95.3,469,842,378,4.6,10.3,1.76
Mike Thomas,10840,WR,SO MISS,13,14.2,8,62.8,,0,0,0,9,7,56,296,0,67.3,75.6,84.8,61,85.4,0,0,4,69,0.2,1,492,4,71,94.7,466,16.3,80,130.6,113,14,83.7,412,1392,508,7.2,19.6,2.99
Pharoh Cooper,10751,WR,S CAROLINA,12,10.5,14,59.5,,0,0,0,7,5,37,289,0,73.3,61.9,76.7,,82,0,0,5,78,0,0,396,3,66,94.9,376,84.8,336,93.6,111,8,11.9,47,978,514,7.8,14.8,2.6
Taywan Taylor,11827,WR,W KENTUCKY,14,11.9,16,77.5,,0,0,0,3.4,3,51,346,0,87.2,59.9,91,,92.5,0,0,2,78,0,0,370,3,86,97.3,360,33.2,123,150.8,111,17,60.8,225,1469,688,8,17.1,4.08
Hunter Sharp,11078,WR,UTAH ST,11,12,11,64,,0,0,1,6.6,5,33,329,1,74.3,57.5,78.3,,79.8,1.2,4,3,49,0,0,339,2,71,95.6,324,17.4,59,102.6,111,9,79.4,269,839,372,5.2,11.8,2.59
Sebastian Smith,48067,WR,OHIO,13,11.1,6,60.6,,0,0,1,4.3,3,40,259,1,82.3,75.1,71.4,,72.1,0,0,6,49,0,0,445,5,66,93.7,417,3.6,16,81.1,109,7,96.4,429,786,289,4.4,11.9,1.88
KeVonn Mabon,12295,WR,BALL ST,12,8.8,13,64.2,,0,0,0,7.9,6,30,117,1,70.1,60.8,66.9,,66.4,0,0,2,53,0,0,471,0,70,94.7,446,30.6,144,82.5,109,2,69.4,327,743,301,4.3,10.6,1.67
Jerico Richardson,47944,WR,NEVADA,13,9.3,13,63,,0,0,0,9.3,7,41,239,0,65,75.6,75.4,,76.3,0.3,1,1,72,0,0,378,1,68,95,359,90.7,343,94.9,108,5,8.7,33,745,350,5.1,11,2.08
Josh Doctson,10656,WR,TCU,10,15.2,9,72.2,,0,0,0,7.1,6,62,305,0,77.4,76.3,92.9,,93,0,0,1,55,0,0,347,3,78,93.7,325,5.8,20,149.2,108,14,93.9,326,1327,310,4,17,4.08
Rashard Higgins,10806,WR,COLO STATE,12,12.4,8,70.1,,0,0,0,3.8,3,58,144,0,84.6,75.8,91.3,,91.4,0.3,1,1,46,0,0,326,2,75,94.5,308,14.1,46,122.9,107,8,85.3,278,1062,349,4.7,14.2,3.45
Simmie Cobbs,28580,WR,INDIANA,13,13.3,16,56.6,,0,0,3,16.7,12,41,190,1,39.9,50.1,74.3,,73.1,0,0,1,55,0,0,439,3,60,97,426,1.6,7,98.6,106,4,98.4,432,1035,354,5.9,17.3,2.43
D.J. Foster,11214,WR,ARIZONA ST,13,7.8,13,54.7,,0,0,0,13.4,9,29,110,0,51.5,83.3,64.4,75.5,64.1,0.5,2,1,33,1.1,4,378,2,58,96.8,366,49.2,186,75.4,106,3,40.5,153,565,332,5.7,9.7,1.54
Josh Atkinson,48293,WR,TULSA,13,10.7,12,71.7,,0,0,0,7.3,6,40,320,1,73.1,55.6,71.8,,72.1,0.2,1,0,80,0,0,528,0,76,93.8,495,4.4,23,119.4,106,5,95.5,504,1065,417,5.5,14,2.15
Penny Hart,13534,WR,GA STATE,13,9.6,11,67.9,,0,0,1,10,8,40,175,0,62.1,76,72.9,,73.9,0,0,3,63,0,0,444,1,72,94.4,419,96.8,430,115.6,106,8,0.9,4,1109,652,9.1,15.4,2.65
Jordan Westerkamp,47515,WR,NEBRASKA,13,12.5,9,62.5,,0,0,1,11,8,52,238,1,61.2,53.2,84.9,,85.2,0,0,3,38,0,0,387,1,65,94.1,364,95.9,371,104.6,104,8,4.1,16,918,261,4,14.1,2.52
James Washington,47792,WR,OKLA STATE,13,15.4,11,51.5,,0,0,1,14.5,9,40,262,0,46.7,74.3,75.9,,75.3,0,0,2,75,0,0,432,3,53,96.8,418,7.4,32,113,103,10,92.1,398,1082,458,8.6,20.4,2.59
Marcus Green,47662,WR,LA MONROE,12,7.7,7,61.2,,0,0,0,12.5,9,35,209,0,53.7,75.5,71.3,,70.8,0,0,2,49,0,0,340,0,63,96.5,328,91.8,312,95.9,103,7,8.2,28,698,394,6.3,11.1,2.13
Davonte Allen,10963,WR,MARSHALL,13,12.9,3,56.3,,0,0,0,4.9,3,31,214,0,79.2,74.4,67.2,,67.8,0,0,2,66,0,0,445,3,58,95.3,424,0.2,1,86.3,103,5,99.8,444,723,221,3.8,12.5,1.71
Mitch Mathews,11179,WR,BYU,13,18.3,0,52.4,,0,0,0,8.5,5,36,128,0,68.2,74.3,70.8,,70.4,0,0,2,72,0,0,469,2,54,94.5,443,15.1,71,103.1,103,11,84.9,398,737,126,2.3,13.6,1.66
Dorian Baker,28585,WR,KENTUCKY,12,10.1,16,54.4,,0,0,0,12.5,8,28,202,0,54.7,74.4,64.5,67.7,65.3,0,0,6,53,0.2,1,458,4,56,93.4,428,2.2,10,57.6,103,3,97.6,447,612,378,6.8,10.9,1.43
Devonte Boyd,47983,WR,UNLV,12,13.7,3,52.9,,0,0,0,11.5,7,39,325,0,58.2,74.3,72.4,,71.8,0,0,2,75,0,0,439,1,54,93.6,411,6.6,29,98,102,7,93.4,410,907,325,6,16.8,2.21
Casey Martin,19137,WR,SO MISS,14,7.4,6,78.4,,0,0,0,5.9,5,42,296,1,78.9,56.6,79.7,,79,0,0,2,50,0,0,461,1,80,95,438,93.5,431,119.1,102,7,6.5,30,924,417,5.2,11.6,2.11
ArDarius Stewart,11834,WR,ALABAMA,15,9.9,23,63.4,,0,0,0,9.9,7,31,103,1,64,60.5,71.1,,68.3,0.4,2,3,38,0,0,482,4,64,95.2,459,24.3,117,84.5,101,4,74.5,359,697,401,6.3,10.9,1.52
Will Fuller V,10655,WR,NOTRE DAME,13,15.1,5,62,,0,0,0,12.7,9,40,258,1,53.3,74.8,77.2,,75.7,0,0,5,81,0,0,458,1,62,94.5,433,6.8,31,124.6,100,14,93.2,427,1259,414,6.7,20.3,2.91
Taquan Mizzell Sr.,45675,HB,VIRGINIA,12,1.8,22,75.8,,0,0,0,6.3,5,38,335,0,80.1,66.7,73.8,80.6,91.2,0,0,4,80,12.8,50,392,3,75,83.4,327,23,90,92.2,99,4,8.2,32,721,690,9.2,9.6,2.2
DeAngelo Yancey,11930,WR,PURDUE,12,16.9,4,49,,0,0,0,14.3,8,27,273,0,47.8,73.6,64,,63.8,0,0,5,83,0,0,475,0,48,96.2,457,4.4,21,68.5,98,5,95.6,454,702,157,3.3,14.6,1.54
De'Runnya Wilson,18753,WR,MISS STATE,13,12.2,2,61.2,,0,0,0,7.7,5,47,227,1,70,49.4,78.5,,77.2,0,0,2,63,0,0,404,1,60,97.3,393,23.8,96,117,98,10,76.2,308,902,279,4.7,15,2.3
Noel Thomas,12191,WR,UCONN,13,11.9,5,57.1,,0,0,0,8.2,5,33,146,0,69.3,75.2,74.8,,74,0,0,6,45,0,0,449,2,56,96.4,433,18.9,85,65.3,98,3,79.3,356,728,338,6,13,1.68
Devin Lucien,10859,WR,ARIZONA ST,13,13,9,67.3,,0,0,0,4.3,3,48,110,1,77.9,52.3,82.3,,83.9,0,0,3,59,0,0,416,2,66,97.4,405,3.1,13,118.3,98,8,96.9,403,1074,365,5.5,16.3,2.65
Ron Willoughby,39400,WR,BUFFALO,12,13.1,6,63.9,,0,0,0,4.6,3,42,126,0,82,75.1,76.4,,76.4,0,0,2,78,0,0,453,2,62,94.9,430,4.4,20,102.3,97,6,95.4,432,814,200,3.2,13.1,1.89
Jenson Stoshak,11012,WR,FAU,12,11,9,58.8,,0,0,1,3.4,2,34,165,1,84.7,49,75.9,70.3,76.5,0.2,1,3,65,0.2,1,412,1,57,94.2,388,33,136,80.2,97,2,66,272,819,325,5.7,14.4,2.11
Robert Davis,11964,WR,GA STATE,13,12.4,6,63.5,,0,0,0,6.2,4,34,175,2,75.3,28.5,66.9,,66.2,0.2,1,0,75,0,0,540,2,61,94.3,509,8.9,48,118.4,96,6,90.9,491,980,337,5.5,16.1,1.93
Jaydon Mickens,11371,WR,WASHINGTON,13,9.2,7,61.1,,0,0,0,13.4,9,37,340,0,52.6,76.3,74.8,61,75.2,0,0,4,43,0.3,1,374,0,58,96.5,361,73.3,274,72.7,95,2,23.5,88,691,278,4.8,11.9,1.91
Ricky Jones,48295,WR,INDIANA,13,13.7,12,56.8,,0,0,0,11.5,7,40,190,0,61.9,74.6,72.4,,73.2,0,0,1,71,0,0,432,3,54,96.5,417,20.4,88,102.3,95,5,79.6,344,905,341,6.3,16.8,2.17
Cayleb Jones,11075,WR,ARIZONA,13,14.6,9,57.9,,0,0,1,11.3,7,38,109,0,58.1,74.3,71.4,,70.8,0,0,1,78,0,0,472,3,55,95.6,451,9.5,45,103.7,95,5,90.5,427,918,326,5.9,16.7,2.04
Tre'Quan Smith,48228,WR,UCF,12,14.7,8,54.7,,0,0,0,7.1,4,35,323,0,71.7,74,78.7,61,78.8,0,0,5,44,0.3,1,378,0,52,95,359,11.6,44,71.6,95,4,88.4,334,726,192,3.7,14,2.02
Ronnie Moore,47704,WR,BOWL GREEN,14,7.1,28,75.8,,0,0,0,5.3,4,43,122,0,79.7,77.1,82.2,,83.1,0,0,1,71,0,0,393,2,72,94.9,373,91.1,358,123.7,95,6,7.6,30,953,666,9.3,13.2,2.55
Mose Frazier,11015,WR,MEMPHIS,13,8.3,11,73.7,,0,0,0,12.5,10,33,218,1,53.2,47,68.5,,67.8,0,0,3,45,0,0,381,2,70,97.1,370,57.5,219,99.4,95,4,42.3,161,799,347,5,11.4,2.16
Jesse Kroll,25334,WR,C MICHIGAN,13,11.4,10,64.9,,0,0,0,1.6,1,45,134,1,90.2,50.6,76.9,64.4,76.8,0,0,1,46,0.2,1,491,1,61,95.1,467,11.2,55,104.3,94,4,88.6,435,866,298,4.9,14.2,1.85
Malcolm Mitchell,10746,WR,GEORGIA,13,13.4,13,61.7,,0,0,1,4.9,3,45,173,1,79.5,49.7,86.4,,87.4,0,0,3,44,0,0,331,4,58,97.9,324,8.2,27,96.3,94,5,91.8,304,865,285,4.9,14.9,2.67
Matt VandeBerg,47559,WR,IOWA,14,8.6,6,69.9,,0,0,0,1.5,1,34,192,0,86.8,75.5,76.4,,74.3,0,0,1,48,0,0,432,0,65,94,406,82.4,356,98.1,93,3,17.6,76,702,332,5.1,10.8,1.73
Jake Maulhardt,48045,WR,WYOMING,12,12.7,5,62,,0,0,0,5,3,31,351,1,79.5,74.5,75.7,,75.4,0,0,2,42,0,0,327,1,57,95.7,313,9.5,31,102.8,92,8,90.5,296,643,112,2,11.3,2.05
Hasaan Henderson,48001,WR,NEVADA,13,13,3,56.5,,0,0,0,11.9,7,34,239,0,51.9,74,73.2,64.8,73.5,0.3,1,2,73,0.3,1,360,2,52,95,342,11.1,40,88.5,92,4,88.3,318,748,215,4.1,14.4,2.19
Travis Rudolph,47997,WR,FLORIDA ST,13,12.8,9,64.8,,0,0,0,13.2,9,38,167,1,50.9,43.7,71.9,,72,0,0,2,75,0,0,411,1,59,96.1,395,41.4,170,114.5,91,7,58.6,241,916,299,5.1,15.5,2.32
Bralon Addison,11013,WR,OREGON,13,10.7,13,69.2,,0,0,0,6,4,37,264,1,76.3,40.2,81.1,,79.6,0.5,2,1,48,0,0,385,4,63,95.6,368,67,258,128.6,91,10,31.2,120,804,342,5.4,12.8,2.18
Jamire Jordan,47514,WR,FRESNO ST,12,8.6,8,50.5,,0,0,0,9.8,5,25,169,0,63.1,76.1,62.4,,60.2,0,0,3,82,0,0,429,0,46,95.3,409,97,416,73.5,91,5,1.2,5,540,375,8.2,11.7,1.32
Allen Lazard,48135,WR,IOWA STATE,11,11.3,6,61.5,,0,0,0,15.2,10,36,193,1,42,74.5,71.4,,69.2,0,0,3,74,0,0,407,1,56,96.1,391,20.4,83,98.6,91,6,79.6,324,808,253,4.5,14.4,2.07
Deante Burton,47970,WR,KANSAS ST,13,16.7,1,41.8,,0,0,0,15.6,7,28,199,0,40.2,72.8,63.4,,61.6,0,0,4,77,0,0,425,1,38,93.9,399,3.3,14,56.6,91,4,96.7,411,510,104,2.7,13.4,1.28
Jamal Robinson,10900,WR,LA LAFAYET,12,14.2,10,59.3,,0,0,0,6.9,4,32,207,1,72.6,47.4,77,,77.7,0.3,1,3,64,0,0,322,4,54,95,306,2.8,9,93.5,91,5,96.9,312,816,239,4.4,15.1,2.67
Courtland Sutton,48164,WR,SMU,12,21.4,4,54.4,,0,0,0,9.3,5,37,287,1,59.5,45.9,81.8,71.6,81.4,0.3,1,0,51,0.3,1,378,2,49,93.1,352,10.3,39,120.6,90,9,89.2,337,860,153,3.1,17.6,2.44
Callen Hightower,48145,WR,IDAHO,11,11.2,9,63.3,,0,0,0,9.5,6,27,185,0,63.6,74.8,66.1,,65.3,0,0,5,71,0,0,428,0,57,96.3,412,24.8,106,74.1,90,2,74.5,319,755,331,5.8,13.2,1.83
Austin Duke,47632,WR,CHARLOTTE,12,8,6,58.9,,0,0,1,8.6,5,20,136,2,66.9,29.7,58.3,64.4,60.2,0,0,7,63,0.3,1,354,4,53,97.5,345,90.1,319,61.9,90,5,9.3,33,533,323,6.1,10.1,1.54
Matt Weiser,10993,TE,BUFFALO,12,6.8,10,70,,0,0,0,4.5,3,27,126,0,80.7,74.8,77,68.7,77,56.7,236,5,41,15.1,63,416,3,63,80.5,335,39.4,164,77.3,90,3,1.9,8,624,307,4.9,9.9,1.86
Amara Darboh,11861,WR,MICHIGAN,13,10,10,66.3,,0,0,0,13.2,9,37,222,0,57.6,75,72.9,,71.9,0,0,1,39,0,0,401,1,59,95,381,11.5,46,105.3,89,5,88.3,354,725,311,5.3,12.3,1.9
Trent Sherfield,48021,WR,VANDERBILT,12,11.6,6,57.3,,0,0,0,15,9,31,333,0,45,74.9,70.5,,70.6,0.3,1,2,44,0,0,381,4,51,97.4,371,9.7,37,82.6,89,3,90,343,660,230,4.5,12.9,1.78
Cortez Lewis,48296,WR,WAKE,12,10.7,2,52.8,,0,0,0,9.6,5,28,339,0,63.8,73.6,66.7,,67.2,0,0,4,78,0,0,466,4,47,95.5,445,1.5,7,71.1,89,4,98.5,459,615,224,4.8,13.1,1.38
Dezmon Epps,21035,WR,IDAHO,6,10.5,12,68.5,,0,0,1,10.3,7,34,185,1,61,50.4,79.4,,79.4,0,0,4,60,0,0,271,2,61,96.7,262,85.6,232,83.6,89,2,14.4,39,762,273,4.5,12.5,2.91
D.J. Thompson,13313,WR,SO MISS,14,15.1,7,61.8,,0,0,0,11.3,7,35,296,0,57.7,74.2,62.9,,62.2,0,0,4,50,0,0,568,2,55,95.1,540,14.3,81,93.8,89,6,85.7,487,779,190,3.5,14.2,1.44
K.D. Cannon,12241,WR,BAYLOR,13,18.1,5,56.8,,0,0,0,10.7,6,35,118,1,60,26.9,68.5,,70.5,0,0,4,71,0,0,372,5,50,93.5,348,52.2,194,94.4,88,6,47.8,178,869,315,6.3,17.4,2.5
Teddy Veal,26490,WR,TULANE,12,12.3,7,55.7,,0,0,0,12.5,7,30,319,1,54.4,45.9,67,,65.8,0,0,2,90,0,0,384,2,49,97.1,373,47.4,182,88.2,88,5,52.6,202,638,224,4.6,13,1.71
Nicholas Norris,47533,WR,W KENTUCKY,14,7.4,18,72.4,,0,0,1,10,7,35,346,0,58.2,76.2,70.3,,72,1.5,7,2,69,0,0,469,4,63,96.4,452,88.5,415,122.3,87,6,7.9,37,971,648,10.3,15.4,2.15
Bobo Wilson,12067,WR,FLORIDA ST,13,11.4,2,66.7,,0,0,1,7.9,5,31,167,0,68.9,75.2,66.9,,65.9,0.2,1,3,51,0,0,417,2,58,96.2,401,7.2,30,84.9,87,3,91.6,382,630,144,2.5,10.9,1.57
Kenny Lawler,10877,WR,CAL,13,12.1,3,59.8,,0,0,0,10.3,6,42,130,1,61.9,48.4,71.7,,71.9,0,0,5,52,0,0,417,2,52,94.7,395,1.2,5,99,87,13,98.8,412,658,179,3.4,12.7,1.67
Jordan Villamin,48246,WR,OREGON ST,12,13.7,8,49.4,,0,0,0,10.4,5,29,265,0,62,73.3,70.1,,69.6,0,0,1,74,0,0,367,2,43,93.7,344,3.8,14,89.3,87,5,96.2,353,662,253,5.9,15.4,1.92
