,Player,Tm,Season,Age,PosRank,PPR/G_prev,PPR/G_prev2,prev_team,avg_depth_of_target,caught_percent,grades_offense,grades_pass_route,route_rate,slot_rate,wide_rate,inline_rate,yprr,man_grades_pass_route,zone_grades_pass_route,grades_pass,team_name_copy,pbe,Improvement,PPR/G,Pass Plays/G,Receptions/G,Routes/G,Targets/G,TD/G,YDS/G,YAC/G,RZ Targets/G,P_Att/G,P_Cmp/G,P_TD/G,P_Yds/G
1165,Tyreek Hill,KC,2020-21,26,2,15.691666666666668,20.875,KC,12.5,66.7,85.5,87.8,91.4,52.9,45.3,1.0,2.45,84.2,84.8,81.9,KC,90.1,-0.24830339321357278,21.926666666666666,32.0,4.833333333333333,29.25,7.25,0.5833333333333334,71.66666666666667,23.5,0.5833333333333334,36.0,23.625,1.875,281.125
1166,Stefon Diggs,BUF,2020-21,27,3,14.139999999999999,17.753333333333334,MIN,15.6,69.2,78.8,78.4,92.7,16.7,83.0,0.0,2.69,79.7,71.5,61.9,BUF,86.2,-0.20352985354862946,20.5375,30.266666666666666,4.2,28.066666666666666,6.066666666666666,0.4,75.46666666666667,20.866666666666667,0.3333333333333333,32.0625,18.6875,1.3125,201.8125
1167,Calvin Ridley,ATL,2020-21,26,4,15.153846153846153,12.925,ATL,13.9,69.2,74.9,74.8,92.1,11.7,87.9,0.0,1.69,69.7,75.9,74.7,ATL,84.5,0.17244457669989574,18.766666666666666,42.69230769230769,4.846153846153846,39.30769230769231,7.0,0.5384615384615384,66.61538461538461,10.846153846153847,0.5384615384615384,42.75,28.6875,1.8125,294.625
1170,Adam Thielen,MIN,2020-21,30,7,11.440000000000001,19.20625,MIN,14.1,63.8,75.9,77.8,92.2,32.4,67.6,0.0,1.86,91.9,64.2,85.9,MIN,83.8,-0.4043605597136348,16.933333333333334,24.4,3.0,22.5,4.7,0.6,41.8,12.0,0.6,29.125,19.9375,1.625,220.1875
1171,Mike Evans,TB,2020-21,27,8,17.9,18.15,TB,15.7,58.8,85.7,85.2,93.1,29.3,70.5,0.2,2.3,89.2,79.1,77.4,TB,86.9,-0.013774104683195593,15.5375,41.46153846153846,5.153846153846154,38.61538461538461,8.76923076923077,0.6153846153846154,89.0,20.46153846153846,1.2307692307692308,39.375,23.875,2.0625,302.8125
1173,DeAndre Hopkins,ARI,2020-21,28,10,17.9,20.84375,HOU,10.5,71.2,87.3,87.8,93.7,36.4,63.2,0.0,1.99,81.4,84.8,61.1,ARI,88.6,-0.14122938530734638,17.9875,41.53333333333333,6.933333333333334,38.93333333333333,9.733333333333333,0.4666666666666667,77.66666666666667,25.6,0.8666666666666667,34.625,22.1875,1.25,217.3125
1174,Tyler Lockett,SEA,2020-21,28,11,14.7,13.9,SEA,13.4,75.9,77.1,78.4,92.0,69.1,29.9,1.0,1.87,71.4,78.9,90.8,SEA,83.8,0.057553956834532294,16.5875,38.4375,5.125,35.375,6.75,0.5,66.0625,18.6875,1.4375,32.3125,21.3125,1.9375,236.9375
1175,Allen Robinson II,CHI,2020-21,27,12,15.93125,11.792307692307693,CHI,11.7,64.1,80.8,81.1,93.9,41.3,58.1,0.4,1.82,76.1,81.5,63.6,CHI,86.7,0.35098662752772336,16.43125,41.9375,6.125,39.375,9.5625,0.4375,71.6875,16.4375,1.25,36.25,23.1875,1.25,205.6875
1176,Robert Woods,LAR,2020-21,28,13,15.526666666666667,16.6,LAR,8.4,69.8,82.2,80.4,91.8,34.5,65.1,0.3,1.88,76.3,78.7,72.5,LAR,83.3,-0.06465863453815265,15.31875,43.733333333333334,6.0,40.13333333333333,8.6,0.13333333333333333,75.6,38.666666666666664,0.6,39.5,24.8125,1.375,281.1875
1178,Marvin Jones Jr.,DET,2020-21,30,15,14.915384615384616,12.866666666666667,DET,13.7,68.9,72.9,74.6,93.2,34.2,65.0,0.5,1.53,77.1,71.7,81.6,DET,85.5,0.15922678357911516,14.2375,42.0,4.769230769230769,39.15384615384615,6.923076923076923,0.6923076923076923,59.92307692307692,8.615384615384615,1.0769230769230769,35.6875,21.5,1.75,243.75
1179,Brandin Cooks,HOU,2020-21,27,16,8.392857142857142,15.2,LAR,14.5,62.7,68.1,66.8,93.6,33.7,66.0,0.0,1.29,63.7,69.3,76.5,HOU,86.1,-0.44783834586466165,15.466666666666667,34.5,3.0,32.285714285714285,4.785714285714286,0.14285714285714285,41.642857142857146,12.142857142857142,0.35714285714285715,33.375,22.1875,1.6875,236.4375
1180,DJ Moore,CAR,2020-21,23,17,15.366666666666667,9.8125,CAR,11.7,66.9,82.2,80.2,95.6,15.5,84.3,0.2,2.03,84.0,74.3,71.9,CAR,81.8,0.5660297239915075,14.1,40.46666666666667,5.8,38.666666666666664,8.666666666666666,0.26666666666666666,78.33333333333333,26.133333333333333,0.8,39.5625,23.875,1.0625,228.125
1181,Keenan Allen,LAC,2020-21,28,18,16.34375,16.25625,LAC,10.3,70.7,80.8,81.7,92.7,52.4,47.3,0.3,2.01,90.0,70.0,70.1,LAC,81.4,0.00538254517493263,17.507142857142856,40.1875,6.5,37.25,9.1875,0.375,74.9375,23.625,1.1875,37.3125,24.625,1.5,276.625
1182,Amari Cooper,DAL,2020-21,26,19,15.40625,14.366666666666667,DAL,13.0,68.1,84.2,84.2,94.5,13.7,86.3,0.0,2.29,89.8,75.9,76.6,DAL,87.9,0.07236078886310901,14.8,34.3125,4.9375,32.4375,7.25,0.5,74.3125,14.5,0.5625,37.3125,24.25,1.875,296.9375
1184,Nelson Agholor,LV,2020-21,27,21,8.545454545454545,10.3375,PHI,12.4,60.0,54.4,54.9,92.9,65.1,34.5,0.2,0.89,56.9,52.2,81.2,LV,87.6,-0.17335385291854466,11.6,39.81818181818182,3.5454545454545454,37.0,5.909090909090909,0.2727272727272727,33.0,13.181818181818182,0.5454545454545454,32.6875,22.9375,1.375,245.375
1185,JuJu Smith-Schuster,PIT,2020-21,24,22,9.433333333333334,18.55625,PIT,9.8,61.8,63.1,63.0,91.4,66.7,32.5,0.7,1.49,69.5,57.6,49.5,PIT,85.8,-0.4916357920736499,14.63125,33.833333333333336,3.5,30.916666666666668,5.666666666666667,0.25,46.0,20.083333333333332,0.5,31.875,19.6875,1.125,186.3125
1187,Will Fuller V,HOU,2020-21,26,24,12.181818181818182,15.185714285714285,HOU,14.7,70.0,75.4,74.3,94.0,30.5,69.5,0.0,2.03,75.4,71.2,76.5,HOU,86.1,-0.19781065594800307,17.172727272727272,31.90909090909091,4.454545454545454,30.0,6.363636363636363,0.2727272727272727,60.90909090909091,20.272727272727273,0.5454545454545454,33.375,22.1875,1.6875,236.4375
1188,Curtis Samuel,CAR,2020-21,24,25,10.73125,10.523076923076925,CAR,14.8,52.4,62.7,63.0,96.3,28.7,70.7,0.0,0.97,71.7,54.7,71.9,CAR,81.8,0.01978252923976585,14.139999999999999,42.0,3.375,40.4375,6.4375,0.375,39.1875,9.9375,0.875,39.5625,23.875,1.0625,228.125
1190,Robbie Chosen,CAR,2020-21,27,27,10.14375,11.171428571428573,NYJ,15.8,56.5,68.7,68.6,92.5,19.5,80.5,0.0,1.37,68.4,61.3,71.9,CAR,81.8,-0.09199168797953967,14.00625,38.4375,3.25,35.5625,5.75,0.3125,48.625,11.4375,0.3125,39.5625,23.875,1.0625,228.125
1192,Cole Beasley,BUF,2020-21,31,31,12.32,9.3875,BUF,8.1,67.7,73.6,73.8,94.4,74.5,25.1,0.0,1.64,72.9,71.0,61.9,BUF,86.2,0.3123834886817578,13.833333333333334,33.4,4.466666666666667,31.533333333333335,6.6,0.4,51.86666666666667,22.933333333333334,0.5333333333333333,32.0625,18.6875,1.3125,201.8125
1193,Corey Davis,TEN,2020-21,25,29,7.673333333333333,11.475,TEN,12.4,63.2,69.9,70.1,92.9,26.8,73.0,0.2,1.48,69.1,69.3,91.0,TEN,86.1,-0.3312999273783588,13.671428571428573,29.133333333333333,2.8666666666666667,27.066666666666666,4.533333333333333,0.13333333333333333,40.06666666666667,14.333333333333334,0.2,28.0,18.5625,1.8125,223.875
1194,Chris Godwin,TB,2020-21,24,30,19.72142857142857,11.575,TB,10.3,75.4,90.7,90.4,94.0,63.4,34.9,1.6,2.24,70.2,91.4,77.4,TB,86.9,0.7037951249614318,15.916666666666666,45.285714285714285,6.142857142857143,42.57142857142857,8.142857142857142,0.6428571428571429,95.21428571428571,41.42857142857143,0.8571428571428571,39.375,23.875,2.0625,302.8125
1197,Cooper Kupp,LAR,2020-21,27,34,16.90625,16.8875,LAR,7.3,71.2,74.6,76.1,90.0,67.2,32.6,0.2,2.08,86.6,68.1,72.5,LAR,83.3,0.0011102886750555564,13.913333333333332,38.6875,5.875,34.8125,8.25,0.625,72.5625,34.25,1.125,39.5,24.8125,1.375,281.1875
1198,Jarvis Landry,CLE,2020-21,28,35,14.8375,13.56875,CLE,10.5,63.8,78.2,80.0,91.9,61.7,37.6,0.0,2.04,73.8,80.9,72.8,CLE,85.4,0.09350529709811152,12.533333333333333,39.1875,5.1875,36.0,8.125,0.375,73.375,27.0,1.25,33.6875,19.875,1.375,222.125
1200,Michael Gallup,DAL,2020-21,24,36,15.192857142857141,6.10625,DAL,13.5,58.9,74.0,74.4,94.6,13.5,86.5,0.0,2.16,72.4,70.4,76.6,DAL,87.9,1.488083053077935,10.83125,38.642857142857146,4.714285714285714,36.57142857142857,8.0,0.42857142857142855,79.07142857142857,23.785714285714285,0.5714285714285714,37.3125,24.25,1.875,296.9375
1201,Jamison Crowder,NYJ,2020-21,27,38,12.35625,9.2,NYJ,8.1,66.1,73.0,73.9,93.3,76.2,22.9,0.0,1.58,66.0,72.2,64.3,NYJ,81.5,0.3430706521739131,14.333333333333334,35.4375,4.875,33.0625,7.375,0.375,52.125,22.75,0.9375,32.5625,20.1875,1.1875,194.4375
1202,Tim Patrick,DEN,2020-21,27,39,4.725,3.7625,DEN,10.7,53.3,66.7,65.9,91.1,28.1,70.4,1.5,1.18,71.1,61.5,57.4,DEN,87.2,0.25581395348837194,10.746666666666666,25.375,2.0,23.125,3.75,0.0,27.25,5.0,0.625,31.5,19.5,1.0,194.6875
1203,Russell Gage,ATL,2020-21,24,40,6.175,0.8200000000000001,ATL,7.2,71.0,66.3,66.4,93.8,67.0,32.8,0.0,1.18,61.2,66.4,74.7,ATL,84.5,6.530487804878048,11.31875,25.1875,3.0625,23.625,4.3125,0.0625,27.875,10.0625,0.75,42.75,28.6875,1.8125,294.625
1204,T.Y. Hilton,IND,2020-21,31,41,12.51,17.071428571428573,IND,10.4,67.2,75.1,75.4,92.6,28.5,71.5,0.0,1.82,76.7,68.6,73.6,IND,84.0,-0.26719665271966536,10.946666666666665,29.8,4.5,27.6,6.7,0.5,50.1,22.0,0.8,32.0625,19.1875,1.375,194.25
1206,Mike Williams,LAC,2020-21,26,42,10.753333333333334,11.2625,LAC,18.3,57.6,74.1,74.6,92.6,36.3,63.7,0.0,1.91,78.4,72.1,70.1,LAC,81.4,-0.04520902700702912,10.246666666666666,37.8,3.2666666666666666,35.0,5.666666666666667,0.13333333333333333,66.73333333333333,13.333333333333334,1.0,37.3125,24.625,1.5,276.625
1207,Emmanuel Sanders,NO,2020-21,33,45,11.194117647058825,16.516666666666666,SF,11.1,68.8,78.5,79.3,93.6,34.8,64.3,0.4,1.76,74.5,78.5,90.4,NO,88.2,-0.3222532201578915,11.771428571428572,31.11764705882353,3.8823529411764706,29.11764705882353,5.647058823529412,0.29411764705882354,51.11764705882353,14.117647058823529,0.8235294117647058,36.3125,26.125,2.25,265.25
1208,Marquez Valdes-Scantling,GB,2020-21,26,44,5.25625,6.9375,GB,16.8,48.1,57.0,56.5,92.7,17.4,82.4,0.3,1.37,56.9,59.3,80.1,GB,85.8,-0.2423423423423424,8.58125,22.3125,1.625,20.6875,3.375,0.125,28.25,9.6875,0.25,35.8125,22.25,1.625,233.3125
1209,DeVante Parker,MIA,2020-21,27,46,15.3875,5.536363636363636,MIA,14.7,60.5,79.2,79.8,94.1,23.0,76.7,0.3,1.89,83.3,75.6,75.6,MIA,81.2,1.779351395730706,11.87857142857143,42.1875,4.5,39.6875,7.4375,0.5625,75.125,16.8125,0.875,38.4375,23.1875,1.375,237.75
1211,DJ Chark Jr.,JAX,2020-21,24,48,15.053333333333335,2.6727272727272724,JAX,12.3,64.0,75.2,75.8,93.1,24.6,75.1,0.3,1.69,67.6,73.2,70.2,JAX,84.7,4.632199546485262,11.815384615384614,42.6,4.866666666666666,39.666666666666664,7.6,0.5333333333333333,67.2,20.866666666666667,0.6666666666666666,36.8125,22.75,1.5,235.0
1212,Keelan Cole Sr.,JAX,2020-21,27,49,4.91875,5.56875,JAX,12.1,66.7,66.5,68.2,93.8,52.0,47.6,0.4,1.4,70.9,65.4,70.2,JAX,84.7,-0.11672278338944997,9.7125,17.1875,1.5,16.125,2.25,0.1875,22.5625,6.5625,0.375,36.8125,22.75,1.5,235.0
1214,Christian Kirk,ARI,2020-21,24,51,12.938461538461537,10.291666666666666,ARI,9.7,68.7,62.5,62.0,93.3,41.6,57.9,0.0,1.41,58.3,64.5,61.1,ARI,88.6,0.257178449081283,10.457142857142857,41.46153846153846,5.230769230769231,38.69230769230769,7.615384615384615,0.23076923076923078,54.53846153846154,22.76923076923077,0.9230769230769231,34.625,22.1875,1.25,217.3125
1215,Sterling Shepard,NYG,2020-21,27,52,14.180000000000001,11.40625,NYG,10.2,68.7,75.8,73.8,93.5,46.8,52.0,1.0,1.48,69.0,73.8,65.1,NYG,83.8,0.24317808219178094,13.541666666666666,41.7,5.7,39.0,8.3,0.3,57.6,18.4,1.0,37.9375,23.5,1.875,233.1875
1216,Julio Jones,ATL,2020-21,31,53,18.273333333333333,20.36875,ATL,12.3,66.4,90.6,90.3,93.8,22.1,77.9,0.0,2.44,87.5,85.7,74.7,ATL,84.5,-0.10287409225733858,16.233333333333334,40.666666666666664,6.6,38.13333333333333,9.933333333333334,0.4,92.93333333333334,24.0,1.0666666666666667,42.75,28.6875,1.8125,294.625
1217,Zach Pascal,IND,2020-21,26,54,8.45625,4.175,IND,12.4,59.4,73.7,71.4,93.1,36.3,63.0,0.4,1.45,71.0,69.4,73.6,IND,84.0,1.0254491017964074,8.55625,28.0625,2.5625,26.125,4.3125,0.3125,37.9375,14.625,0.6875,32.0625,19.1875,1.375,194.25
1221,Rashard Higgins,CLE,2020-21,26,58,1.55,9.092307692307692,CLE,12.8,40.0,53.6,52.2,92.0,41.6,58.4,0.0,0.53,53.3,55.5,72.8,CLE,85.4,-0.8295262267343486,9.3,16.142857142857142,0.5714285714285714,14.857142857142858,1.4285714285714286,0.14285714285714285,7.857142857142857,1.4285714285714286,0.42857142857142855,33.6875,19.875,1.375,222.125
1223,David Moore,SEA,2020-21,25,59,4.257142857142857,6.3125,SEA,15.3,50.0,67.0,67.4,93.2,27.8,72.2,0.0,1.58,58.7,74.2,90.8,SEA,83.8,-0.3256011315417256,7.425,14.642857142857142,1.2142857142857142,13.642857142857142,2.4285714285714284,0.14285714285714285,21.5,9.214285714285714,0.5714285714285714,32.3125,21.3125,1.9375,236.9375
1224,Kendrick Bourne,SF,2020-21,25,61,6.1125,7.16875,SF,8.7,68.2,66.7,68.0,90.7,52.8,46.5,0.7,1.31,69.9,63.4,75.7,SF,84.8,-0.1473408892763732,8.646666666666667,18.8125,1.875,17.0625,2.75,0.3125,22.375,7.75,0.375,29.875,20.6875,1.75,237.0
1228,Antonio Brown,TB,2020-21,32,66,16.1,21.58,NE,12.5,50.0,90.0,86.9,82.4,52.9,47.1,0.0,4.0,70.7,90.7,77.4,TB,86.9,-0.25393883225208513,14.6375,17.0,4.0,14.0,8.0,1.0,56.0,6.0,4.0,39.375,23.875,2.0625,302.8125
1229,Josh Reynolds,LAR,2020-21,25,65,3.86875,6.25,LAR,11.4,53.8,65.9,65.6,91.0,31.7,67.6,0.7,1.23,60.3,69.0,72.5,LAR,83.3,-0.381,7.76875,18.125,1.3125,16.5,2.4375,0.0625,20.375,8.9375,0.25,39.5,24.8125,1.375,281.1875
1230,Isaiah McKenzie,BUF,2020-21,25,67,4.22,6.5625,BUF,4.6,71.1,68.8,66.0,96.0,53.4,46.2,0.0,1.07,57.7,75.5,61.9,BUF,86.2,-0.35695238095238097,6.225,16.466666666666665,1.8,15.8,2.533333333333333,0.06666666666666667,16.933333333333334,14.066666666666666,0.4666666666666667,32.0625,18.6875,1.3125,201.8125
1233,Breshad Perriman,NYJ,2020-21,27,71,9.864285714285714,6.220000000000001,TB,18.8,55.4,72.8,72.3,95.1,23.9,76.1,0.0,1.44,90.1,56.6,64.3,NYJ,81.5,0.585898024804777,8.258333333333333,33.714285714285715,2.5714285714285716,32.07142857142857,4.642857142857143,0.42857142857142855,46.07142857142857,9.214285714285714,0.14285714285714285,32.5625,20.1875,1.1875,194.4375
1234,Tre'Quan Smith,NO,2020-21,24,72,6.490909090909091,6.713333333333334,NO,9.6,72.0,65.2,62.0,92.3,61.1,37.0,1.6,0.82,54.6,64.4,90.4,NO,88.2,-0.03313171436309473,7.364285714285714,28.272727272727273,1.6363636363636365,26.09090909090909,2.272727272727273,0.45454545454545453,21.272727272727273,10.272727272727273,0.36363636363636365,36.3125,26.125,2.25,265.25
1235,James Washington,PIT,2020-21,24,69,8.9,3.1214285714285714,PIT,15.9,57.1,69.3,68.5,93.1,26.3,72.3,1.3,1.76,71.6,65.3,49.5,PIT,85.8,1.8512585812356979,6.2,29.866666666666667,2.933333333333333,27.8,5.133333333333334,0.2,49.0,13.466666666666667,0.13333333333333333,31.875,19.6875,1.125,186.3125
1236,Damiere Byrd,NE,2020-21,27,73,6.536363636363637,0.225,ARI,10.0,71.1,64.4,64.0,96.3,5.2,94.5,0.0,1.14,62.5,65.5,53.6,NE,86.8,28.050505050505055,7.18125,29.636363636363637,2.909090909090909,28.545454545454547,4.090909090909091,0.09090909090909091,32.63636363636363,13.818181818181818,0.2727272727272727,38.75,23.625,1.5625,247.5625
1237,Allen Lazard,GB,2020-21,25,74,6.425,1.7,GB,14.2,68.6,72.3,70.2,91.9,40.0,57.8,1.9,1.62,76.8,62.9,80.1,GB,85.8,2.7794117647058822,9.78,21.333333333333332,2.3333333333333335,19.6,3.4,0.2,31.8,9.4,0.2,35.8125,22.25,1.625,233.3125
1238,Odell Beckham Jr.,CLE,2020-21,28,76,12.58125,19.191666666666666,CLE,13.6,56.9,68.7,69.4,91.1,23.4,76.6,0.0,1.81,66.3,70.9,72.8,CLE,85.4,-0.3444420321320017,12.4,39.25,4.625,35.75,8.125,0.25,64.6875,20.5625,0.6875,33.6875,19.875,1.375,222.125
1239,John Brown,BUF,2020-21,30,77,14.653333333333334,8.99375,BUF,14.6,63.2,75.8,75.9,94.2,20.1,79.9,0.0,1.97,75.1,73.3,61.9,BUF,86.2,0.6292795923094742,10.755555555555555,38.13333333333333,4.8,35.93333333333333,7.6,0.4,70.66666666666667,14.733333333333333,0.5333333333333333,32.0625,18.6875,1.3125,201.8125
1241,Demarcus Robinson,KC,2020-21,26,78,6.30625,4.675,KC,13.5,60.4,57.8,58.6,88.8,22.3,76.7,0.9,0.96,56.7,58.5,81.9,KC,90.1,0.3489304812834226,6.725,33.0625,2.0,29.375,3.3125,0.25,28.0625,6.6875,0.375,36.0,23.625,1.875,281.125
1242,Randall Cobb,HOU,2020-21,30,79,10.326666666666666,9.588888888888889,DAL,10.2,69.6,69.9,70.9,94.0,91.8,7.0,1.2,1.77,71.2,71.2,76.5,HOU,86.1,0.07694090382387021,10.01,33.266666666666666,3.6666666666666665,31.266666666666666,5.266666666666667,0.2,55.2,22.266666666666666,0.5333333333333333,33.375,22.1875,1.6875,236.4375
1243,Willie Snead IV,BAL,2020-21,28,80,5.94375,8.4,BAL,8.9,68.9,61.0,61.5,96.9,78.2,21.8,0.0,1.07,66.2,59.5,85.3,BAL,91.4,-0.29241071428571436,7.246153846153846,20.375,1.9375,19.75,2.8125,0.3125,21.1875,8.75,0.4375,27.5,18.0625,2.3125,201.5625
1244,Danny Amendola,DET,2020-21,35,81,9.373333333333333,8.493333333333334,DET,8.8,66.0,71.5,70.7,93.4,77.0,21.6,0.2,1.51,74.1,68.9,81.6,DET,85.5,0.10361067503924634,7.6000000000000005,32.13333333333333,4.133333333333334,30.0,6.266666666666667,0.06666666666666667,45.2,14.866666666666667,0.6,35.6875,21.5,1.75,243.75
1248,Anthony Miller,CHI,2020-21,26,84,7.96875,8.013333333333334,CHI,10.2,64.2,66.0,67.9,94.7,77.7,19.9,2.2,1.4,62.0,71.6,63.6,CHI,86.7,-0.005563643926788724,6.79375,30.8125,3.25,29.1875,5.0625,0.125,41.0,14.0625,0.625,36.25,23.1875,1.25,205.6875
1251,Chris Conley,JAX,2020-21,28,88,9.78125,5.7125,JAX,14.6,53.4,62.7,62.0,92.8,11.6,88.2,0.2,1.33,65.4,61.0,70.2,JAX,84.7,0.7122538293216629,6.473333333333333,39.3125,2.9375,36.5,5.5,0.3125,48.4375,15.4375,0.4375,36.8125,22.75,1.5,235.0
1254,Keke Coutee,HOU,2020-21,23,92,5.866666666666666,10.450000000000001,HOU,7.6,62.9,53.1,52.3,94.7,72.0,27.2,0.4,1.1,45.3,60.6,76.5,HOU,86.1,-0.43859649122807026,10.875,27.0,2.4444444444444446,25.555555555555557,3.888888888888889,0.0,28.22222222222222,15.333333333333334,0.3333333333333333,33.375,22.1875,1.6875,236.4375
1256,Golden Tate,NYG,2020-21,32,93,13.836363636363636,12.193333333333333,NYG,10.8,60.5,74.0,72.7,93.4,84.3,15.5,0.2,1.6,71.5,71.5,65.1,NYG,83.8,0.13474824792484713,7.208333333333333,41.18181818181818,4.454545454545454,38.45454545454545,7.363636363636363,0.5454545454545454,61.45454545454545,26.454545454545453,0.7272727272727273,37.9375,23.5,1.875,233.1875
1258,Jakeem Grant Sr.,MIA,2020-21,28,94,4.59,7.2299999999999995,MIA,12.1,57.6,62.1,64.4,93.1,40.3,57.2,0.6,1.11,62.2,63.1,75.6,MIA,81.2,-0.3651452282157676,6.235714285714286,15.9,1.9,14.8,3.3,0.0,16.4,9.3,0.1,38.4375,23.1875,1.375,237.75
1259,Sammy Watkins,KC,2020-21,27,96,9.892857142857142,11.51,KC,9.8,59.1,66.5,64.4,89.7,55.3,43.7,1.0,1.46,55.4,70.4,81.9,KC,90.1,-0.14049894501675564,8.74,36.785714285714285,3.7142857142857144,33.0,6.285714285714286,0.21428571428571427,48.07142857142857,21.714285714285715,0.42857142857142855,36.0,23.625,1.875,281.125
1263,Larry Fitzgerald,ARI,2020-21,37,100,11.0875,11.60625,ARI,8.0,72.1,70.3,71.6,92.7,86.6,12.8,0.6,1.4,64.8,73.3,61.1,ARI,88.6,-0.044695745826601956,7.761538461538462,38.6875,4.6875,35.875,6.5,0.25,50.25,22.625,0.875,34.625,22.1875,1.25,217.3125
1264,Kenny Golladay,DET,2020-21,27,101,15.5,13.806666666666667,DET,16.1,57.5,79.9,79.3,93.5,16.0,84.0,0.0,2.03,74.0,76.7,81.6,DET,85.5,0.12264606470304201,13.16,39.125,4.0625,36.5625,7.0625,0.6875,74.375,18.9375,0.9375,35.6875,21.5,1.75,243.75
1266,Michael Thomas,NO,2020-21,27,103,23.4125,19.71875,NO,8.2,82.8,90.4,90.7,93.7,31.3,68.7,0.0,2.88,91.0,86.1,90.4,NO,88.2,0.18732171156893826,11.985714285714286,39.9375,9.3125,37.4375,11.25,0.5625,107.8125,36.75,1.375,36.3125,26.125,2.25,265.25
1271,DaeSean Hamilton,DEN,2020-21,25,108,3.98125,4.735714285714286,DEN,8.3,58.3,56.4,54.4,93.1,78.9,20.2,0.2,0.76,50.6,59.6,57.4,DEN,87.2,-0.15931372549019604,3.89375,26.3125,1.75,24.5,3.0,0.0625,18.5625,8.25,0.375,31.5,19.5,1.0,194.6875
1273,Julian Edelman,NE,2020-21,34,110,16.01875,17.283333333333335,NE,9.3,68.0,72.0,73.6,92.7,66.9,32.5,0.3,1.83,77.3,67.7,53.6,NE,86.8,-0.07316779170684672,9.366666666666667,41.125,6.25,38.125,9.1875,0.375,69.8125,20.3125,1.25,38.75,23.625,1.5625,247.5625
1274,Adam Humphries,TEN,2020-21,27,111,7.208333333333333,11.79375,TEN,7.3,78.7,69.6,70.4,93.4,85.3,14.3,0.0,1.4,67.7,68.8,91.0,TEN,86.1,-0.3888005652711535,8.257142857142856,23.833333333333332,3.0833333333333335,22.25,3.9166666666666665,0.16666666666666666,31.166666666666668,10.5,0.25,28.0,18.5625,1.8125,223.875
1292,Marcus Johnson,IND,2020-21,26,129,7.0875,4.4,IND,17.3,53.1,59.8,59.0,94.8,12.4,87.6,0.0,1.17,63.2,57.4,73.6,IND,84.0,0.6107954545454545,3.590909090909091,31.125,2.125,29.5,4.0,0.25,34.625,5.375,0.375,32.0625,19.1875,1.375,194.25
1294,Zay Jones,LV,2020-21,25,131,3.26,10.325,LV,11.3,62.8,53.7,52.1,93.9,34.8,65.2,0.0,0.58,54.3,54.3,81.2,LV,87.6,-0.6842615012106538,2.2875,26.266666666666666,1.8,24.666666666666668,2.8666666666666667,0.0,14.4,5.2,0.4,32.6875,22.9375,1.375,245.375
1299,Kenny Stills,HOU,2020-21,28,136,9.238461538461538,8.96,HOU,10.8,75.5,72.2,72.2,94.2,38.6,61.4,0.0,1.5,72.2,71.7,76.5,HOU,86.1,0.03107829670329651,3.1399999999999997,30.46153846153846,3.076923076923077,28.692307692307693,4.076923076923077,0.3076923076923077,43.15384615384615,11.0,0.3076923076923077,33.375,22.1875,1.6875,236.4375
1303,KhaDarel Hodge,CLE,2020-21,25,142,0.725,0.2642857142857143,CLE,15.4,40.0,54.3,54.0,93.2,32.0,68.0,0.0,0.79,63.9,49.6,72.8,CLE,85.4,1.7432432432432432,3.2222222222222223,11.444444444444445,0.4444444444444444,10.666666666666666,1.1111111111111112,0.0,8.444444444444445,1.4444444444444444,0.1111111111111111,33.6875,19.875,1.375,222.125
1304,Alshon Jeffery,PHI,2020-21,30,144,12.22,14.253846153846155,PHI,11.6,62.3,74.8,75.0,93.8,11.8,88.2,0.0,1.71,65.1,75.3,75.4,PHI,84.7,-0.14268753372908796,3.357142857142857,30.5,4.3,28.6,6.9,0.4,49.0,13.6,0.9,38.3125,24.4375,1.6875,239.5625
1324,Chris Hogan,NYJ,2020-21,33,162,2.1,6.6375,CAR,8.1,53.3,54.9,54.7,98.2,45.5,54.5,0.0,0.61,55.5,56.4,64.3,NYJ,81.5,-0.6836158192090395,5.16,16.0,1.1428571428571428,15.714285714285714,2.142857142857143,0.0,9.571428571428571,4.857142857142857,0.14285714285714285,32.5625,20.1875,1.1875,194.4375
1330,Javon Wims,CHI,2020-21,26,164,2.6625,1.8,CHI,11.9,47.4,52.0,50.5,94.4,21.3,77.0,1.6,0.65,47.5,53.9,63.6,CHI,86.7,0.4791666666666667,1.3076923076923077,19.0625,1.125,18.0,2.375,0.0625,11.625,2.9375,0.375,36.25,23.1875,1.25,205.6875
1332,Brandon Zylstra,CAR,2020-21,27,169,2.325,0.20625,CAR,13.5,66.7,66.4,64.1,98.0,12.0,86.0,0.0,2.16,77.6,53.0,71.9,CAR,81.8,10.272727272727275,0.7875,8.333333333333334,1.3333333333333333,8.166666666666666,2.0,0.0,17.666666666666668,2.1666666666666665,0.16666666666666666,39.5625,23.875,1.0625,228.125
1338,Justin Watson,TB,2020-21,25,170,2.68125,0.125,TB,13.0,60.0,63.9,62.5,95.4,49.0,49.7,1.3,1.09,51.9,67.0,77.4,TB,86.9,20.45,1.4909090909090907,19.125,1.875,18.25,3.125,0.25,19.875,1.875,0.5,39.375,23.875,2.0625,302.8125
