,Player,Tm,Season,Age,PosRank,PPR/G_prev,PPR/G_prev2,prev_team,avg_depth_of_target,caught_percent,grades_offense,grades_pass_route,route_rate,slot_rate,wide_rate,inline_rate,yprr,man_grades_pass_route,zone_grades_pass_route,grades_pass,team_name_copy,pbe,Improvement,PPR/G,Pass Plays/G,Receptions/G,Routes/G,Targets/G,TD/G,YDS/G,YAC/G,RZ Targets/G,P_Att/G,P_Cmp/G,P_TD/G,P_Yds/G
1339,Jake Kumerow,BUF,2020-21,28,176,2.85,4.86,GB,14.6,60.0,63.4,60.3,92.9,24.0,75.5,0.5,1.2,57.6,63.7,61.9,BUF,86.2,-0.41358024691358025,1.5333333333333332,15.076923076923077,0.9230769230769231,14.0,1.5384615384615385,0.07692307692307693,16.846153846153847,7.0,0.15384615384615385,32.0625,18.6875,1.3125,201.8125
1341,Courtland Sutton,DEN,2020-21,25,178,13.9,8.51875,DEN,12.3,62.6,83.1,80.5,92.9,18.8,81.1,0.2,2.08,76.8,79.9,57.4,DEN,87.2,0.6316947909024211,9.6,36.0,4.5,33.4375,7.1875,0.375,69.5,22.5625,1.1875,31.5,19.5,1.0,194.6875
1347,Damion Ratley,NYG,2020-21,25,181,2.923076923076923,2.1076923076923078,CLE,14.3,54.5,62.9,65.0,93.6,20.8,79.2,0.0,1.23,67.0,65.3,65.1,NYG,83.8,0.386861313868613,2.06,17.3,1.2,16.2,2.2,0.1,20.0,5.0,0.5,37.9375,23.5,1.875,233.1875
1348,Trent Sherfield,ARI,2020-21,24,186,0.75,3.5384615384615383,ARI,15.9,30.8,52.2,50.0,94.7,8.6,90.8,0.0,0.56,57.0,49.7,61.1,ARI,88.6,-0.7880434782608695,0.6666666666666666,12.666666666666666,0.3333333333333333,12.0,1.0833333333333333,0.0,6.666666666666667,1.0833333333333333,0.25,34.625,22.1875,1.25,217.3125
1353,Robert Foster,WAS,2020-21,26,191,0.9461538461538462,7.623076923076923,BUF,25.9,17.6,52.7,52.7,94.4,25.9,74.1,0.0,0.47,57.4,52.1,67.0,WAS,84.9,-0.8758829465186679,1.425,13.0,0.2727272727272727,12.272727272727273,1.5454545454545454,0.0,5.818181818181818,3.0,0.09090909090909091,29.9375,18.625,1.125,175.75
1360,Seth Roberts,CAR,2020-21,29,195,3.75625,7.126666666666667,BAL,10.6,65.6,63.5,63.2,95.8,12.1,87.9,0.0,0.92,67.4,61.2,71.9,CAR,81.8,-0.47293030869971936,1.0142857142857142,19.1875,1.3125,18.375,2.0,0.125,16.9375,4.3125,0.125,39.5625,23.875,1.0625,228.125
1363,Antonio Callaway,MIA,2020-21,23,201,4.225,8.26875,CLE,10.9,53.3,54.8,57.0,93.4,22.6,77.4,0.0,0.9,61.9,59.2,75.6,MIA,81.2,-0.48904006046863197,0.8,26.5,2.0,24.75,3.75,0.0,22.25,11.0,1.25,38.4375,23.1875,1.375,237.75
1372,Bennie Fowler,NO,2020-21,29,211,5.7875,4.1899999999999995,NYG,10.8,74.2,60.6,60.2,93.1,19.0,80.2,0.8,0.84,63.9,60.1,90.4,NO,88.2,0.3812649164677805,0.62,30.875,2.875,28.75,3.875,0.0,24.125,3.875,0.5,36.3125,26.125,2.25,265.25
1378,Vyncint Smith,NYJ,2020-21,24,209,3.746153846153846,2.8714285714285714,NYJ,11.9,58.6,62.4,62.6,92.9,25.7,74.3,0.0,1.32,61.3,66.7,64.3,NYJ,81.5,0.30463069269039417,0.32857142857142857,14.076923076923077,1.3076923076923077,13.076923076923077,2.230769230769231,0.0,17.307692307692307,8.384615384615385,0.23076923076923078,32.5625,20.1875,1.1875,194.4375
1379,Tavon Austin,GB,2020-21,30,217,3.3857142857142857,5.642857142857143,DAL,14.0,56.5,59.9,62.4,91.5,29.1,70.9,0.0,1.17,70.0,56.9,80.1,GB,85.8,-0.4,1.25,11.785714285714286,0.9285714285714286,10.785714285714286,1.6428571428571428,0.07142857142857142,12.642857142857142,5.928571428571429,0.07142857142857142,35.8125,22.25,1.625,233.3125
1421,Dede Westbrook,JAX,2020-21,27,256,10.446666666666665,11.21875,JAX,7.2,68.0,63.5,63.9,92.4,82.7,17.1,0.2,1.2,58.6,67.9,70.2,JAX,84.7,-0.06882079851439193,-0.3,39.666666666666664,4.4,36.666666666666664,6.466666666666667,0.2,44.0,20.8,0.7333333333333333,36.8125,22.75,1.5,235.0
1697,Justin Jefferson,MIN,2022-23,23,1,19.435294117647057,17.1375,MIN,13.3,66.3,90.1,90.1,94.1,31.0,68.4,0.0,2.59,92.6,82.3,86.8,MIN,84.4,0.13407989016175392,21.688235294117646,38.94117647058823,6.352941176470588,36.64705882352941,9.588235294117647,0.5882352941176471,95.05882352941177,28.941176470588236,1.1764705882352942,35.529411764705884,23.41176470588235,2.0,249.2941176470588
1698,Davante Adams,LV,2022-23,30,2,21.51875,25.599999999999998,GB,9.5,74.1,92.7,92.7,94.5,33.3,66.6,0.2,2.82,91.2,91.0,76.6,LV,82.5,-0.1594238281249999,19.735294117647058,36.4375,7.6875,34.4375,10.375,0.6875,97.0625,39.3125,1.6875,36.94117647058823,25.235294117647058,1.3529411764705883,268.6470588235294
1699,Tyreek Hill,MIA,2022-23,28,3,17.441176470588236,21.926666666666666,KC,11.0,71.6,85.1,84.6,93.2,52.9,46.1,1.0,2.11,77.5,81.7,67.3,MIA,81.2,-0.2045678107059181,20.423529411764704,37.0,6.529411764705882,34.470588235294116,9.117647058823529,0.5294117647058824,72.88235294117646,26.294117647058822,1.3529411764705883,36.1764705882353,23.764705882352942,1.2352941176470589,214.76470588235293
1700,A.J. Brown,PHI,2022-23,25,4,13.915384615384616,17.678571428571427,TEN,12.4,62.4,84.4,86.8,94.3,33.7,65.5,0.5,2.5,90.7,76.1,73.4,PHI,85.4,-0.21286713286713277,17.623529411764707,28.307692307692307,4.846153846153846,26.692307692307693,7.769230769230769,0.38461538461538464,66.84615384615384,17.46153846153846,0.8461538461538461,29.058823529411764,18.058823529411764,1.1764705882352942,200.23529411764707
1701,Stefon Diggs,BUF,2022-23,29,5,16.794117647058822,20.5375,BUF,11.9,65.2,82.1,82.9,93.9,21.0,78.4,0.1,1.91,77.4,78.6,77.5,BUF,86.5,-0.1822705953957969,19.7875,40.294117647058826,6.0588235294117645,37.8235294117647,9.294117647058824,0.5882352941176471,72.05882352941177,18.823529411764707,2.0,38.529411764705884,24.41176470588235,2.1176470588235294,252.0
1702,CeeDee Lamb,DAL,2022-23,23,6,14.55,13.60625,DAL,10.9,68.1,84.3,84.6,90.8,42.4,56.4,0.0,2.06,80.0,84.5,84.7,DAL,89.7,0.06936150666054214,17.741176470588236,36.8125,4.9375,33.4375,7.25,0.375,68.875,26.9375,0.625,38.05882352941177,26.11764705882353,2.3529411764705883,282.3529411764706
1704,Amari Cooper,CLE,2022-23,28,8,13.5,14.8,DAL,12.0,68.7,72.9,73.9,92.4,28.6,71.4,0.0,1.65,66.1,73.2,74.0,CLE,86.2,-0.08783783783783788,14.470588235294118,37.733333333333334,4.533333333333333,34.86666666666667,6.6,0.5333333333333333,57.666666666666664,15.066666666666666,1.1333333333333333,30.58823529411765,18.823529411764707,1.2352941176470589,195.2941176470588
1707,Christian Kirk,JAX,2022-23,26,11,12.211764705882352,10.457142857142857,ARI,12.1,76.2,72.7,72.7,94.0,78.6,21.4,0.0,1.81,69.0,72.3,58.3,JAX,87.1,0.167791706846673,14.229411764705883,34.05882352941177,4.529411764705882,32.0,5.9411764705882355,0.29411764705882354,57.88235294117647,14.235294117647058,0.5882352941176471,35.529411764705884,21.235294117647058,0.7058823529411765,202.11764705882354
1709,Tyler Lockett,SEA,2022-23,30,13,15.0875,16.5875,SEA,15.4,70.9,81.0,82.1,94.3,41.3,58.5,0.2,2.35,80.2,76.2,71.4,SEA,82.6,-0.0904295403165033,14.83125,33.125,4.5625,31.25,6.4375,0.5,73.4375,17.375,0.4375,29.11764705882353,19.058823529411764,1.7647058823529411,201.88235294117646
1710,Terry McLaurin,WAS,2022-23,27,14,12.558823529411764,14.92,WAS,13.9,61.1,78.3,78.3,93.7,27.4,72.6,0.0,1.81,79.8,76.5,67.9,WAS,84.0,-0.15825579561583347,13.470588235294118,36.529411764705884,4.529411764705882,34.23529411764706,7.411764705882353,0.29411764705882354,61.94117647058823,18.41176470588235,0.5294117647058824,32.35294117647059,20.941176470588236,1.2352941176470589,202.41176470588235
1711,Brandon Aiyuk,SF,2022-23,24,15,10.01764705882353,15.375,SF,10.4,67.5,74.4,76.0,94.0,26.1,73.7,0.2,1.68,73.4,71.9,61.1,SF,86.9,-0.34844571975131516,13.4,30.41176470588235,3.2941176470588234,28.58823529411765,4.882352941176471,0.29411764705882354,48.0,20.294117647058822,0.5882352941176471,30.235294117647058,20.176470588235293,1.5294117647058822,248.2941176470588
1712,Mike Evans,TB,2022-23,29,16,16.40625,15.5375,TB,13.6,67.3,73.2,72.7,96.0,35.8,64.2,0.0,1.65,84.3,63.1,90.8,TB,90.9,0.055913113435237353,15.026666666666667,40.875,4.625,39.25,6.875,0.875,64.6875,14.9375,1.125,43.0,28.941176470588236,2.5294117647058822,307.5882352941176
1713,Tee Higgins,CIN,2022-23,23,17,15.65,12.1625,CIN,12.2,68.5,84.5,83.8,94.1,21.1,78.5,0.4,2.26,79.1,82.7,91.2,CIN,84.0,0.28674203494347383,13.80625,36.57142857142857,5.285714285714286,34.42857142857143,7.714285714285714,0.42857142857142855,77.92857142857143,20.785714285714285,0.7857142857142857,32.64705882352941,22.58823529411765,2.1176470588235294,259.0
1714,D.K. Metcalf,SEA,2022-23,25,19,14.370588235294118,16.95625,SEA,13.1,60.5,80.9,82.5,94.2,19.6,80.4,0.0,1.94,90.9,77.0,71.4,SEA,82.6,-0.1524901888510657,13.341176470588236,31.176470588235293,4.411764705882353,29.352941176470587,7.294117647058823,0.7058823529411765,56.88235294117647,18.88235294117647,1.1176470588235294,29.11764705882353,19.058823529411764,1.7647058823529411,201.88235294117646
1715,Jerry Jeudy,DEN,2022-23,23,18,8.5,9.85,DEN,10.5,70.4,68.7,70.5,93.4,76.4,23.2,0.4,1.85,66.3,71.6,70.7,DEN,84.0,-0.13705583756345174,13.613333333333333,27.1,3.8,25.3,5.4,0.0,46.7,18.3,0.3,31.823529411764707,20.823529411764707,1.1764705882352942,211.35294117647058
1716,DJ Moore,CAR,2022-23,25,20,13.970588235294118,14.1,CAR,10.8,59.6,76.9,76.3,95.3,18.4,80.7,0.0,1.86,73.8,72.4,62.4,CAR,82.3,-0.009178139340842687,11.711764705882352,38.411764705882355,5.470588235294118,36.588235294117645,9.176470588235293,0.23529411764705882,68.05882352941177,26.176470588235293,0.7647058823529411,35.23529411764706,20.470588235294116,0.8235294117647058,190.52941176470588
1718,Cooper Kupp,LAR,2022-23,29,22,25.852941176470587,13.913333333333332,LAR,8.6,76.7,92.3,92.6,94.3,65.5,32.4,0.0,3.12,93.9,86.9,79.3,LAR,86.6,0.8581414357789116,22.37777777777778,39.0,8.529411764705882,36.76470588235294,11.117647058823529,0.9411764705882353,114.52941176470588,50.64705882352941,2.176470588235294,35.705882352941174,23.88235294117647,2.411764705882353,273.05882352941177
1720,Gabe Davis,BUF,2022-23,23,24,7.86875,8.55625,BUF,14.5,57.4,73.7,72.1,93.1,33.1,65.6,1.4,1.62,80.5,66.4,77.5,BUF,86.5,-0.08035062089116143,11.44,22.6875,2.1875,21.125,3.8125,0.375,34.3125,8.5625,1.0625,38.529411764705884,24.41176470588235,2.1176470588235294,252.0
1722,Chris Godwin,TB,2022-23,26,26,17.314285714285713,15.916666666666666,TB,7.6,79.0,81.3,79.4,95.9,70.4,28.8,0.5,1.97,81.4,70.3,90.8,TB,90.9,0.08780852655198201,14.853333333333333,41.714285714285715,7.0,40.0,8.857142857142858,0.35714285714285715,78.78571428571429,42.0,1.7857142857142858,43.0,28.941176470588236,2.5294117647058822,307.5882352941176
1723,Michael Pittman Jr.,IND,2022-23,25,27,14.035294117647059,7.607692307692308,IND,10.3,71.0,78.0,79.9,92.2,18.8,81.1,0.2,1.95,79.5,74.5,75.9,IND,81.5,0.844881936596681,13.53125,35.411764705882355,5.176470588235294,32.64705882352941,7.294117647058823,0.35294117647058826,63.64705882352941,20.176470588235293,0.9411764705882353,30.647058823529413,19.058823529411764,1.588235294117647,197.7058823529412
1724,Zay Jones,JAX,2022-23,27,28,6.229411764705882,2.2875,LV,14.6,68.1,70.2,70.1,94.3,29.5,70.5,0.0,1.38,78.3,67.6,58.3,JAX,87.1,1.7232401157184185,12.38125,24.764705882352942,2.764705882352941,23.352941176470587,4.0588235294117645,0.058823529411764705,32.11764705882353,10.470588235294118,0.29411764705882354,35.529411764705884,21.235294117647058,0.7058823529411765,202.11764705882354
1725,Allen Lazard,GB,2022-23,27,29,9.5,9.78,GB,11.3,67.8,65.5,64.5,94.5,44.2,51.4,4.4,1.19,70.6,59.9,87.3,GB,87.3,-0.028629856850715684,11.653333333333334,30.333333333333332,2.6666666666666665,28.666666666666668,3.933333333333333,0.5333333333333333,34.2,12.866666666666667,0.9333333333333333,34.88235294117647,23.647058823529413,2.2941176470588234,253.8235294117647
1727,Mike Williams,LAC,2022-23,28,31,15.4125,10.246666666666666,LAC,12.0,62.3,77.6,77.6,93.9,16.9,82.9,0.2,1.97,78.0,70.9,85.8,LAC,87.8,0.5041476903057905,13.576923076923077,38.75,4.75,36.375,7.625,0.5625,71.625,25.9375,1.1875,39.64705882352941,26.058823529411764,2.235294117647059,282.3529411764706
1728,Jakobi Meyers,NE,2022-23,26,32,10.958823529411765,10.178571428571429,NE,9.9,68.6,74.9,74.9,93.2,66.3,33.3,0.2,1.62,79.2,68.7,77.4,NE,88.3,0.07665634674922599,12.87857142857143,33.705882352941174,4.882352941176471,31.41176470588235,7.117647058823529,0.11764705882352941,50.94117647058823,13.529411764705882,0.7647058823529411,31.470588235294116,21.41176470588235,1.411764705882353,226.88235294117646
1729,Curtis Samuel,WAS,2022-23,26,34,1.9600000000000002,14.139999999999999,WAS,1.0,75.0,66.0,66.0,90.2,46.3,46.3,0.0,0.73,66.1,65.6,67.9,WAS,84.0,-0.8613861386138613,10.370588235294118,8.2,1.2,7.4,1.6,0.0,5.4,8.6,0.2,32.35294117647059,20.941176470588236,1.2352941176470589,202.41176470588235
1730,Deebo Samuel,SF,2022-23,26,33,21.1875,11.528571428571428,SF,8.6,67.5,87.2,84.7,93.3,29.5,67.1,0.4,2.98,62.1,90.8,61.1,SF,86.9,0.8378252788104089,12.953846153846154,31.5625,4.8125,29.4375,7.125,0.375,87.8125,49.0,0.5625,30.235294117647058,20.176470588235293,1.5294117647058822,248.2941176470588
1731,Adam Thielen,MIN,2022-23,32,35,15.36923076923077,16.933333333333334,MIN,9.5,77.9,74.6,73.5,94.1,24.5,75.1,0.0,1.63,79.0,65.7,86.8,MIN,84.4,-0.09236826165960023,10.588235294117647,36.46153846153846,5.153846153846154,34.30769230769231,6.615384615384615,0.7692307692307693,55.84615384615385,19.384615384615383,1.0,35.529411764705884,23.41176470588235,2.0,249.2941176470588
1732,Tyler Boyd,CIN,2022-23,28,36,11.4875,12.84,CIN,8.0,76.1,72.6,72.2,93.2,89.7,10.3,0.0,1.58,63.7,72.1,91.2,CIN,84.0,-0.10533489096573202,10.44375,35.125,4.1875,32.75,5.5,0.3125,51.75,24.75,0.4375,32.64705882352941,22.58823529411765,2.1176470588235294,259.0
1735,Donovan Peoples-Jones,CLE,2022-23,23,39,7.835714285714286,4.866666666666666,CLE,15.6,58.6,65.7,67.0,94.5,19.8,80.2,0.0,1.46,75.2,58.4,74.0,CLE,86.2,0.6100782778864973,9.829411764705881,31.0,2.4285714285714284,29.285714285714285,4.142857142857143,0.21428571428571427,42.642857142857146,10.928571428571429,0.21428571428571427,30.58823529411765,18.823529411764707,1.2352941176470589,195.2941176470588
1736,Keenan Allen,LAC,2022-23,30,40,16.1125,17.507142857142856,LAC,9.1,70.7,77.5,77.5,93.0,62.6,36.3,0.3,1.78,74.8,72.9,85.8,LAC,87.8,-0.07966136270909824,16.4,43.0625,6.625,40.0625,9.375,0.375,71.125,22.25,1.4375,39.64705882352941,26.058823529411764,2.235294117647059,282.3529411764706
1737,Mack Hollins,LV,2022-23,29,42,3.5470588235294116,2.35,MIA,16.7,50.0,58.1,57.1,93.5,18.3,80.4,0.9,1.04,53.6,60.6,76.6,LV,82.5,0.5093867334167709,9.070588235294117,14.375,0.875,13.4375,1.75,0.25,13.9375,2.6875,0.5,36.94117647058823,25.235294117647058,1.3529411764705883,268.6470588235294
1741,Diontae Johnson,PIT,2022-23,26,46,17.15,14.786666666666667,PIT,8.8,64.5,74.2,74.6,93.2,6.8,93.0,0.2,1.89,77.1,71.4,53.0,PIT,88.2,0.15982867448151475,10.629411764705882,41.1875,6.6875,38.375,10.375,0.5,72.5625,33.3125,1.3125,39.05882352941177,25.0,1.3529411764705883,222.23529411764707
1742,Courtland Sutton,DEN,2022-23,27,45,8.835294117647058,9.6,DEN,15.8,61.1,71.2,71.0,94.4,13.6,86.2,0.2,1.43,72.7,66.9,70.7,DEN,84.0,-0.07965686274509813,10.626666666666667,33.76470588235294,3.411764705882353,31.88235294117647,5.588235294117647,0.11764705882352941,45.64705882352941,8.529411764705882,0.5882352941176471,31.823529411764707,20.823529411764707,1.1764705882352942,211.35294117647058
1743,Marquise Brown,ARI,2022-23,25,47,14.14375,11.4375,BAL,12.0,65.5,68.6,68.7,95.1,31.4,68.5,0.2,1.61,52.0,73.2,88.1,ARI,87.3,0.23661202185792357,13.0,41.0625,5.6875,39.0625,8.6875,0.375,63.0,24.75,1.0,34.76470588235294,24.41176470588235,1.588235294117647,251.52941176470588
1744,Brandin Cooks,HOU,2022-23,29,48,14.4875,15.466666666666667,HOU,11.1,69.2,77.4,77.3,93.1,34.0,65.3,0.0,1.96,68.1,76.5,59.0,HOU,86.4,-0.06330818965517238,11.2,35.4375,5.625,33.0,8.125,0.375,64.8125,21.8125,0.625,32.11764705882353,20.823529411764707,1.2352941176470589,194.41176470588235
1745,DeAndre Hopkins,ARI,2022-23,30,49,14.719999999999999,17.9875,ARI,13.1,71.2,79.8,81.1,94.8,14.9,85.1,0.0,1.76,72.7,75.7,88.1,ARI,87.3,-0.18165392633773464,16.855555555555554,34.3,4.2,32.5,5.9,0.8,57.2,14.0,1.4,34.76470588235294,24.41176470588235,1.588235294117647,251.52941176470588
1747,Darius Slayton,NYG,2022-23,25,51,5.276923076923077,8.8125,NYG,13.4,47.3,52.8,53.8,94.0,16.8,82.5,0.8,0.94,62.4,52.6,70.6,NYG,83.5,-0.4012002182214948,8.025,29.384615384615383,2.0,27.615384615384617,4.230769230769231,0.15384615384615385,26.076923076923077,5.076923076923077,0.15384615384615385,34.88235294117647,20.647058823529413,0.8823529411764706,188.0
1748,Marquez Valdes-Scantling,KC,2022-23,28,52,7.909090909090909,8.58125,GB,18.2,53.1,66.1,64.6,92.6,30.8,67.7,1.2,1.43,72.9,62.9,73.2,KC,87.5,-0.07832880884592472,7.2,29.545454545454547,2.3636363636363638,27.363636363636363,4.454545454545454,0.2727272727272727,39.09090909090909,13.545454545454545,0.7272727272727273,39.705882352941174,26.352941176470587,2.176470588235294,281.8235294117647
1749,Devin Duvernay,BAL,2022-23,25,53,5.2,3.31875,BAL,6.9,78.6,55.7,54.5,93.3,60.8,38.2,0.7,0.72,51.2,56.6,65.9,BAL,86.4,0.5668549905838042,8.292857142857143,25.375,2.0625,23.6875,2.625,0.125,17.0,9.125,0.5,35.94117647058823,23.294117647058822,1.2352941176470589,233.0
1750,Isaiah McKenzie,BUF,2022-23,27,54,3.5,6.225,BUF,6.8,76.9,69.4,73.1,94.9,70.5,25.6,0.0,1.2,76.5,69.3,77.5,BUF,86.5,-0.4377510040160642,7.986666666666666,10.4,1.3333333333333333,9.866666666666667,1.7333333333333334,0.06666666666666667,11.866666666666667,5.0,0.26666666666666666,38.529411764705884,24.41176470588235,2.1176470588235294,252.0
1752,Russell Gage,TB,2022-23,26,56,11.642857142857142,11.31875,ATL,9.9,71.0,75.2,76.5,96.3,49.6,49.9,0.2,1.96,83.2,72.1,90.8,TB,90.9,0.0286345349846178,9.507692307692308,29.071428571428573,4.714285714285714,28.0,6.642857142857143,0.2857142857142857,55.0,18.214285714285715,0.9285714285714286,43.0,28.941176470588236,2.5294117647058822,307.5882352941176
1754,Noah Brown,DAL,2022-23,26,59,2.646153846153846,1.8625,DAL,9.8,66.7,60.6,58.2,90.2,15.6,84.4,0.0,1.18,45.4,65.2,84.7,DAL,89.7,0.42075374290139383,7.15625,13.307692307692308,1.2307692307692308,12.0,1.8461538461538463,0.0,14.153846153846153,5.3076923076923075,0.15384615384615385,38.05882352941177,26.11764705882353,2.3529411764705883,282.3529411764706
1755,DeVante Parker,NE,2022-23,29,58,10.35,11.87857142857143,MIA,12.4,54.8,72.8,73.2,93.8,13.2,86.8,0.0,1.48,69.6,75.5,77.4,NE,88.3,-0.1286831028262178,7.915384615384616,37.0,4.0,34.7,7.3,0.2,51.5,10.8,0.6,31.470588235294116,21.41176470588235,1.411764705882353,226.88235294117646
1756,Marvin Jones Jr.,JAX,2022-23,32,61,10.6,14.2375,JAX,12.6,64.0,68.3,70.4,93.7,28.8,70.9,0.3,1.33,81.5,62.8,58.3,JAX,87.1,-0.2554872695346796,7.30625,39.23529411764706,4.294117647058823,36.76470588235294,6.705882352941177,0.23529411764705882,48.94117647058823,7.529411764705882,1.0588235294117647,35.529411764705884,21.235294117647058,0.7058823529411765,202.11764705882354
1758,Olamide Zaccheaus,ATL,2022-23,25,62,5.2823529411764705,4.8545454545454545,ATL,9.9,60.8,63.4,62.0,93.3,44.3,54.5,1.3,1.09,58.8,62.4,60.7,ATL,82.0,0.08812513769552764,6.470588235294118,23.529411764705884,1.8235294117647058,21.941176470588236,3.0,0.17647058823529413,23.88235294117647,5.647058823529412,0.47058823529411764,33.705882352941174,22.176470588235293,1.1764705882352942,218.41176470588235
1759,Mecole Hardman Jr.,KC,2022-23,24,64,8.288235294117648,8.00625,KC,7.4,73.8,68.5,69.4,94.5,53.4,45.1,0.7,1.61,73.9,66.0,73.2,KC,87.5,0.035220645635303444,11.725,26.764705882352942,3.4705882352941178,25.294117647058822,4.705882352941177,0.11764705882352941,40.76470588235294,29.823529411764707,0.8823529411764706,39.705882352941174,26.352941176470587,2.176470588235294,281.8235294117647
1760,Kalif Raymond,DET,2022-23,28,63,8.275,1.8266666666666667,DET,10.3,68.6,60.5,60.6,94.4,33.6,66.0,0.2,1.23,61.3,60.3,61.7,DET,84.5,3.5301094890510956,6.835294117647059,31.0625,3.0,29.3125,4.375,0.25,36.0,16.6875,0.375,34.88235294117647,23.294117647058822,1.3529411764705883,211.64705882352942
1761,DJ Chark Jr.,DET,2022-23,26,65,8.6,11.815384615384614,JAX,17.1,36.8,65.9,64.1,92.4,11.8,88.2,0.0,1.4,52.8,63.0,61.7,DET,84.5,-0.27213541666666663,8.927272727272728,29.75,1.75,27.5,4.75,0.5,38.5,6.25,0.25,34.88235294117647,23.294117647058822,1.3529411764705883,211.64705882352942
1763,DeAndre Carter,LAC,2022-23,29,68,5.088235294117647,-0.015384615384615385,WAS,11.9,58.5,63.7,64.6,93.2,36.7,63.3,0.0,1.13,63.8,63.9,85.8,LAC,87.8,-331.735294117647,6.605882352941176,16.529411764705884,1.411764705882353,15.411764705882353,2.411764705882353,0.17647058823529413,17.41176470588235,4.588235294117647,0.11764705882352941,39.64705882352941,26.058823529411764,2.235294117647059,282.3529411764706
1764,Corey Davis,NYJ,2022-23,27,70,11.68888888888889,13.671428571428573,NYJ,13.3,57.6,68.8,66.4,93.7,25.6,73.1,1.3,1.74,57.8,67.1,54.8,NYJ,83.7,-0.14501335190990364,7.507692307692308,33.44444444444444,3.7777777777777777,31.333333333333332,6.555555555555555,0.4444444444444444,54.666666666666664,13.0,0.4444444444444444,35.470588235294116,21.0,1.1764705882352942,208.2941176470588
1765,Michael Gallup,DAL,2022-23,26,67,10.166666666666666,10.83125,DAL,12.2,60.3,73.4,73.1,92.9,8.0,92.0,0.0,1.37,77.7,71.1,84.7,DAL,89.7,-0.061357953452587155,7.528571428571429,38.888888888888886,3.888888888888889,36.111111111111114,6.444444444444445,0.2222222222222222,49.44444444444444,14.0,0.8888888888888888,38.05882352941177,26.11764705882353,2.3529411764705883,282.3529411764706
1766,Josh Reynolds,DET,2022-23,27,69,6.716666666666666,7.76875,DET,14.1,63.0,65.9,66.9,95.2,16.2,83.8,0.0,1.43,60.0,69.9,61.7,DET,84.5,-0.1354250469294718,7.421428571428572,24.25,2.4166666666666665,23.083333333333332,3.8333333333333335,0.16666666666666666,33.0,9.25,0.5,34.88235294117647,23.294117647058822,1.3529411764705883,211.64705882352942
1769,Robert Woods,TEN,2022-23,30,73,15.244444444444444,15.31875,LAR,8.7,68.2,75.7,72.1,93.8,44.7,54.1,0.6,1.74,71.2,68.5,81.0,TEN,81.4,-0.004850627861643807,6.805882352941176,37.77777777777778,5.0,35.44444444444444,7.333333333333333,0.4444444444444444,61.77777777777778,23.11111111111111,1.7777777777777777,31.470588235294116,21.11764705882353,1.2941176470588236,201.05882352941177
1770,Darnell Mooney,CHI,2022-23,25,74,12.923529411764704,9.50625,CHI,11.4,60.4,74.7,74.9,94.2,43.6,55.6,0.0,1.72,72.0,75.6,60.8,CHI,83.2,0.3594771241830064,8.458333333333334,38.294117647058826,4.764705882352941,36.05882352941177,7.882352941176471,0.23529411764705882,62.05882352941177,23.0,0.5882352941176471,31.88235294117647,19.529411764705884,0.9411764705882353,188.64705882352942
1776,Nick Westbrook-Ikhine,TEN,2022-23,25,80,6.725,0.5928571428571429,TEN,11.2,71.7,68.7,68.2,94.4,38.2,61.3,0.6,1.4,61.0,66.7,81.0,TEN,81.4,10.343373493975903,4.864705882352942,22.4375,2.375,21.1875,3.3125,0.25,29.75,8.9375,0.625,31.470588235294116,21.11764705882353,1.2941176470588236,201.05882352941177
1777,Demarcus Robinson,BAL,2022-23,28,81,4.082352941176471,6.725,KC,10.8,69.4,51.1,52.4,91.2,13.9,84.9,1.2,0.57,49.7,56.4,65.9,BAL,86.4,-0.39295867045703026,6.105882352941176,29.941176470588236,1.4705882352941178,27.294117647058822,2.1176470588235294,0.17647058823529413,15.529411764705882,3.764705882352941,0.17647058823529413,35.94117647058823,23.294117647058822,1.2352941176470589,233.0
1778,Van Jefferson,LAR,2022-23,26,83,9.894117647058822,2.93125,LAR,14.0,58.1,59.8,61.6,95.5,35.0,64.8,0.2,1.45,53.1,64.2,79.3,LAR,86.6,2.375391947823905,7.172727272727273,34.11764705882353,2.9411764705882355,32.588235294117645,5.0588235294117645,0.35294117647058826,47.1764705882353,12.588235294117647,0.8823529411764706,35.705882352941174,23.88235294117647,2.411764705882353,273.05882352941177
1780,Trent Sherfield,MIA,2022-23,26,84,1.3941176470588235,0.6666666666666666,SF,10.2,50.0,58.1,61.2,97.4,16.4,83.6,0.0,0.77,73.0,54.4,67.3,MIA,81.2,1.0911764705882354,4.923529411764706,6.823529411764706,0.5294117647058824,6.647058823529412,1.0588235294117647,0.058823529411764705,5.117647058823529,1.3529411764705883,0.23529411764705882,36.1764705882353,23.764705882352942,1.2352941176470589,214.76470588235293
1781,Kendrick Bourne,NE,2022-23,27,85,10.617647058823529,8.646666666666667,NE,8.3,82.1,75.6,75.2,93.7,36.4,62.5,0.0,1.99,72.5,74.9,77.4,NE,88.3,0.22794684566193477,5.51875,25.235294117647058,3.235294117647059,23.647058823529413,3.9411764705882355,0.29411764705882354,47.05882352941177,23.235294117647058,0.4117647058823529,31.470588235294116,21.41176470588235,1.411764705882353,226.88235294117646
