player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Jason Peters,2148,T,PHI,16,0,24,78.6,100,168,41.1,168,79.8,1,100,409,409,75.2,100,197,48.2,197
Zach Strief,3155,T,NO,16,0,20,62.9,100,185,45.3,185,70.4,1,100,408,408,73.1,100,159,39,159
Jahri Evans,3053,G,NO,16,0,20,63.1,100,184,45.1,184,60.7,1,100,408,408,58.3,100,159,39,159
Jameis Winston,9434,QB,TB,16,0,30,60,98.9,184,45.2,186,60,1,94.4,407,431,60,99.5,190,46.7,191
Andy Levitre,4974,G,ATL,16,0,2,76.3,100,74,18.3,74,82.6,1,100,404,404,80.4,100,292,72.3,292
Ereck Flowers,9442,T,NYG,16,0,21,78.2,100,237,58.8,237,73.2,2,100,403,403,59.2,100,123,30.5,123
Weston Richburg,8678,C,NYG,16,1,21,75.4,100,237,58.8,237,72.5,2,100,403,403,65.4,100,123,30.5,123
Kelechi Osemele,7062,G,OAK,15,0,23,80.3,100,206,51.2,206,83.2,2,100,402,402,78.3,100,143,35.6,143
Andy Dalton,6187,QB,CIN,16,0,7,60.2,99.5,194,48.3,195,60.2,0,94.6,402,425,60.1,96.1,196,48.8,204
John Jerry,5598,G,NYG,16,0,21,75.5,100,236,58.7,236,67.4,1,100,402,402,48.6,100,123,30.6,123
Max Garcia,9566,G,DEN,16,0,10,68.4,100,70,17.5,70,69.3,2,100,401,401,65,100,280,69.8,280
A.Q. Shipley,5150,C,ARZ,16,0,1,62.5,100,231,57.8,231,70,2,100,400,400,70.4,100,132,33,132
Jermon Bushrod,3741,G,MIA,16,0,17,40.9,100,58,14.5,58,49.7,2,100,400,400,53.6,100,322,80.5,322
Matt Paradis,8841,C,DEN,16,0,10,66.2,100,70,17.5,70,90,3,100,400,400,87.7,100,280,70,280
Greg Olsen,3647,TE,CAR,16,0,5,60.8,100,227,56.8,227,60.3,0,100,400,400,66.4,100,105,26.3,105
Russell Okung,5531,T,DEN,16,2,10,67.6,100,70,17.6,70,73.4,4,100,398,398,67.1,100,277,69.6,277
Carson Wentz,10636,QB,PHI,16,0,24,60,98.3,173,43.6,176,60,0,93.6,397,424,60,95,191,48.1,201
Alex Mack,4944,C,ATL,16,0,2,81.5,100,73,18.5,73,91.7,2,100,395,395,91.4,100,286,72.4,286
Eric Fisher,7783,T,KC,16,0,16,81.2,100,176,44.7,176,78.8,2,100,394,394,64.7,100,169,42.9,169
Max Unger,4972,C,NO,15,0,20,64.1,100,180,45.7,180,68.4,0,100,394,394,73.4,100,153,38.8,153
Ja'Wuan James,8654,T,MIA,16,0,17,65,100,58,14.7,58,77.8,3,100,394,394,81.8,100,316,80.2,316
Mitchell Schwartz,7041,T,KC,16,0,16,62,100,176,44.7,176,69.6,0,100,394,394,70.7,100,169,42.9,169
Philip Rivers,1725,QB,SD,16,1,27,60,100,184,46.8,184,60,1,98.3,393,400,60,100,171,43.5,171
Matt Slauson,5117,C,SD,16,0,27,68.3,100,178,45.3,178,69.7,0,100,393,393,66.1,100,170,43.3,170
Drew Brees,802,QB,NO,16,0,20,60,100,186,47.4,186,60,0,95.1,392,412,60,98.8,159,40.6,161
Mitch Morse,9482,C,KC,16,0,16,66.5,100,175,44.8,175,71.7,1,100,391,391,69.1,100,167,42.7,167
Brandon Brooks,7078,G,PHI,14,0,24,65.9,100,161,41.4,161,75.5,1,100,389,389,79.9,100,184,47.3,184
Michael Schofield III,8730,G,DEN,16,1,10,65,100,68,17.6,68,66.9,2,100,387,387,64.8,100,271,70,271
Marcus Mariota,9435,QB,TEN,15,0,31,60,95.8,206,53.6,215,60,0,91.2,384,421,60,93.2,164,42.7,176
Eli Manning,1722,QB,NYG,16,0,21,60,100,237,61.7,237,60,0,95.3,384,403,60,100,123,32,123
Joe Hawley,5641,C,TB,15,0,30,60.3,100,158,41.4,158,70.2,3,100,382,382,78.2,100,176,46.1,176
Andrus Peat,9446,T,NO,15,0,20,60.6,100,168,44,168,66.4,0,100,382,382,66.1,100,152,39.8,152
D.J. Fluker,7792,G,SD,16,0,27,58.9,100,172,45.1,172,63.2,3,100,381,381,66.5,100,161,42.3,161
Jake Matthews,8641,T,ATL,16,0,2,57.2,100,69,18.1,69,61.2,3,100,381,381,61.8,100,277,72.7,277
Martellus Bennett,4375,TE,NE,16,0,19,60.3,100,212,55.6,212,64.3,2,99.5,381,383,64.1,100,123,32.3,123
Brock Osweiler,7059,QB,HST,15,0,13,60,100,131,34.4,131,60.2,0,96.5,381,395,60.3,100,220,57.7,220
Brandon Scherff,9438,G,WAS,16,0,32,72.9,100,182,47.9,182,76.4,4,100,380,380,73,100,170,44.7,170
Charles Leno Jr.,8880,T,CHI,16,0,6,59.4,100,97,25.5,97,61.3,0,100,380,380,58.9,100,250,65.8,250
Cody Whitehair,10690,C,CHI,16,0,6,73.3,100,97,25.5,97,86.3,2,100,380,380,81.4,100,250,65.8,250
Derek Carr,8671,QB,OAK,15,0,23,60,99.5,210,55.4,211,60,0,94.3,379,402,60,97.2,137,36.1,141
Maurkice Pouncey,5543,C,PIT,15,0,25,60.9,100,206,54.8,206,74.7,1,100,376,376,76,100,116,30.9,116
James Carpenter,6177,G,NYJ,16,0,22,63,100,132,35.1,132,68.1,3,100,376,376,71.1,100,195,51.9,195
Joe Barksdale,6244,T,SD,15,0,27,62.9,100,176,46.9,176,52.8,0,100,375,375,44.5,100,162,43.2,162
Tyron Smith,6161,T,DAL,13,0,9,66.9,100,147,39.2,147,78.6,2,100,375,375,73.2,100,193,51.5,193
Matt Ryan,4317,QB,ATL,16,0,2,60.2,100,73,19.5,73,60.1,0,94.9,375,395,60,99.3,284,75.7,286
Ron Leary,7338,G,DAL,13,0,9,72.8,100,141,37.6,141,77.6,1,100,375,375,72.9,100,197,52.5,197
Jesse James,9593,TE,PIT,16,0,25,73.9,100,206,55.5,206,71.8,3,100,371,371,55.6,100,110,29.6,110
Brandon LaFell,5602,WR,CIN,16,0,7,72.1,100,162,43.8,162,68,0,99.7,370,371,72.4,100,191,51.6,191
Mark Glowinski,9567,G,SEA,16,0,29,68.1,100,73,19.7,73,63.9,1,100,370,370,60.6,100,260,70.3,260
Tim Barnes,6499,C,LA,16,0,26,67.3,100,101,27.3,101,63.9,0,100,370,370,61.9,100,227,61.4,227
Morgan Moses,8701,T,WAS,16,0,32,69.7,100,179,48.5,179,73.6,1,100,369,369,71.9,100,163,44.2,163
Kevin Pamphile,8784,G,TB,14,0,30,45.7,100,154,42,154,49.1,1,100,367,367,57,100,165,45,165
A.J. Cann,9500,G,JAX,16,0,15,61.8,100,76,20.7,76,67.5,1,100,367,367,65.8,100,273,74.4,273
Jermey Parnell,5426,T,JAX,16,2,15,50.2,100,76,20.7,76,74.4,6,100,367,367,84.1,100,273,74.4,273
Odell Beckham Jr.,8647,WR,NYG,16,0,21,68.7,100,219,60,219,72.4,0,99.7,365,366,63.9,100,111,30.4,111
Antonio Brown,5718,WR,PIT,15,0,25,65.2,100,199,55,199,65.5,0,99.2,362,365,64.5,100,116,32,116
Charles Clay,6326,TE,BUF,15,0,4,71,100,193,53.5,193,72.8,0,100,361,361,64.1,100,129,35.7,129
Clint Boling,6253,G,CIN,14,0,7,63.3,100,170,47.1,170,57.2,0,100,361,361,57.4,100,172,47.6,172
Demar Dotson,5410,T,TB,13,0,30,65.3,100,161,44.7,161,77.5,0,100,360,360,77.1,100,150,41.7,150
Kirk Cousins,7102,QB,WAS,16,0,32,60.4,99.5,184,51.3,185,60.2,0,93.2,359,385,60,97.1,167,46.5,172
Jeff Allen,7642,G,HST,14,0,13,56.8,100,119,33.1,119,47.6,3,100,359,359,46.1,100,198,55.2,198
Jarvis Landry,8698,WR,MIA,16,2,17,77.2,98,48,13.4,49,70.9,3,98.6,359,364,75.5,100,301,83.8,301
Orlando Franklin,6198,G,SD,16,0,27,57.3,100,167,46.5,167,60.8,0,100,359,359,57.2,100,158,44,158
Sterling Shepard,10674,WR,NYG,16,0,21,59.3,100,214,59.9,214,58.6,0,98.9,357,361,63.8,100,112,31.4,112
Tyrod Taylor,6332,QB,BUF,15,0,4,63.7,96.8,211,59.3,218,62.8,0,88.6,356,402,60.9,80.6,116,32.6,144
Quinton Spain,10110,G,TEN,14,0,31,70.6,100,172,48.3,172,80.8,2,100,356,356,79.4,100,159,44.7,159
Anthony Castonzo,6174,T,IND,16,0,14,60.1,100,100,28.2,100,77.9,0,100,355,355,82.8,100,220,62,220
Justin Britt,8699,C,SEA,15,0,29,69.8,100,73,20.6,73,73,2,100,354,354,71.2,100,246,69.5,246
Jeremy Zuttah,4397,C,BLT,16,0,3,65.8,100,92,26,92,68,4,100,354,354,70.3,100,222,62.7,222
Jermaine Gresham,5546,TE,ARZ,16,0,1,67.3,100,216,61.2,216,66.5,5,100,353,353,60,100,108,30.6,108
Amari Cooper,9437,WR,OAK,16,0,23,65.3,100,178,50.6,178,59.9,0,99.7,352,353,64.6,100,141,40.1,141
Larry Fitzgerald,1724,WR,ARZ,16,0,1,81.7,100,199,57,199,86.3,1,100,349,349,77.3,100,121,34.7,121
Laremy Tunsil,10647,G,MIA,14,0,17,59.3,100,50,14.4,50,57.6,4,100,348,348,55.5,100,282,81,282
Bobby Massie,7112,T,CHI,15,0,6,62,100,92,26.5,92,59.6,0,100,347,347,57.4,100,226,65.1,226
Dontrelle Inman,6597,WR,SD,16,0,27,78.3,100,149,43.1,149,78.4,2,100,346,346,70.7,100,155,44.8,155
Rodger Saffold,5558,G,LA,15,1,26,78.8,100,93,26.9,93,69.6,1,100,346,346,63.9,100,213,61.6,213
Kelvin Beachum,7229,T,JAX,15,0,15,53.1,100,72,20.8,72,48.8,1,100,346,346,48,100,256,74,256
Blake Bortles,8638,QB,JAX,16,0,15,60,100,76,22.1,76,60,0,94,344,366,60,94.9,259,75.3,273
Mike Iupati,5542,G,ARZ,15,0,1,65.4,100,197,57.3,197,68.6,0,100,344,344,67.1,100,117,34,117
Ryan Kelly,10652,C,IND,15,0,14,60.3,100,94,27.4,94,68.5,0,100,343,343,68.2,100,212,61.8,212
Lane Taylor,8365,G,GB,16,1,12,42.6,100,47,13.7,47,58.9,3,100,342,342,64,100,238,69.6,238
Rob Havenstein,9490,T,LA,15,0,26,62.7,100,91,26.6,91,66.6,0,100,342,342,68.9,100,211,61.7,211
Laurent Duvernay-Tardif,8834,G,KC,14,1,16,51.6,100,156,45.6,156,59.1,3,100,342,342,65.6,100,142,41.5,142
Cam Newton,6153,QB,CAR,15,0,5,60.2,87,215,62.9,247,60.2,1,80.5,342,425,60,88,95,27.8,108
Joe Staley,3644,T,SF,13,0,28,85.7,100,87,25.6,87,76.8,1,100,340,340,71.9,100,245,72.1,245
Carson Palmer,1317,QB,ARZ,15,0,1,60.2,99,201,59.1,203,61.1,0,97.1,340,350,61.4,100,114,33.5,114
Allen Robinson II,8696,WR,JAX,16,0,15,61.7,100,70,20.6,70,78.1,0,100,339,339,68.6,100,256,75.5,256
Ramon Foster,5229,G,PIT,14,0,25,72,100,179,52.8,179,71.5,0,100,339,339,63.7,100,111,32.7,111
Joe Flacco,4332,QB,BLT,16,0,3,60,100,91,26.8,91,60,1,96.3,339,352,60,99.5,220,64.9,221
Sam Bradford,5526,QB,MIN,15,0,18,62,100,199,58.9,199,62.9,0,96.3,338,351,62.8,100,107,31.7,107
Anthony Fasano,2998,TE,TEN,16,0,31,85.2,100,203,60.1,203,85.1,2,100,338,338,74,100,112,33.1,112
Ben Roethlisberger,1732,QB,PIT,14,0,25,60,100,189,55.9,189,60,0,96.6,338,350,60,98.2,110,32.5,112
Joe Haeg,10789,G,IND,14,0,14,62.7,100,96,28.5,96,72.9,0,100,337,337,76,100,205,60.8,205
David Bakhtiari,7891,T,GB,16,0,12,72.4,100,46,13.6,46,65.4,2,100,337,337,62.9,100,236,70,236
Marcus Gilbert,6215,T,PIT,13,0,25,66.9,100,185,55.2,185,71.8,1,100,335,335,66.5,100,102,30.4,102
Taylor Decker,10650,T,DET,16,0,11,71.8,100,137,41,137,75.4,1,100,334,334,65.7,100,157,47,157
Chris Hogan,6468,WR,NE,15,1,19,83.1,100,198,60,198,61.3,2,99.1,330,333,68.8,100,93,28.2,93
Bryan Bulaga,5548,T,GB,16,0,12,64.2,100,45,13.6,45,59.4,0,100,330,330,56.2,100,232,70.3,232
Ben Ijalana,6201,T,NYJ,16,0,22,49.8,100,119,36.1,119,56.5,0,100,330,330,60.2,100,170,51.5,170
C.J. Fiedorowicz,8700,TE,HST,15,0,13,66.2,100,113,34.2,113,64.9,1,100,330,330,62,100,184,55.8,184
Joe Thomas,3619,T,CLV,16,0,8,63.3,100,157,47.7,157,71.5,0,100,329,329,70.5,100,128,38.9,128
Kyle Rudolph,6195,TE,MIN,16,0,18,56.3,100,186,57.2,186,56.5,2,100,325,325,55.9,100,94,28.9,94
Austin Pasztor,7689,T,CLV,16,0,8,59.5,100,157,48.3,157,66.2,1,100,325,325,68.4,100,126,38.8,126
Alex Smith,2218,QB,KC,15,0,16,60.4,100,158,48.6,158,60.5,0,92.9,325,350,60.4,96.7,146,44.9,151
Greg Robinson,8637,T,LA,14,2,26,57.5,100,83,25.5,83,50.3,4,100,325,325,47,100,204,62.8,204
Matthew Stafford,4924,QB,DET,16,0,11,60,100,137,42.4,137,60,0,96.7,323,334,60,100,157,48.6,157
D.J. Humphries,9457,T,ARZ,13,0,1,74.2,100,188,58.2,188,75.6,0,100,323,323,75.2,100,103,31.9,103
Lance Kendricks,6199,TE,LA,16,0,26,60.7,100,90,27.9,90,61.8,0,100,323,323,60.7,100,195,60.4,195
Jordan Matthews,8677,WR,PHI,14,0,24,49.2,100,136,42.1,136,37.5,0,100,323,323,59.5,100,158,48.9,158
Joe Berger,2424,C,MIN,14,0,18,74.4,100,185,57.5,185,70.4,1,100,322,322,58.6,100,96,29.8,96
Brandon Marshall,3064,WR,NYJ,15,0,22,69.4,100,106,32.9,106,72.8,0,100,322,322,68.2,100,174,54,174
Travis Kelce,7844,TE,KC,16,0,16,73.1,100,139,43.6,139,74.4,1,99.7,319,320,65.3,100,140,43.9,140
Mike Evans,8642,WR,TB,16,0,30,82.8,100,133,41.8,133,80,0,100,318,318,63.4,100,151,47.5,151
Branden Albert,4329,T,MIA,12,0,17,63.2,100,44,13.8,44,50.9,1,100,318,318,48.1,100,259,81.4,259
Alex Boone,5372,G,MIN,14,0,18,64.2,100,189,59.6,189,61.9,2,100,317,317,62.5,100,86,27.1,86
T.J. Clemmings,9543,T,MIN,14,0,18,60,100,184,58.4,184,57.8,1,100,315,315,53.7,100,88,27.9,88
Nelson Agholor,9453,WR,PHI,15,0,24,70.5,100,133,42.2,133,62.7,0,99.1,315,318,63,100,153,48.6,153
Rick Wagner,7950,T,BLT,14,0,3,58.9,100,81,25.8,81,63.4,1,100,314,314,64.1,100,190,60.5,190
Shawn Lauvao,5616,G,WAS,14,0,32,64.7,100,152,48.4,152,59.5,0,100,314,314,52.9,100,139,44.3,139
Trevor Siemian,9683,QB,DEN,14,0,10,60,98.2,55,17.6,56,60,0,95.1,313,329,60,99.6,232,74.1,233
Daniel Kilgore,6315,C,SF,13,0,28,68.7,100,86,27.6,86,68.5,0,100,312,312,66.7,100,220,70.5,220
Andrew Luck,7007,QB,IND,15,0,14,60.9,100,91,29.3,91,60.7,0,93.1,311,334,60.5,98.1,205,65.9,209
Duane Brown,4340,T,HST,12,0,13,76.1,100,87,28,87,80.9,1,100,311,311,77.5,100,182,58.5,182
Brandon Fusco,6324,G,MIN,14,0,18,61.1,100,176,56.6,176,62.4,0,100,311,311,66.4,100,95,30.5,95
Tom Brady,698,QB,NE,12,0,19,60,100,191,61.4,191,60,0,95.1,311,327,60,100,98,31.5,98
Zach Fulton,8828,G,KC,15,0,16,52,100,140,45.2,140,61.4,1,100,310,310,67.1,100,132,42.6,132
Vernon Davis,2951,TE,WAS,16,0,32,61.6,100,152,49,152,59.5,2,100,310,310,55.7,100,135,43.5,135
Bobby Hart,9659,T,NYG,14,0,21,61.8,100,182,58.7,182,61.1,0,100,310,310,59.9,100,92,29.7,92
Spencer Long,8713,C,WAS,13,0,32,65.9,100,148,47.9,148,63.2,0,100,309,309,59.6,100,140,45.3,140
King Dunlap,4544,T,SD,12,0,27,69.5,100,147,47.6,147,61.9,1,100,309,309,55.8,100,127,41.1,127
Brian Winters,7853,G,NYJ,13,0,22,69.7,100,98,31.8,98,66.9,1,100,308,308,65.2,100,167,54.2,167
Larry Warford,7846,G,DET,15,0,11,67.5,100,121,39.4,121,80.8,0,100,307,307,77.1,100,151,49.2,151
Rishard Matthews,7211,WR,TEN,16,0,31,85.9,100,159,51.8,159,88.3,0,100,307,307,65.7,100,127,41.4,127
Aaron Rodgers,2241,QB,GB,16,0,12,60,97.8,45,14.8,46,60,0,92.4,305,330,60,98.3,229,75.1,233
Russell Wilson,7077,QB,SEA,16,0,29,60,100,72,23.8,72,60,0,89.1,302,339,60,91.5,215,71.2,235
Kenny Stills,7926,WR,MIA,16,1,17,79.2,100,44,14.6,44,56.4,1,100,302,302,65.7,100,250,82.8,250
Gary Barnidge,4455,TE,CLV,16,0,8,59.4,100,139,46,139,57.9,0,100,302,302,55.7,100,120,39.7,120
Quincy Enunwa,8843,WR,NYJ,16,0,22,66.2,100,92,30.7,92,65.9,0,99.7,300,301,61,100,169,56.3,169
Clive Walford,9501,TE,OAK,15,1,23,62.1,100,159,53,159,60.1,4,100,300,300,53.8,100,103,34.3,103
Jordy Nelson,4350,WR,GB,16,0,12,62.7,100,46,15.4,46,66.1,0,100,298,298,77.9,100,217,72.8,217
Brandon Linder,8728,C,JAX,14,0,15,61.3,100,64,21.5,64,78.3,1,100,298,298,80.8,100,216,72.5,216
Kelvin Benjamin,8663,WR,CAR,16,1,5,78,100,166,56.7,166,57.6,4,100,293,293,64.4,100,82,28,82
Tyrell Williams,10154,WR,SD,16,0,27,61.4,100,132,45.1,132,62.8,0,100,293,293,73.4,100,123,42,123
Demaryius Thomas,5547,WR,DEN,16,0,10,88.9,100,55,18.8,55,84.6,0,100,292,292,72.1,100,204,69.9,204
Levine Toilolo,7915,TE,ATL,16,0,2,68.4,100,54,18.6,54,65.6,0,100,291,291,58.5,100,213,73.2,213
Earl Watford,7898,G,ARZ,13,0,1,60.2,100,171,59,171,56.2,1,100,290,290,56.5,100,92,31.7,92
Garry Gilliam,9137,T,SEA,14,0,29,56.9,100,61,21.1,61,52.3,0,100,289,289,51.8,100,197,68.2,197
Dion Sims,7888,TE,MIA,14,0,17,63.2,100,45,15.6,45,60.5,0,100,289,289,58.7,100,228,78.9,228
Trent Williams,5529,T,WAS,12,0,32,80.4,100,141,48.8,141,88.4,1,100,289,289,89.1,100,129,44.6,129
Zach Ertz,7816,TE,PHI,14,0,24,59.9,100,101,34.9,101,59.6,0,100,289,289,58.1,100,148,51.2,148
Quinton Patton,7910,WR,SF,14,0,28,89.9,100,77,26.7,77,87.8,0,100,288,288,73.7,100,205,71.2,205
Garrett Celek,7274,TE,SF,16,0,28,53.4,100,72,25.1,72,59.2,3,100,287,287,63.2,100,207,72.1,207
Marshal Yanda,3702,G,BLT,13,0,3,70,100,72,25.1,72,79.5,1,100,287,287,77.2,100,178,62,178
Germain Ifedi,10665,G,SEA,13,0,29,55.8,100,60,21,60,68.8,0,100,286,286,72.4,100,194,67.8,194
Jeremiah Sirles,9305,T,MIN,13,0,18,60.8,100,161,56.3,161,65.6,0,100,286,286,77,100,85,29.7,85
Emmanuel Sanders,5606,WR,DEN,15,0,10,58.8,100,48,16.8,48,65.6,0,99.7,286,287,67.9,100,208,72.7,208
T.Y. Hilton,7092,WR,IND,16,0,14,68.3,100,77,27,77,64,0,100,285,285,61.1,100,192,67.4,192
Ronnie Stanley,10640,T,BLT,12,1,3,54.4,100,71,24.9,71,62.6,2,100,285,285,59.8,100,172,60.4,172
Riley Reiff,7029,T,DET,14,0,11,64.4,100,119,41.9,119,64.8,0,100,284,284,60.9,100,130,45.8,130
Ryan Fitzpatrick,2467,QB,NYJ,14,0,22,60.2,100,99,34.9,99,60.2,0,95.3,284,298,60,98.1,158,55.6,161
Michael Thomas,10681,WR,NO,15,0,20,71.7,100,127,45.2,127,58.9,0,100,281,281,59.9,100,126,44.8,126
Jack Doyle,8520,TE,IND,16,0,14,62,100,73,26,73,64.6,1,100,281,281,61.7,100,174,61.9,174
Hunter Henry,10669,TE,SD,15,0,27,59.7,100,135,48,135,64.4,1,100,281,281,62.1,100,126,44.8,126
DeVante Parker,9447,WR,MIA,15,0,17,62.6,100,49,17.5,49,61.4,0,100,280,280,77.3,100,225,80.4,225
Austin Howard,5847,T,OAK,11,0,23,65.1,100,148,53,148,68,0,100,279,279,66.7,100,96,34.4,96
Victor Cruz,5827,WR,NYG,15,0,21,62.2,100,171,61.5,171,64.6,1,100,278,278,63.6,100,82,29.5,82
Ryan Tannehill,7014,QB,MIA,13,0,17,60,93.2,41,14.7,44,60,0,92.4,278,301,60,94.6,229,82.4,242
Will Fuller V,10655,WR,HST,14,0,13,56.6,100,99,35.6,99,53.4,0,99.6,278,279,58.7,100,146,52.5,146
Chris Conley,9509,WR,KC,16,0,16,66.4,100,137,49.5,137,76.4,0,100,277,277,61.2,100,117,42.2,117
Wesley Johnson,8808,C,NYJ,12,0,22,58.5,100,107,38.9,107,60.1,0,100,275,275,57.1,100,125,45.5,125
Terrance Williams,7855,WR,DAL,16,0,9,73.4,100,87,31.6,87,71.6,0,100,275,275,59.6,100,166,60.4,166
Donald Stephenson,7076,T,DEN,13,0,10,52.6,100,57,20.8,57,59.4,0,100,274,274,59.3,100,183,66.8,183
Will Tye,10070,TE,NYG,16,1,21,46,100,158,57.9,158,53.5,1,100,273,273,66.9,100,81,29.7,81
Jeremy Kerley,6305,WR,SF,16,0,28,61.1,100,47,17.3,47,74.2,0,100,271,271,68.5,100,221,81.5,221
Tajae Sharpe,10774,WR,TEN,16,0,31,63.1,100,126,47.2,126,65.4,1,99.6,267,268,59.9,100,125,46.8,125
Torrey Smith,6210,WR,SF,12,1,28,65.5,100,71,26.7,71,70.8,1,100,266,266,66,100,190,71.4,190
Josh Sitton,4449,G,CHI,12,0,6,52.4,100,63,23.7,63,72.6,2,100,266,266,79,100,178,66.9,178
